AD_rej,Delta_true,J,J_frac,KS_p,KS_rej,MR_emp,MR_theory,S,boot_q25,boot_q75,degenerate,kind,model,mu,pair,payoff,ratio,s,seedset,sigma
0,2.8671107683378373e-08,5.0727423075985255e-08,0.373182085159834,0.8038966257457861,0,1.6287679683128333e-07,1.6460320381885786e-07,8.520467305949425e-08,0.9733797152574729,1.00790270022279,0,scan,heston,1.1387578074287262e-07,A,digit_k=-2.700,0.9895117048300324,0.6722155499260641,eval,1.6940366933701195e-07
0,2.8671107683378373e-08,4.645283767145023e-08,0.3391386201356351,0.8186203929165893,0,1.629330457450207e-07,1.6564411787275718e-07,9.05201725179286e-08,0.972832408930322,0.9936646916179455,0,scan,heston,1.1919128020130697e-07,A,digit_k=-2.700,0.9836331518284335,0.7148963237854453,insample,1.6672526663751407e-07
0,7.982457232554159e-08,1.2538088163834962e-08,0.07539311788804032,0.8989732138061288,0,2.41524256361132e-07,2.4612739299485217e-07,1.5376473250547563e-07,0.974197449588632,0.989228177140863,0,scan,heston,2.335893048310172e-07,A,digit_k=-2.550,0.98129774757003,1.3916385273501657,eval,1.6785199621901614e-07
0,7.982457232554159e-08,1.1603311622224196e-08,0.06751848899424442,0.8594847579841246,0,2.4938048586557427e-07,2.5167841258570073e-07,1.6025052863793495e-07,0.9859235328368536,0.994512352192803,0,scan,heston,2.4007510096347655e-07,A,digit_k=-2.550,0.9908695914897192,1.4275620214030773,insample,1.6817139806473634e-07
0,1.7514946919202913e-07,6.30430111812461e-10,0.002524591559736716,0.9498743589579248,0,4.242347245268587e-07,4.248651546386712e-07,2.4908525533482954e-07,0.9977521809093224,0.9992117597286115,0,scan,heston,4.242347245268587e-07,A,digit_k=-2.400,0.9985161642348649,2.521664461507727,eval,1.682359929334947e-07
0,1.7514946919202913e-07,6.432948145720054e-10,0.002489027762335376,0.8970789146649413,0,4.331767747492126e-07,4.3360171480636577e-07,2.5780895079976465e-07,0.9985613313842798,0.9993970285080351,0,scan,heston,4.329584199917938e-07,A,digit_k=-2.400,0.9990199760687226,2.521708287603429,insample,1.7169250786071972e-07
1,4.541764126043435e-07,7.954281993763713e-15,1.7522326377254344e-08,0.3059473353422155,0,9.081276564706606e-07,9.081276644249426e-07,4.539512438663171e-07,0.9999999762236751,0.9999999991956222,0,scan,heston,9.081276564706606e-07,A,digit_k=-2.250,0.9999999912410091,5.1584505831112315,eval,1.7604659419320032e-07
0,4.541764126043435e-07,2.4540032160534077e-14,5.2474471411746936e-08,0.7126654431667554,0,9.218329742160405e-07,9.218329987560727e-07,4.67656561611697e-07,0.9999999416387129,0.9999999914258755,0,scan,heston,9.218329742160405e-07,A,digit_k=-2.250,0.9999999733790912,4.9604940203230115,insample,1.8583491290168187e-07
0,9.529189529673608e-07,6.150860414415315e-24,8.400897279791275e-18,0.5905467788553069,0,1.6850860310259722e-06,1.6850860310259722e-06,7.321670780586114e-07,1.0,1.0,0,scan,heston,1.6850860310259722e-06,A,digit_k=-2.100,1.0,8.194279130694023,eval,2.056417659381408e-07
0,9.529189529673608e-07,1.1094556159305173e-22,1.4844241472469453e-16,0.5673707959270478,0,1.700316937558318e-06,1.7003169375583181e-06,7.473979845909571e-07,0.9999999999999999,1.0,0,scan,heston,1.700316937558318e-06,A,digit_k=-2.100,0.9999999999999999,7.850431639801786,insample,2.1658897441227179e-07
1,2.3420563855528894e-06,1.1477443824268991e-36,8.933077788628878e-31,0.5479983278338962,0,3.626881626734478e-06,3.626881626734478e-06,1.2848252411815886e-06,1.0,1.0,0,scan,heston,3.626881626734478e-06,A,digit_k=-1.950,1.0,11.200986853839751,eval,3.23800186006929e-07
0,2.3420563855528894e-06,3.603174359323214e-36,2.7511541694099937e-30,0.45369174972329984,0,3.6517519305669817e-06,3.6517519305669817e-06,1.3096955450140923e-06,1.0,1.0,0,scan,heston,3.6517519305669817e-06,A,digit_k=-1.950,1.0,11.101374754512873,insample,3.2894591988100305e-07
1,4.697797601195164e-06,6.77388031303717e-41,3.395442849525428e-35,0.23785918895732727,0,6.692789304260918e-06,6.692789304260918e-06,1.994991703065754e-06,1.0,1.0,0,scan,heston,6.692789304260918e-06,A,digit_k=-1.800,1.0,12.071453860701784,eval,5.544310885409645e-07
1,4.697797601195164e-06,4.696241912235389e-41,2.3123922911687948e-35,0.20225736695697327,0,6.728699507489654e-06,6.728699507489654e-06,2.03090190629449e-06,1.0,1.0,0,scan,heston,6.728699507489654e-06,A,digit_k=-1.800,1.0,12.101593178770289,insample,5.560176588396434e-07
0,1.0854450069073788e-05,2.0173176022344007e-41,5.7612771246345296e-36,0.5969708658028063,0,1.4355961207304915e-05,1.4355961207304915e-05,3.501511138231127e-06,1.0,1.0,0,scan,heston,1.4355961207304915e-05,A,digit_k=-1.650,1.0,12.230749679119171,eval,1.1737597108878771e-06
0,1.0854450069073788e-05,8.052984263628449e-42,2.2605220806626966e-36,0.7645124484949448,0,1.4416894485129936e-05,1.4416894485129936e-05,3.5624444160561483e-06,1.0,1.0,0,scan,heston,1.4416894485129936e-05,A,digit_k=-1.650,1.0,12.304499926259798,insample,1.1716765875516766e-06
0,2.0597532466446128e-05,3.405597623428358e-38,6.093813376956347e-33,0.8478529478975994,0,2.6186147366118914e-05,2.6186147366118914e-05,5.5886148996727865e-06,1.0,1.0,0,scan,heston,2.6186147366118914e-05,A,digit_k=-1.500,1.0,11.670816820132819,eval,2.243728761207727e-06
0,2.0597532466446128e-05,7.212427357399204e-39,1.2599998158859564e-33,0.7111051510529212,0,2.632168199922035e-05,2.632168199922035e-05,5.7241495327742225e-06,1.0,1.0,0,scan,heston,2.632168199922035e-05,A,digit_k=-1.500,1.0,11.800728365311512,insample,2.2305133364982355e-06
0,4.3971801176440155e-05,8.782456626130107e-36,8.957051600374733e-31,0.9388364889918158,0,5.3776876571743984e-05,5.3776876571743984e-05,9.80507539530383e-06,1.0,1.0,0,scan,heston,5.3776876571743984e-05,A,digit_k=-1.350,1.0,11.258545264702297,eval,4.776538647523568e-06
0,4.3971801176440155e-05,9.404372630898052e-36,9.234524797220239e-31,0.7065142627756511,0,5.415572816500479e-05,5.415572816500479e-05,1.0183926988564631e-05,1.0,1.0,0,scan,heston,5.415572816500479e-05,A,digit_k=-1.350,1.0,11.25321480880352,insample,4.812467289137513e-06
0,7.756040489674495e-05,1.951353155419735e-34,1.3167230375578186e-29,0.9979456418871316,0,9.238017412504821e-05,9.238017412504821e-05,1.4819769228303255e-05,1.0,1.0,0,scan,heston,9.238017412504821e-05,A,digit_k=-1.200,1.0,11.034220343938244,eval,8.372152381006072e-06
0,7.756040489674495e-05,1.0326024521800184e-33,6.66835033777505e-29,0.6298193261528551,0,9.304553090055589e-05,9.304553090055589e-05,1.5485126003810933e-05,1.0,1.0,0,scan,heston,9.304553090055589e-05,A,digit_k=-1.200,1.0,10.886490787140401,insample,8.546880047927413e-06
0,0.00014874738141265183,1.9296254912318225e-31,8.667161139863673e-27,0.880863188173876,0,0.0001710110206838397,0.0001710110206838397,2.2263639271187866e-05,1.0,1.0,0,scan,heston,0.0001710110206838397,A,digit_k=-1.050,1.0,10.464483568563077,eval,1.634204111109536e-05
0,0.00014874738141265183,6.5388708625242785e-31,2.8029471831351955e-26,0.4182251888260776,0,0.00017207593680558763,0.00017207593680558763,2.33285553929358e-05,1.0,1.0,0,scan,heston,0.00017207593680558763,A,digit_k=-1.050,1.0,10.350907898628604,insample,1.662423610477551e-05
