block,config_id,payoff,exp,pair,model,proto_pair,scenario,sigma_Delta,mu_Delta,Delta,b_Delta,s,J,S,J_plus_S,J_over_JplusS,J_fraction,theory_mr,empirical_mr,deviation_pct,sanity_abs_err,sanity_rel_err
Exp06,Exp06-H5,OTM_K125,exp06,H5,heston,,,2.2e-05,-0.0002105,,,-9.568181818181818,2.4497890611682802e-27,,,,1.1637952784647413e-23,0.0002105,0.00020939,0.5273159144893125,2.4497890611682802e-27,2.4497890611682802e-27
Exp09,Exp09-W1_luna,ATM,exp09,,heston,,,0.000483,0.00257622,,,5.333788819875777,8.18402785420362e-12,,,,3.1767581395236508e-09,0.00257622,0.00257373,0.09665323613666787,8.18402785420362e-12,8.18402785420362e-12
Exp09,Exp09-W1_luna,OTM_K110,exp09,,heston,,,0.00048,0.00262551,,,5.469812500000001,3.724947990860447e-12,,,,1.4187521627647379e-09,0.00262551,0.00262273,0.1058841901192542,3.724947990860447e-12,3.724947990860447e-12
Exp09,Exp09-W1_luna,OTM_K125,exp09,,heston,,,0.000471,0.00261221,,,5.546093418259023,2.340886887515971e-12,,,,8.96132733400443e-10,0.00261221,0.00260901,0.12250163654529134,2.340886887515971e-12,2.340886887515971e-12
Exp09,Exp09-W2_ftx,ATM,exp09,,heston,,,0.000206,0.002052,,,9.96116504854369,4.571912234155702e-28,,,,2.2280274045593087e-25,0.002052,0.00205295,0.04629629629628873,4.571912234155702e-28,4.571912234155702e-28
Exp09,Exp09-W2_ftx,OTM_K110,exp09,,heston,,,0.000201,0.00210456,,,10.47044776119403,2.2272431769917808e-30,,,,1.0582939792601688e-27,0.00210456,0.00210743,0.13637054776294288,2.2272431769917808e-30,2.2272431769917808e-30
Exp09,Exp09-W2_ftx,OTM_K125,exp09,,heston,,,0.000191,0.00204582,,,10.71109947643979,1.5830111092030258e-31,,,,7.737782938885268e-29,0.00204582,0.00204954,0.18183417896002751,1.5830111092030258e-31,1.5830111092030258e-31
Exp09,Exp09-W3_etf,ATM,exp09,,heston,,,0.000215,-0.00204558,,,-9.51432558139535,4.046334564374383e-26,,,,1.978086686599587e-23,0.00204558,0.00204875,0.1549682730570323,4.046334564374383e-26,4.046334564374383e-26
Exp09,Exp09-W3_etf,OTM_K110,exp09,,heston,,,0.000212,-0.00209862,,,-9.899150943396226,8.816158099113668e-28,,,,4.2009311352763575e-25,0.00209862,0.00210326,0.2210976737093917,8.816158099113668e-28,8.816158099113668e-28
Exp09,Exp09-W3_etf,OTM_K125,exp09,,heston,,,0.000201,-0.00202922,,,-10.095621890547264,1.1285207541560316e-28,,,,5.56135241204025e-26,0.00202922,0.00203438,0.25428489764540707,1.1285207541560316e-28,1.1285207541560316e-28
Exp09,Exp09-W4_stab,ATM,exp09,,heston,,,0.000356,-0.00276691,,,-7.772219101123596,3.4242449369255587e-19,,,,1.2375700463425116e-16,0.00276691,0.00288205,4.161320751307418,3.4242449369255587e-19,3.4242449369255587e-19
Exp09,Exp09-W4_stab,OTM_K110,exp09,,heston,,,0.000338,-0.00278259,,,-8.232514792899408,7.319363668651656e-21,,,,2.6304139915156943e-18,0.00278259,0.00289157,3.9164950639511975,7.319363668651656e-21,7.319363668651656e-21
Exp09,Exp09-W4_stab,OTM_K125,exp09,,heston,,,0.000284,-0.00243924,,,-8.58887323943662,2.8301961601536892e-22,,,,1.1602778571004448e-19,0.00243924,0.00252537,3.531017858021346,2.8301961601536892e-22,2.8301961601536892e-22
KouAB_stageA,KouA-A,ATM,kou_stageA,A,kou,,,4.1e-05,-0.00031318,,,-7.638536585365853,1.141930944821216e-19,,,,3.6462447947545057e-16,0.00031318,0.00030319,3.1898588671051775,1.141930944821216e-19,1.141930944821216e-19
KouAB_stageA,KouA-A,OTM_K110,kou_stageA,A,kou,,,4e-05,-0.00031756,,,-7.938999999999999,9.966534013193781e-21,,,,3.1384727337176536e-17,0.00031756,0.00031019,2.3208212621236846,9.966534013193781e-21,9.966534013193781e-21
KouAB_stageA,KouA-A,OTM_K125,kou_stageA,A,kou,,,3.7e-05,-0.00029957,,,-8.096486486486487,2.5116983801414133e-21,,,,8.384345495681855e-18,0.00029957,0.00029539,1.3953333110792165,2.5116983801414133e-21,2.5116983801414133e-21
KouAB_stageA,KouA-B,ATM,kou_stageA,B,kou,,,0.000217,-0.00161048,,,-7.421566820276499,3.2712049123655393e-18,,,,2.0311987186214914e-15,0.00161048,0.00153585,4.634022154885498,3.2712049123655393e-18,3.2712049123655393e-18
KouAB_stageA,KouA-B,OTM_K110,kou_stageA,B,kou,,,0.000212,-0.00163157,,,-7.696084905660377,3.744058383864103e-19,,,,2.294758045235021e-16,0.00163157,0.00157201,3.6504716316186236,3.744058383864103e-19,3.744058383864103e-19
KouAB_stageA,KouA-B,OTM_K125,kou_stageA,B,kou,,,0.000196,-0.00154007,,,-7.8575,9.481401197408066e-20,,,,6.156474184555291e-17,0.00154007,0.00149819,2.7193569123481365,9.481401197408066e-20,9.481401197408066e-20
KouAB_stageA,KouA-C,ATM,kou_stageA,C,kou,,,0.000401,-0.00330122,,,-8.232468827930175,8.687003419426691e-21,,,,2.6314524386216888e-18,0.00330122,0.00303714,7.999466863765525,8.687003419426691e-21,8.687003419426691e-21
KouAB_stageA,KouA-C,OTM_K110,kou_stageA,C,kou,,,0.000398,-0.00334138,,,-8.395427135678391,2.1422134346941167e-21,,,,6.411163754778315e-19,0.00334138,0.00311072,6.903135830106133,2.1422134346941167e-21,2.1422134346941167e-21
KouAB_stageA,KouA-C,OTM_K125,kou_stageA,C,kou,,,0.000372,-0.00315625,,,-8.48454301075269,9.248159214461961e-22,,,,2.930109850126562e-19,0.00315625,0.00296759,5.9773465346534715,9.248159214461961e-22,9.248159214461961e-22
KouAB_stageA,KouA-D,ATM,kou_stageA,D,kou,,,0.001313,-0.01042761,,,-7.941820258948972,3.1968926401587334e-19,,,,3.0657961317681935e-17,0.01042761,0.00911637,12.574693529965163,3.1968926401587334e-19,3.1968926401587334e-19
KouAB_stageA,KouA-D,OTM_K110,kou_stageA,D,kou,,,0.00136,-0.01056094,,,-7.765397058823528,1.3816549139947423e-18,,,,1.3082688794697654e-16,0.01056094,0.00933626,11.596316237001625,1.3816549139947423e-18,1.3816549139947423e-18
KouAB_stageA,KouA-D,OTM_K125,kou_stageA,D,kou,,,0.001327,-0.01002126,,,-7.551816126601357,7.2984986331509e-18,,,,7.283014943381271e-16,0.01002126,0.00895767,10.613336047562893,7.2984986331509e-18,7.2984986331509e-18
KouAB_stageB,KouB-A,ATM,kou_stageB,A,kou,,,5.7e-05,-0.00032967,,,-5.7836842105263155,6.825015453731665e-14,,,,2.070256757888696e-10,0.00032967,0.00031581,4.20420420420421,6.825015453731665e-14,6.825015453731665e-14
KouAB_stageB,KouB-A,OTM_K110,kou_stageB,A,kou,,,5.4e-05,-0.00033442,,,-6.192962962962963,4.909427128400961e-15,,,,1.4680423205552783e-11,0.00033442,0.00032108,3.988995873452539,4.909427128400961e-15,4.909427128400961e-15
KouAB_stageB,KouB-A,OTM_K125,kou_stageB,A,kou,,,5e-05,-0.0003157,,,-6.313999999999999,2.056742397266119e-15,,,,6.5148634693256855e-12,0.0003157,0.00030345,3.880266075388028,2.056742397266119e-15,2.056742397266119e-15
KouAB_stageB,KouB-B,ATM,kou_stageB,B,kou,,,0.000289,-0.0016532,,,-5.720415224913496,5.081693542383569e-13,,,,3.0738528565107484e-10,0.0016532,0.00159303,3.6396080329058833,5.081693542383569e-13,5.081693542383569e-13
KouAB_stageB,KouB-B,OTM_K110,kou_stageB,B,kou,,,0.000277,-0.00167748,,,-6.055884476534296,6.079072866482305e-14,,,,3.623931651335518e-11,0.00167748,0.0016195,3.4563750387486047,6.079072866482305e-14,6.079072866482305e-14
KouAB_stageB,KouB-B,OTM_K125,kou_stageB,B,kou,,,0.000254,-0.0015853,,,-6.241338582677166,1.6847778312229996e-14,,,,1.0627501616242979e-11,0.0015853,0.00153184,3.3722323850375324,1.6847778312229996e-14,1.6847778312229996e-14
KouAB_stageB,KouB-C,ATM,kou_stageB,C,kou,,,0.00054,-0.0033184,,,-6.145185185185185,6.688238408451895e-14,,,,2.0155009668671332e-11,0.0033184,0.00318857,3.912427675988428,6.688238408451895e-14,6.688238408451895e-14
KouAB_stageB,KouB-C,OTM_K110,kou_stageB,C,kou,,,0.000521,-0.00336719,,,-6.462936660268714,7.922405327307776e-15,,,,2.3528239651780198e-12,0.00336719,0.0032437,3.667449713262394,7.922405327307776e-15,7.922405327307776e-15
KouAB_stageB,KouB-C,OTM_K125,kou_stageB,C,kou,,,0.000482,-0.00318502,,,-6.60792531120332,2.7255014524317797e-15,,,,8.55725066854142e-13,0.00318502,0.00307333,3.506728372192336,2.7255014524317797e-15,2.7255014524317797e-15
KouAB_stageB,KouB-D,ATM,kou_stageB,D,kou,,,0.001524,-0.00991983,,,-6.509074803149606,1.6952849506299914e-14,,,,1.7089858905142442e-12,0.00991983,0.00977775,1.432282609681812,1.6952849506299914e-14,1.6952849506299914e-14
KouAB_stageB,KouB-D,OTM_K110,kou_stageB,D,kou,,,0.001483,-0.01008659,,,-6.801476736345246,2.169387067865645e-15,,,,2.150763605802997e-13,0.01008659,0.00995281,1.3263154346513595,2.169387067865645e-15,2.169387067865645e-15
KouAB_stageB,KouB-D,OTM_K125,kou_stageB,D,kou,,,0.001374,-0.00959326,,,-6.9819941775836964,5.513082705425479e-16,,,,5.746829237845612e-14,0.00959326,0.00947585,1.223880099152952,5.513082705425479e-16,5.513082705425479e-16
KouBTC,KouBTC-Luna_pre,ATM,kou_btc,,kou,,Luna_pre,0.000784,-0.00386043,,,-4.924017857142857,1.256444150632867e-10,,,,3.2546740923494714e-08,0.00386043,0.00406065,5.186468864867377,1.256444150632867e-10,1.256444150632867e-10
KouBTC,KouBTC-Luna_pre,OTM_K110,kou_btc,,kou,,Luna_pre,0.000782,-0.00398588,,,-5.097033248081841,4.9477047702094194e-11,,,,1.2413080098270444e-08,0.00398588,0.00418456,4.984595622547605,4.9477047702094194e-11,4.9477047702094194e-11
KouBTC,KouBTC-Luna_pre,OTM_K125,kou_btc,,kou,,Luna_pre,0.000777,-0.00411433,,,-5.295148005148005,1.6383075658680707e-11,,,,3.9819546946114445e-09,0.00411433,0.00430947,4.742935058685127,1.6383075658680707e-11,1.6383075658680707e-11
KouBTC,KouBTC-Luna_post,ATM,kou_btc,,kou,,Luna_post,0.002546,-0.01378255,,,-5.4134131971720345,2.7370216474054818e-11,,,,1.9858601255975723e-09,0.01378255,0.01329223,3.5575419642954187,2.7370216474054818e-11,2.7370216474054818e-11
KouBTC,KouBTC-Luna_post,OTM_K110,kou_btc,,kou,,Luna_post,0.002559,-0.01392602,,,-5.441977334896444,2.3332890174654397e-11,,,,1.6754887738675083e-09,0.01392602,0.01343248,3.5440132931017,2.3332890174654397e-11,2.3332890174654397e-11
KouBTC,KouBTC-Luna_post,OTM_K125,kou_btc,,kou,,Luna_post,0.002573,-0.01408726,,,-5.475033035367275,1.9370953906900055e-11,,,,1.3750689564116835e-09,0.01408726,0.01358981,3.531204790711606,1.9370953906900055e-11,1.9370953906900055e-11
KouBTC,KouBTC-FTX_pre,ATM,kou_btc,,kou,,FTX_pre,0.000395,-0.00293601,,,-7.43293670886076,5.456385601465867e-18,,,,1.8584356325304976e-15,0.00293601,0.00295606,0.6828995814046834,5.456385601465867e-18,5.456385601465867e-18
KouBTC,KouBTC-FTX_pre,OTM_K110,kou_btc,,kou,,FTX_pre,0.000397,-0.0030436,,,-7.6664987405541565,8.865185723132703e-19,,,,2.91273022839161e-16,0.0030436,0.0030655,0.7195426468655564,8.865185723132703e-19,8.865185723132703e-19
KouBTC,KouBTC-FTX_pre,OTM_K125,kou_btc,,kou,,FTX_pre,0.000391,-0.00310397,,,-7.9385421994884915,9.77883778111935e-20,,,,3.150429218426515e-17,0.00310397,0.00312789,0.770626004761632,9.77883778111935e-20,9.77883778111935e-20
KouBTC,KouBTC-FTX_post,ATM,kou_btc,,kou,,FTX_post,0.000779,-0.00451417,,,-5.794826700898588,8.713743476631635e-13,,,,1.9303091103417985e-10,0.00451417,0.00445297,1.3557309538630546,8.713743476631635e-13,8.713743476631635e-13
KouBTC,KouBTC-FTX_post,OTM_K110,kou_btc,,kou,,FTX_post,0.000778,-0.00466089,,,-5.9908611825192795,2.57722842205377e-13,,,,5.529477035617167e-11,0.00466089,0.0045948,1.4179695294246453,2.57722842205377e-13,2.57722842205377e-13
KouBTC,KouBTC-FTX_post,OTM_K125,kou_btc,,kou,,FTX_post,0.000772,-0.00480799,,,-6.227966321243523,5.5882265653132306e-14,,,,1.1622791572597345e-11,0.00480799,0.00473621,1.4929315576779345,5.5882265653132306e-14,5.5882265653132306e-14
KouBTC,KouBTC-ETF_pre,ATM,kou_btc,,kou,,ETF_pre,0.000329,-0.00319532,,,-9.712218844984804,8.877208895233599e-27,,,,2.7781908839282445e-24,0.00319532,0.00325369,1.8267340986192204,8.877208895233599e-27,8.877208895233599e-27
KouBTC,KouBTC-ETF_pre,OTM_K110,kou_btc,,kou,,ETF_pre,0.00033,-0.00330538,,,-10.01630303030303,4.1772789082104215e-28,,,,1.2637817461866476e-25,0.00330538,0.00336385,1.7689342828963506,4.1772789082104215e-28,4.1772789082104215e-28
KouBTC,KouBTC-ETF_pre,OTM_K125,kou_btc,,kou,,ETF_pre,0.000325,-0.00335836,,,-10.333415384615385,1.5368914553159544e-29,,,,4.576315389999746e-27,0.00335836,0.00341573,1.7082742767303039,1.5368914553159544e-29,1.5368914553159544e-29
KouBTC,KouBTC-ETF_post,ATM,kou_btc,,kou,,ETF_post,0.000615,-0.00379939,,,-6.177869918699187,6.166435139967031e-14,,,,1.6230066247389792e-11,0.00379939,0.00374187,1.5139272356878397,6.166435139967031e-14,6.166435139967031e-14
KouBTC,KouBTC-ETF_post,OTM_K110,kou_btc,,kou,,ETF_post,0.000615,-0.00394187,,,-6.409544715447155,1.3393445947741412e-14,,,,3.397739130854496e-12,0.00394187,0.00388547,1.4307929992617763,1.3393445947741412e-14,1.3393445947741412e-14
KouBTC,KouBTC-ETF_post,OTM_K125,kou_btc,,kou,,ETF_post,0.000612,-0.00408277,,,-6.671192810457517,2.2332139545773847e-15,,,,5.46985001500791e-13,0.00408277,0.00402764,1.3503087364705957,2.2332139545773847e-15,2.2332139545773847e-15
