block,config_id,payoff,n_seeds,lil_p,lil_rej,ks_std_p,skew,kurt
Exp05_diag,Exp05dg-vkappa_s1,OTM_K110,50,0.8690984272663831,0,0.9773971665152876,-0.04110563170793815,2.657904854020537
Exp05_diag,Exp05dg-vkappa_s1,OTM_K125,50,0.8476608198315483,0,0.9727173092476239,-0.06371273929703221,2.56110536720722
Exp05_diag,Exp05dg-vkappa_s2,ATM,50,0.9204292776762452,0,0.9878393111140211,-0.1484950670892155,2.7660185119001723
Exp05_diag,Exp05dg-vkappa_s2,OTM_K110,50,0.9855466941351966,0,0.9986435174383189,-0.17019878161458174,2.7387901828599674
Exp05_diag,Exp05dg-vkappa_s2,OTM_K125,50,0.920175490236828,0,0.9877874483640554,-0.21148694342969193,2.651314136494637
Exp05_diag,Exp05dg-vkappa_s4,ATM,50,0.72647528696144,0,0.9363950241016119,-0.03692974121562851,2.778294432643836
Exp05_diag,Exp05dg-vkappa_s4,OTM_K110,50,0.922727240222478,0,0.9883017291229758,-0.09008821410056154,2.7541289443217085
Exp05_diag,Exp05dg-vkappa_s4,OTM_K125,50,0.99,0,0.9999609528403859,-0.17551239957434164,2.648112321614184
Exp05_diag,Exp05dg-vkappa_s8,ATM,50,0.6443969693239991,0,0.9074391903118075,-0.09082970677807109,2.738060938455732
Exp05_diag,Exp05dg-vkappa_s8,OTM_K110,50,0.7090169254924336,0,0.9307297439877696,-0.1916029111154158,2.7635804547125797
Exp05_diag,Exp05dg-vkappa_s8,OTM_K125,50,0.5233384595166642,0,0.8547887069508628,-0.35090542232993127,2.7876947850631697
Exp05_diag,Exp05dg-vkappa_s16,ATM,50,0.7962369003931355,0,0.9590147878907783,0.10009584289884522,2.723049625371962
Exp05_diag,Exp05dg-vkappa_s16,OTM_K110,50,0.9689205369475999,0,0.9968143657095273,0.02631182533551466,2.721337337527951
Exp05_diag,Exp05dg-vkappa_s16,OTM_K125,50,0.8582502436493203,0,0.9751025549597483,-0.10636287820050785,2.7505802942062494
Exp05_diag,Exp05dg-vomega_s1,ATM,50,0.44959129997032315,0,0.8125300873614795,-0.06091996865521973,2.1623953415714015
Exp05_diag,Exp05dg-vomega_s1,OTM_K110,50,0.5265369903395889,0,0.8563148229053018,-0.08803007545786073,2.288661703204187
Exp05_diag,Exp05dg-vomega_s1,OTM_K125,50,0.9577926403005417,0,0.9947841440328817,-0.10430077907243282,2.4002458128561113
Exp05_diag,Exp05dg-vomega_s2,ATM,50,0.4981219984462767,0,0.84234171224567,-0.04892242213055666,1.9778864661877529
Exp05_diag,Exp05dg-vomega_s2,OTM_K110,50,0.6064751161229218,0,0.8921415805754973,-0.04947208242743951,2.0184710909374886
Exp05_diag,Exp05dg-vomega_s2,OTM_K125,50,0.6230858414175717,0,0.8989849808302773,-0.04846270063001692,2.04306436165552
Exp05_diag,Exp05dg-vomega_s4,ATM,50,0.23195600171996136,0,0.6541133568568627,-0.2045188489131277,2.1517860406079152
Exp05_diag,Exp05dg-vomega_s4,OTM_K110,50,0.6796419154967157,0,0.920589066849073,-0.2078417794902917,2.2045770197070604
Exp05_diag,Exp05dg-vomega_s4,OTM_K125,50,0.8029236703996144,0,0.9609996468257544,-0.19546173487524854,2.227987330204299
Exp05_diag,Exp05dg-vomega_s8,ATM,50,0.6300365051571454,0,0.9017830584914097,-0.025598196628333538,2.121813187694008
Exp05_diag,Exp05dg-vomega_s8,OTM_K110,50,0.7452865415540348,0,0.9421933615153948,-0.004950137594279105,2.059791857330858
Exp05_diag,Exp05dg-vomega_s8,OTM_K125,50,0.8151485974505527,0,0.9644698869751456,0.02550543130241426,2.0523463462349554
Exp05_diag,Exp05dg-vomega_s16,ATM,50,0.7206347692738462,0,0.9345300589312446,0.2395978363232343,2.3947893839893317
Exp05_diag,Exp05dg-vomega_s16,OTM_K110,50,0.6146580997135082,0,0.8955402143712181,0.24620170472980046,2.3001847006171467
Exp05_diag,Exp05dg-vomega_s16,OTM_K125,50,0.7411054141298251,0,0.9409321503578074,0.27420324881513597,2.2000008994322986
Exp05_diag,Exp05dg-vxi_s1,ATM,50,0.6619978434676475,0,0.914137853704583,0.1768371566254301,2.6608141283645597
Exp05_diag,Exp05dg-vxi_s1,OTM_K110,50,0.6335781934923594,0,0.9031937310346688,0.11643455193338653,2.7168692051750485
Exp05_diag,Exp05dg-vxi_s1,OTM_K125,50,0.9015832386749927,0,0.9835412719838417,0.0018178723498609398,2.796328849641024
Exp05_diag,Exp05dg-vxi_s2,ATM,50,0.4813239502107139,0,0.8322356799495849,0.13402597015896345,2.6401063255632047
Exp05_diag,Exp05dg-vxi_s2,OTM_K110,50,0.4992690812510476,0,0.8430230475034838,0.06706097639447059,2.734398577891228
Exp05_diag,Exp05dg-vxi_s2,OTM_K125,50,0.6923928301570244,0,0.9250837876085475,-0.052211879792702955,2.837821847119885
Exp05_diag,Exp05dg-vxi_s4,ATM,50,0.32106581623610364,0,0.7265049607796716,0.28371821089812943,2.398613653948055
Exp05_diag,Exp05dg-vxi_s4,OTM_K110,50,0.45077289514053454,0,0.8132773117114509,0.253918524569596,2.4070556273609336
Exp05_diag,Exp05dg-vxi_s4,OTM_K125,50,0.8702817347093494,0,0.9776384770918438,0.16815152584136722,2.394624627353644
Exp05_diag,Exp05dg-vxi_s8,ATM,50,0.8403952554161793,0,0.9709962622840732,0.1535819671295743,2.983816785877647
Exp05_diag,Exp05dg-vxi_s8,OTM_K110,50,0.9164908315612276,0,0.9870164745507077,0.1821856674612291,3.066021381859559
Exp05_diag,Exp05dg-vxi_s8,OTM_K125,50,0.7538852371902248,0,0.9450059823182357,0.15195267159913814,3.05433290354127
Exp05_diag,Exp05dg-vxi_s16,ATM,50,0.49178745440306004,0,0.8385587057281971,0.3276076868198822,3.502926057469631
Exp05_diag,Exp05dg-vxi_s16,OTM_K110,50,0.677069182226896,0,0.9196650574053354,0.2879811943559784,3.4320057769668892
Exp05_diag,Exp05dg-vxi_s16,OTM_K125,50,0.2976746022179476,0,0.7101294094064329,0.1381110275790193,3.163997890945235
Exp05_diag,Exp05dg-kappaxi_s1,ATM,50,0.004270607954357511,1,0.16260374706045921,-0.14598908163815605,2.1162018252054837
Exp05_diag,Exp05dg-kappaxi_s1,OTM_K110,50,0.03410986931605733,1,0.3340366305298168,-0.09062864413750693,2.107225732803198
Exp05_diag,Exp05dg-kappaxi_s1,OTM_K125,50,0.17346048128579558,0,0.582131805953785,-0.015432599375246969,2.1749747720066464
Exp05_diag,Exp05dg-kappaxi_s2,ATM,50,0.01039353099584833,1,0.2229819623606486,-0.020514692137953847,1.8110155118872944
Exp05_diag,Exp05dg-kappaxi_s2,OTM_K110,50,0.01623437568192232,1,0.253529447328667,0.03463098470482874,1.8185472217165002
Exp05_diag,Exp05dg-kappaxi_s2,OTM_K125,50,0.053820660971926705,0,0.3977361937578522,0.12080357342936626,1.888443653508913
Exp05_diag,Exp05dg-kappaxi_s4,ATM,50,0.17742508769321214,0,0.5869647674813379,0.1012151228078025,2.2761217068324955
Exp05_diag,Exp05dg-kappaxi_s4,OTM_K110,50,0.23921395260112474,0,0.6630885333754106,0.13577141337580148,2.308240897029093
Exp05_diag,Exp05dg-kappaxi_s4,OTM_K125,50,0.0495015122830518,1,0.3872248316310497,0.19767858379064815,2.3303799722509777
Exp05_diag,Exp05dg-kappaxi_s8,ATM,50,0.5094002346629304,0,0.8480618486363316,0.15259153899882527,3.2053881347224107
Exp05_diag,Exp05dg-kappaxi_s8,OTM_K110,50,0.2221499914549185,0,0.6419860439793728,0.2207837129087646,3.437184386067475
Exp05_diag,Exp05dg-kappaxi_s8,OTM_K125,50,0.176380715316536,0,0.5856907037710981,0.32710958636225457,3.629535842551882
Exp05_diag,Exp05dg-kappaxi_s16,ATM,50,0.7193589441581612,0,0.9341186065815829,0.22233713557574553,2.9538576827365426
Exp05_diag,Exp05dg-kappaxi_s16,OTM_K110,50,0.9619605613922949,0,0.9956349169895192,0.24790153446627117,3.1729463582268136
Exp05_diag,Exp05dg-kappaxi_s16,OTM_K125,50,0.9516318245865711,0,0.9933041195456352,0.27192063955321194,3.3496180452437776
Exp05_diag,Exp05dg-vrho_s1,ATM,50,0.29765105606379616,0,0.7101128572303205,-0.207173013006016,1.9932183647334636
Exp05_diag,Exp05dg-vrho_s1,OTM_K110,50,0.16830040061234364,0,0.5758567493320259,-0.2425570669074706,2.0508646945465494
Exp05_diag,Exp05dg-vrho_s1,OTM_K125,50,0.2798556768449234,0,0.6975704971348056,-0.2749525925345381,2.110212145655104
Exp05_diag,Exp05dg-vrho_s2,ATM,50,0.23297454986038862,0,0.6553730887208203,-0.2021943945572846,1.9169923949956797
Exp05_diag,Exp05dg-vrho_s2,OTM_K110,50,0.23023024700768788,0,0.6519789053959195,-0.21844377432774545,1.942799104869769
Exp05_diag,Exp05dg-vrho_s2,OTM_K125,50,0.15327530430988068,0,0.5576946293681637,-0.23740973133038176,1.9642761946442298
Exp05_diag,Exp05dg-vrho_s4,ATM,50,0.3852190734169408,0,0.7704721641482853,-0.09660770726567909,1.9565983328776793
Exp05_diag,Exp05dg-vrho_s4,OTM_K110,50,0.3929751029668719,0,0.775666044667559,-0.09716298333147536,1.969723388419235
Exp05_diag,Exp05dg-vrho_s4,OTM_K125,50,0.5810474378049898,0,0.8812501132126371,-0.08762067514001495,1.9776794466364058
Exp05_diag,Exp05dg-vrho_s8,ATM,50,0.5048705946370391,0,0.845849506366015,-0.19955547160451584,2.6157260099778687
Exp05_diag,Exp05dg-vrho_s8,OTM_K110,50,0.24660857810244183,0,0.6722260697485785,-0.194994699266505,2.600825546415956
Exp05_diag,Exp05dg-vrho_s8,OTM_K125,50,0.5921977855702752,0,0.8860868752475554,-0.16382974697851058,2.565971283111824
Exp05_diag,Exp05dg-vrho_s16,ATM,50,0.5684032132914062,0,0.8756534956773145,-0.06873939772247384,2.654385706971241
Exp05_diag,Exp05dg-vrho_s16,OTM_K110,50,0.5985946559543494,0,0.888819093444926,-0.11228026485221564,2.747671966101097
Exp05_diag,Exp05dg-vrho_s16,OTM_K125,50,0.4483999917611603,0,0.811775717417173,-0.15923256076993555,2.8577415410614173
Exp05_diag,Exp05dg-all5_s1,ATM,50,0.9460427677187035,0,0.9923018472621525,-0.17045598945073995,2.4671135138546894
Exp05_diag,Exp05dg-all5_s1,OTM_K110,50,0.99,0,0.9995208491261057,-0.2164882129185948,2.589454987238511
Exp05_diag,Exp05dg-all5_s1,OTM_K125,50,0.7065942017300879,0,0.9299221214695759,-0.24074297262525554,2.621696580130016
Exp05_diag,Exp05dg-all5_s2,ATM,50,0.624744500630838,0,0.8996562406774689,-0.18476100720661962,2.423331814477834
Exp05_diag,Exp05dg-all5_s2,OTM_K110,50,0.7360901201441105,0,0.9393985037293675,-0.2571679978981856,2.584173699712861
Exp05_diag,Exp05dg-all5_s2,OTM_K125,50,0.22890734790330505,0,0.650342705722734,-0.3102213198488489,2.6494978329313845
Exp05_diag,Exp05dg-all5_s4,ATM,50,0.8570913362816156,0,0.9748485644975428,-0.35004691216185946,3.2367834636916304
Exp05_diag,Exp05dg-all5_s4,OTM_K110,50,0.7562870333352525,0,0.9458670216183969,-0.4407601764513903,3.4213659505589007
Exp05_diag,Exp05dg-all5_s4,OTM_K125,50,0.7322479340194209,0,0.9382082538852821,-0.5133823002677078,3.521648897940804
Exp05_diag,Exp05dg-all5_s8,ATM,50,0.45270154684972663,0,0.8144948211317501,0.2904926423131512,2.5687258231615857
Exp05_diag,Exp05dg-all5_s8,OTM_K110,50,0.709773844794537,0,0.9309809978905673,0.2375539495697812,2.5228609851798334
Exp05_diag,Exp05dg-all5_s8,OTM_K125,50,0.5162142280381972,0,0.8513658136569523,0.17094333401788195,2.5051124745144886
Exp05_diag,Exp05dg-all5_s16,ATM,50,0.4497632060460345,0,0.8126388601013421,-0.7005725425897451,3.497384083046361
Exp05_diag,Exp05dg-all5_s16,OTM_K110,50,0.7034794210612474,0,0.928876160776432,-0.6786221326380394,3.323076008780033
Exp05_diag,Exp05dg-all5_s16,OTM_K125,50,0.8038201138040106,0,0.9612610678013146,-0.6726689413242076,3.1955524733617495
Exp06,Exp06-G1,ATM,50,0.5183209950741345,0,0.8523814080902532,0.10766341481526731,2.036510603879031
Exp06,Exp06-G1,OTM_K110,50,0.6308118162238677,0,0.9020927425852494,0.122389518112795,2.0567458153510336
Exp06,Exp06-G1,OTM_K125,50,0.40272010070089326,0,0.7821471434842899,0.11615428682476411,2.135193554155728
Exp06,Exp06-G2,ATM,50,0.18881133529248334,0,0.6008954731501378,-0.39858250313751903,2.4182399337839886
Exp06,Exp06-G2,OTM_K110,50,0.18308738725685095,0,0.5938835593414875,-0.42445790085712365,2.4204869526346604
Exp06,Exp06-G2,OTM_K125,50,0.22501299093026697,0,0.6455263125196087,-0.39309521550848237,2.4699650063559604
Exp06,Exp06-G3,ATM,50,0.7810738776558955,0,0.9542851941080837,-0.1329370638402032,2.400372556524053
Exp06,Exp06-G3,OTM_K110,50,0.6274372438046905,0,0.9007412680135333,-0.1972349677618999,2.5164344231474187
Exp06,Exp06-G3,OTM_K125,50,0.7852606649485145,0,0.9556229254388076,-0.2528504936144645,2.5721873085388958
Exp06,Exp06-H1,ATM,50,0.4784280798108582,0,0.8304698075998113,0.10442410151778381,2.0591955540793347
Exp06,Exp06-H1,OTM_K110,50,0.5863752871423471,0,0.8835728873861103,0.1171311557936834,2.0769946545414943
Exp06,Exp06-H1,OTM_K125,50,0.3270193902641881,0,0.7306487364060157,0.10669283698829742,2.153993176942884
Exp06,Exp06-H2,ATM,50,0.8852754660305968,0,0.9805460713621346,0.0020125314777686403,2.1312610343267826
Exp06,Exp06-H2,OTM_K110,50,0.7994413776626892,0,0.9599736637315197,0.01753435583553033,2.1262979515446263
Exp06,Exp06-H2,OTM_K125,50,0.6811226903453209,0,0.921118297770225,0.021548596351935404,2.1582397182813353
Exp06,Exp06-H3,ATM,50,0.9660270389522719,0,0.996358557159623,-0.46090360054098073,3.7211065183642473
Exp06,Exp06-H3,OTM_K110,50,0.9593932968132366,0,0.9951245376254602,-0.35111421977311547,3.2820897740192487
Exp06,Exp06-H3,OTM_K125,50,0.6387015183778497,0,0.9052162217642323,-0.24358570197922888,2.6770129593548972
Exp06,Exp06-H4,ATM,50,0.17126853091503189,0,0.5794640572578982,-0.4430853546907725,2.533005963915509
Exp06,Exp06-H4,OTM_K110,50,0.16645625705436826,0,0.5736185309063546,-0.4705394253785214,2.5393146063599294
Exp06,Exp06-H4,OTM_K125,50,0.4511821733069162,0,0.8135359014593075,-0.43729690302627805,2.599353924491939
Exp06,Exp06-H5,ATM,50,0.6844909952765287,0,0.9223150517796445,-0.10041304237452274,2.4409172076869514
Exp06,Exp06-H5,OTM_K110,50,0.9204401128972094,0,0.9878415218183562,-0.16803784676245215,2.5725574275931358
Exp06,Exp06-H5,OTM_K125,50,0.9218639087611014,0,0.988129513219874,-0.221575588514181,2.6510867354130503
Exp09,Exp09-W1_luna,ATM,50,0.4180080434724528,0,0.7922074793467209,0.9970854644132476,5.523968730882939
Exp09,Exp09-W1_luna,OTM_K110,50,0.4736186931225032,0,0.8275222128349023,0.9837079355703391,5.471019874171983
Exp09,Exp09-W1_luna,OTM_K125,50,0.4239303225008643,0,0.7960673452574858,0.9987172085635206,5.5126732748443334
Exp09,Exp09-W2_ftx,ATM,50,0.4443265635389659,0,0.8091887738229468,-0.2555370834087708,3.0316014546190946
Exp09,Exp09-W2_ftx,OTM_K110,50,0.483081129446166,0,0.8333038647434929,-0.2820865571601096,3.0325070033636776
Exp09,Exp09-W2_ftx,OTM_K125,50,0.8169980706209546,0,0.9649771347880765,-0.2528294645194469,2.9596242426200865
Exp09,Exp09-W3_etf,ATM,50,0.22733798118871756,0,0.6484017031449965,-0.8563934967837707,4.661340754651141
Exp09,Exp09-W3_etf,OTM_K110,50,0.5067275933482184,0,0.8467580240570358,-0.8093016837977054,4.556540524086661
Exp09,Exp09-W3_etf,OTM_K125,50,0.9515112473972754,0,0.9932723306198685,-0.817941159256873,4.6066981639510916
Exp09,Exp09-W4_stab,ATM,50,0.4810178552710765,0,0.8320493478684724,-0.10158102050434091,2.421342032536614
Exp09,Exp09-W4_stab,OTM_K110,50,0.6306225088124275,0,0.9020171722615058,-0.13257991424115448,2.462053244770672
Exp09,Exp09-W4_stab,OTM_K125,50,0.5706193835409188,0,0.8766428824965032,-0.18987716431161575,2.5253772088564137
KouAB_stageA,KouA-A,ATM,6,0.6340013087545696,0,0.9295956548196499,0.1453992814162566,1.5796133656779816
KouAB_stageA,KouA-A,OTM_K110,6,0.47475336064916757,0,0.869852162315223,0.22048331577796407,1.5320246833682585
KouAB_stageA,KouA-A,OTM_K125,6,0.28022510711484416,0,0.7542562155041228,0.29641718600304,1.5574312074009495
KouAB_stageA,KouA-B,ATM,6,0.8100103989012734,0,0.9729189353088585,0.14346903711871145,1.7488620762209879
KouAB_stageA,KouA-B,OTM_K110,6,0.5490864345163827,0,0.9012444275215564,0.2187265455628787,1.696223275758158
KouAB_stageA,KouA-B,OTM_K125,6,0.36586741098244513,0,0.8085975612485421,0.29696218348632636,1.7095422790987973
KouAB_stageA,KouA-C,ATM,6,0.22228594963201087,0,0.7039295363595215,0.43759700674616425,1.6433106510467772
KouAB_stageA,KouA-C,OTM_K110,6,0.18670572903802662,0,0.6643334702253891,0.4521660615976609,1.6216262730190503
KouAB_stageA,KouA-C,OTM_K125,6,0.2842074673509422,0,0.756869937407608,0.49074455476994455,1.6534789473052245
KouAB_stageA,KouA-D,ATM,6,0.5815992570669184,0,0.9127241569116139,-0.5583522326633293,2.597228941668186
KouAB_stageA,KouA-D,OTM_K110,6,0.669630135347986,0,0.9399080569999472,-0.6549627565368236,2.7291882427871905
KouAB_stageA,KouA-D,OTM_K125,6,0.4266192979300066,0,0.8440598184503718,-0.7079615952591538,2.8238083586907248
KouAB_stageB,KouB-A,ATM,50,0.0019264040023574199,1,0.1186552291315528,-0.555650909802993,5.060229091467612
KouAB_stageB,KouB-A,OTM_K110,50,0.013881765869595079,1,0.2408732434712032,-0.5207606174146594,4.865612468598562
KouAB_stageB,KouB-A,OTM_K125,50,0.04722233818266827,1,0.3790314200370132,-0.50857527777051,4.560325558593605
KouAB_stageB,KouB-B,ATM,50,0.021298205363804387,1,0.28241312122083373,-0.5621672613749304,4.845099248710365
KouAB_stageB,KouB-B,OTM_K110,50,0.07615525313179727,0,0.4501676595242915,-0.5391007167559068,4.611030142843919
KouAB_stageB,KouB-B,OTM_K125,50,0.1902170960377367,0,0.602620063509898,-0.5276345400521267,4.27467572127242
KouAB_stageB,KouB-C,ATM,50,0.2521568683383653,0,0.677945129077997,-0.21521220133176389,3.2079612218835734
KouAB_stageB,KouB-C,OTM_K110,50,0.3475881814499033,0,0.7448756423994651,-0.24555196772277965,3.169023464884698
KouAB_stageB,KouB-C,OTM_K125,50,0.38490280330872473,0,0.7702597271663161,-0.2999233890524671,3.1049434613463376
KouAB_stageB,KouB-D,ATM,50,0.8464250698559632,0,0.9724294728763999,-0.04136668495516326,2.312195491441705
KouAB_stageB,KouB-D,OTM_K110,50,0.8991501715999677,0,0.9829948444213159,-0.056644084563743854,2.286452293102448
KouAB_stageB,KouB-D,OTM_K125,50,0.9534504119887087,0,0.9937700920677771,-0.07033171877649538,2.25774819380872
KouBTC,KouBTC-Luna_pre,ATM,50,0.9427384664896468,0,0.9918076076008868,0.06349584379755871,2.6218436740303614
KouBTC,KouBTC-Luna_pre,OTM_K110,50,0.9572217371692772,0,0.9946584852846322,0.06586048703286798,2.6361246206882503
KouBTC,KouBTC-Luna_pre,OTM_K125,50,0.9585856289730416,0,0.9949549569313823,0.06907406532583558,2.6529293166804604
KouBTC,KouBTC-Luna_post,ATM,50,0.013527750225339792,1,0.2390101345635648,-0.4142298762508031,2.690378881752651
KouBTC,KouBTC-Luna_post,OTM_K110,50,0.00920049388245893,1,0.21279577643144076,-0.4142750828766468,2.690590503426547
KouBTC,KouBTC-Luna_post,OTM_K125,50,0.004877406544837134,1,0.1714977691008408,-0.413777617626037,2.6913905748324494
KouBTC,KouBTC-FTX_pre,ATM,50,0.018735508691183626,1,0.26751349675926883,-0.5408217455888219,2.751991725983494
KouBTC,KouBTC-FTX_pre,OTM_K110,50,0.034227905910727406,1,0.3344251565982743,-0.5330446923275959,2.762958485314848
KouBTC,KouBTC-FTX_pre,OTM_K125,50,0.15065646045760622,0,0.5545472926228476,-0.52184172098946,2.7685368880695327
KouBTC,KouBTC-FTX_post,ATM,50,0.38547089791184463,0,0.7706412778200188,-0.1388137493613743,2.5864843172920433
KouBTC,KouBTC-FTX_post,OTM_K110,50,0.43660170107493224,0,0.8042515239304389,-0.13126687071756102,2.5883556936181034
KouBTC,KouBTC-FTX_post,OTM_K125,50,0.4419751480607077,0,0.8076901986145324,-0.11745924694694715,2.590751213597493
KouBTC,KouBTC-ETF_pre,ATM,50,0.3014887857261169,0,0.7128089878442072,0.34197398867478085,2.1223364581676893
KouBTC,KouBTC-ETF_pre,OTM_K110,50,0.45526562086966743,0,0.81610930490056,0.34709214293443447,2.142909623121773
KouBTC,KouBTC-ETF_pre,OTM_K125,50,0.4047755534831133,0,0.7835075439431626,0.35218535537708573,2.168361893553832
KouBTC,KouBTC-ETF_post,ATM,50,0.9298210892473928,0,0.9896492200229354,0.2955486913377592,3.0044385241542773
KouBTC,KouBTC-ETF_post,OTM_K110,50,0.851548144977646,0,0.9736097847422857,0.2554621988520365,2.9241750645058495
KouBTC,KouBTC-ETF_post,OTM_K125,50,0.7703703664664169,0,0.9507547165788165,0.20272589285388679,2.8338903046898896
