model,block,exp,config_id,payoff,sigma_delta,mu_delta,Delta,b_Delta,J_hat,S_hat,empirical_mr,theory_mr,corrected,ratio_corrected,ratio_b5_raw
heston,Exp03,exp03,Exp03-AB3-B,OTM_K125,0.001523,-0.00247654,-0.0015206192801209475,-0.0009559207198790527,6.655301509020221e-05,0.0009559207198790527,0.00218992,0.00254312,0.0011674462650307453,0.7677439581970108,0.8611
heston,Exp03,exp03,Exp03-AB3-C,ATM,0.001749,-0.00404795,-0.003265751445223251,-0.0007821985547767489,1.2276868218702433e-05,0.0007821985547767489,0.00410731,0.00406021,0.0033128345770045494,1.014417242883002,1.0116
heston,Exp03,exp03,Exp03-AB3-C,OTM_K110,0.001729,-0.00427227,-0.0033373114491413924,-0.0009349585508586075,7.580336382906724e-06,0.0009349585508586075,0.00414065,0.00427987,0.0031981111127584857,0.9582896776329582,0.9675
heston,Exp03,exp03,Exp03-AB3-C,OTM_K125,0.001459,-0.00404185,-0.003031986083021648,-0.0010098639169783515,2.4528638534743426e-06,0.0010098639169783515,0.00378004,0.0040443,0.002767723219168174,0.9128416633132722,0.9347
heston,Exp03,exp03,Exp03-AB3-D,ATM,0.001791,-0.01092224,-0.00958505996244208,-0.001337180037557919,2.996242227706418e-13,0.001337180037557919,0.01065795,0.01092224,0.009320769962142456,0.9724268808609217,0.9758
heston,Exp03,exp03,Exp03-AB3-D,OTM_K110,0.001823,-0.01127062,-0.00981131944748165,-0.0014593005525183507,1.774316417076362e-13,0.0014593005525183507,0.01084548,0.01127062,0.009386179447304218,0.9566684172854492,0.9623
heston,Exp03,exp03,Exp03-AB3-D,OTM_K125,0.001587,-0.01046303,-0.008985120435511028,-0.0014779095644889724,9.947682226086447e-15,0.0014779095644889724,0.00994468,0.01046303,0.00846677043550108,0.9423101778400963,0.9505
heston,Exp03,exp03,Exp03-AB3-E,ATM,0.002396,-0.03141517,-0.029848411618922033,-0.0015667583810779658,5.111641003985086e-43,0.0015667583810779658,0.03100407,0.03141517,0.029437311618922036,0.9862270728088128,0.9869
heston,Exp03,exp03,Exp03-AB3-E,OTM_K110,0.002477,-0.03239001,-0.03068259971867562,-0.0017074102813243765,8.423019231616967e-43,0.0017074102813243765,0.03182915,0.03239001,0.030121739718675624,0.9817205841375098,0.9827
heston,Exp03,exp03,Exp03-AB3-E,OTM_K125,0.002268,-0.03051351,-0.02870225461788489,-0.0018112553821151116,4.868457703907849e-45,0.0018112553821151116,0.02985413,0.03051351,0.028042874617884888,0.9770268918320748,0.9784
heston,Exp03,exp03,Exp03-B1B1-A,ATM,3.1e-05,-0.00032943,-0.00032995158206299615,5.215820629961266e-07,6.415413608885441e-32,-5.215820629961266e-07,0.00029624,0.00032943,0.00029676158206299615,0.8994094836809626,0.8992
heston,Exp03,exp03,Exp03-B1B1-A,OTM_K110,2.9e-05,-0.00033962,-0.00033689947793862687,-2.7205220613731366e-06,2.7321094444121427e-37,2.7205220613731366e-06,0.00030806,0.00033962,0.00030533947793862684,0.9063222056825231,0.9071
heston,Exp03,exp03,Exp03-B1B1-A,OTM_K125,2.4e-05,-0.00030996,-0.00030486422910236546,-5.095770897634564e-06,6.803805254879515e-44,5.095770897634564e-06,0.00028471,0.00030996,0.0002796142291023654,0.9171762457197897,0.9185
heston,Exp03,exp03,Exp03-B1B1-B,ATM,0.000158,-0.00167227,-0.0016421740919256723,-3.0095908074327703e-05,5.1880768534115536e-31,3.0095908074327703e-05,0.0015061,0.00167227,0.0014760040919256723,0.898810972102755,0.9006
heston,Exp03,exp03,Exp03-B1B1-B,OTM_K110,0.000148,-0.00172218,-0.0016773908245093204,-4.4789175490679654e-05,3.376231953344241e-36,4.4789175490679654e-05,0.00156457,0.00172218,0.0015197808245093203,0.9060385941683536,0.9085
heston,Exp03,exp03,Exp03-B1B1-B,OTM_K125,0.000124,-0.00157253,-0.0015206192801209475,-5.191071987905248e-05,7.215961220968919e-42,5.191071987905248e-05,0.00144635,0.00157253,0.0013944392801209474,0.9170206496461337,0.9198
heston,Exp03,exp03,Exp03-B1B1-C,ATM,0.000327,-0.003366,-0.003265751445223251,-0.00010024855477674911,2.3496827460027763e-29,0.00010024855477674911,0.00307586,0.003366,0.002975611445223251,0.9111567414524514,0.9138
heston,Exp03,exp03,Exp03-B1B1-C,OTM_K110,0.000306,-0.00346365,-0.0033373114491413924,-0.00012633855085860757,2.809964476033725e-34,0.00012633855085860757,0.00319118,0.00346365,0.0030648414491413925,0.9183564362654556,0.9213
heston,Exp03,exp03,Exp03-B1B1-C,OTM_K125,0.000257,-0.00316723,-0.003031986083021648,-0.00013524391697835193,1.3875473305275688e-39,0.00013524391697835193,0.00295101,0.00316723,0.002815766083021648,0.9286870077634006,0.9317
heston,Exp03,exp03,Exp03-B1B1-D,ATM,0.001169,-0.01035456,-0.00958505996244208,-0.0007695000375579197,1.0528753239027431e-22,0.0007695000375579197,0.00982919,0.01035456,0.00905968996244208,0.9451886579678582,0.9493
heston,Exp03,exp03,Exp03-B1B1-D,OTM_K110,0.001102,-0.01061818,-0.00981131944748165,-0.00080686055251835,6.350537293982753e-26,0.00080686055251835,0.01012363,0.01061818,0.00931676944748165,0.949593935591717,0.9534
heston,Exp03,exp03,Exp03-B1B1-D,OTM_K125,0.000944,-0.00975409,-0.008985120435511028,-0.0007689695644889725,4.496743479634812e-29,0.0007689695644889725,0.00936196,0.00975409,0.008592990435511028,0.9563578470856972,0.9598
heston,Exp03,exp03,Exp03-B1B1-E,ATM,0.002109,-0.03190254,-0.029848411618922033,-0.0020541283810779666,1.4889885588070543e-55,0.0020541283810779666,0.03273471,0.03190254,0.030680581618922034,1.0278798755064225,1.0261
heston,Exp03,exp03,Exp03-B1B1-E,OTM_K110,0.002042,-0.03277682,-0.03068259971867562,-0.002094220281324378,7.063605485255757e-62,0.002094220281324378,0.0335492,0.03277682,0.03145497971867563,1.0251732254464043,1.0236
heston,Exp03,exp03,Exp03-B1B1-E,OTM_K125,0.001812,-0.03074621,-0.02870225461788489,-0.0020439553821151105,1.4998653806848868e-68,0.0020439553821151105,0.03146028,0.03074621,0.02941632461788489,1.024878533394204,1.0232
heston,Exp03,exp03,Exp03-B2B2-A,ATM,5.8e-05,-0.00049171,-0.00032995158206299615,-0.00016175841793700387,1.5296699577641346e-22,0.00016175841793700387,0.00051401,0.00049171,0.0003522515820629961,1.0675856738148397,1.0454
heston,Exp03,exp03,Exp03-B2B2-A,OTM_K110,5.5e-05,-0.0004986,-0.00033689947793862687,-0.0001617005220613731,7.3553060308359355e-25,0.0001617005220613731,0.00052021,0.0004986,0.0003585094779386269,1.0641437622053447,1.0434
heston,Exp03,exp03,Exp03-B2B2-A,OTM_K125,5.1e-05,-0.00046659,-0.00030486422910236546,-0.00016172577089763456,3.136053090085554e-25,0.00016172577089763456,0.00048331,0.00046659,0.0003215842291023654,1.0548440860025785,1.0358
heston,Exp03,exp03,Exp03-B2B2-B,ATM,0.000327,-0.00248662,-0.0016421740919256723,-0.0008444459080743278,1.1920677799552732e-18,0.0008444459080743278,0.00257914,0.00248662,0.001734694091925671,1.056339946206012,1.0372
heston,Exp03,exp03,Exp03-B2B2-B,OTM_K110,0.000315,-0.00252004,-0.0016773908245093204,-0.0008426491754906795,4.751691116428811e-20,0.0008426491754906795,0.00261026,0.00252004,0.0017676108245093206,1.053785914815882,1.0358
heston,Exp03,exp03,Exp03-B2B2-B,OTM_K125,0.000289,-0.00236061,-0.0015206192801209475,-0.0008399907198790525,1.076556443622868e-20,0.0008399907198790525,0.00243046,0.00236061,0.0015904692801209477,1.0459352323840354,1.0296
heston,Exp03,exp03,Exp03-B2B2-C,ATM,0.000619,-0.00503266,-0.003265751445223251,-0.0017669085547767495,3.168221349072042e-20,0.0017669085547767495,0.00512089,0.00503266,0.003353981445223251,1.027016752952541,1.0175
heston,Exp03,exp03,Exp03-B2B2-C,OTM_K110,0.000601,-0.0050985,-0.0033373114491413924,-0.0017611885508586073,1.5095869971084432e-21,0.0017611885508586073,0.00518758,0.0050985,0.0034263914491413925,1.0266921446672046,1.0175
heston,Exp03,exp03,Exp03-B2B2-C,OTM_K125,0.000553,-0.00478343,-0.003031986083021648,-0.0017514439169783519,3.2107798643645473e-22,0.0017514439169783519,0.00484933,0.00478343,0.003097886083021648,1.0217349282600678,1.0138
heston,Exp03,exp03,Exp03-B2B2-D,ATM,0.00131,-0.0157582,-0.00958505996244208,-0.006173140037557919,2.6827979273088467e-37,0.006173140037557919,0.01523874,0.0157582,0.009065599962442081,0.9458052425299954,0.967
heston,Exp03,exp03,Exp03-B2B2-D,OTM_K110,0.001327,-0.01594929,-0.00981131944748165,-0.006137970552518352,3.0736686172731922e-37,0.006137970552518352,0.01547041,0.01594929,0.009332439447481649,0.9511910704198997,0.97
heston,Exp03,exp03,Exp03-B2B2-D,OTM_K125,0.001348,-0.01506929,-0.008985120435511028,-0.006084169564488973,6.13456610580422e-33,0.006084169564488973,0.01462702,0.01506929,0.008542850435511026,0.9507775100874485,0.9707
heston,Exp03,exp03,Exp03-B2B2-E,ATM,0.006954,-0.06051802,-0.029848411618922033,-0.030669608381077965,2.5271394004847465e-21,0.030669608381077965,0.05795232,0.06051802,0.027282711618922036,0.914042327184556,0.9576
heston,Exp03,exp03,Exp03-B2B2-E,OTM_K110,0.006982,-0.06134491,-0.03068259971867562,-0.030662310281324382,1.1999242097472554e-21,0.030662310281324382,0.05883915,0.06134491,0.028176839718675618,0.9183328654359487,0.9592
heston,Exp03,exp03,Exp03-B2B2-E,OTM_K125,0.007002,-0.05937923,-0.02870225461788489,-0.03067697538211511,1.8058912457069273e-20,0.03067697538211511,0.05694933,0.05937923,0.02627235461788489,0.9153411454135075,0.9591
heston,Exp05_axis,exp05_axis,Exp05ax-v1,ATM,4.3e-05,-0.00036254,-0.00032995158206299615,-3.258841793700386e-05,1.699530156135482e-22,3.258841793700386e-05,0.00035532,0.00036254,0.00032273158206299615,0.9781180015720563,0.9801
heston,Exp05_axis,exp05_axis,Exp05ax-v1,OTM_K110,4.1e-05,-0.00036813,-0.00033689947793862687,-3.123052206137312e-05,1.2209380078684875e-24,3.123052206137312e-05,0.00036147,0.00036813,0.0003302394779386269,0.9802314920736884,0.9819
heston,Exp05_axis,exp05_axis,Exp05ax-v1,OTM_K125,3.4e-05,-0.00033278,-0.00030486422910236546,-2.7915770897634566e-05,4.331604619675573e-28,2.7915770897634566e-05,0.00032717,0.00033278,0.00029925422910236543,0.9815983658807136,0.9831
heston,Exp05_axis,exp05_axis,Exp05ax-v2,ATM,0.000207,-0.00181652,-0.0016421740919256723,-0.00017434590807432777,3.916876879984611e-23,0.00017434590807432777,0.00179077,0.00181652,0.0016164240919256721,0.9843195675010286,0.9858
heston,Exp05_axis,exp05_axis,Exp05ax-v2,OTM_K110,0.000197,-0.00184429,-0.0016773908245093204,-0.00016689917549067958,1.612685258742123e-25,0.00016689917549067958,0.00182086,0.00184429,0.0016539608245093205,0.9860318778082897,0.9873
heston,Exp05_axis,exp05_axis,Exp05ax-v2,OTM_K125,0.000164,-0.00166973,-0.0015206192801209475,-0.00014911071987905246,3.8006550759923264e-29,0.00014911071987905246,0.00164958,0.00166973,0.0015004692801209476,0.986748819863446,0.9879
heston,Exp05_axis,exp05_axis,Exp05ax-v3,ATM,0.000391,-0.00363955,-0.003265751445223251,-0.0003737985547767491,5.336443539942885e-25,0.0003737985547767491,0.00354864,0.00363955,0.003174841445223251,0.9721626089661624,0.975
heston,Exp05_axis,exp05_axis,Exp05ax-v3,OTM_K110,0.000376,-0.00369454,-0.0033373114491413924,-0.00035722855085860766,3.2668522708023176e-27,0.00035722855085860766,0.00360969,0.00369454,0.0032524614491413924,0.9745753426693724,0.977
heston,Exp05_axis,exp05_axis,Exp05ax-v3,OTM_K125,0.000318,-0.00335061,-0.003031986083021648,-0.00031862391697835184,1.73911566621149e-30,0.00031862391697835184,0.00327783,0.00335061,0.002959206083021648,0.9759959320369082,0.9783
heston,Exp05_axis,exp05_axis,Exp05ax-v4,ATM,0.000922,-0.01064748,-0.00958505996244208,-0.00106242003755792,5.928464824713274e-35,0.00106242003755792,0.01032022,0.01064748,0.00925779996244208,0.9658572819280912,0.9693
heston,Exp05_axis,exp05_axis,Exp05ax-v4,OTM_K110,0.000884,-0.01082875,-0.00981131944748165,-0.0010174305525183502,1.200876584131173e-38,0.0010174305525183502,0.01051924,0.01082875,0.009501809447481649,0.9684537842584011,0.9714
heston,Exp05_axis,exp05_axis,Exp05ax-v4,OTM_K125,0.000768,-0.00990366,-0.008985120435511028,-0.0009185395644889724,2.8125653553471277e-42,0.0009185395644889724,0.00964122,0.00990366,0.008722680435511028,0.9707917103745451,0.9735
heston,Exp05_axis,exp05_axis,Exp05ax-v5,ATM,0.001028,-0.03151727,-0.029848411618922033,-0.0016688583810779666,6.744921288404081e-211,0.0016688583810779666,0.03144407,0.03151727,0.02977521161892203,0.9975476081965582,0.9977
heston,Exp05_axis,exp05_axis,Exp05ax-v5,OTM_K110,0.00096,-0.03237274,-0.03068259971867562,-0.0016901402813243767,7.925169349165967e-254,0.0016901402813243767,0.03228345,0.03237274,0.03059330971867562,0.9970898815348541,0.9972
heston,Exp05_axis,exp05_axis,Exp05ax-v5,OTM_K125,0.00085,-0.0304044,-0.02870225461788489,-0.0017021453821151125,7.705183843893242e-285,0.0017021453821151125,0.03031607,0.0304044,0.028613924617884888,0.996922541410912,0.9971
heston,Exp05_axis,exp05_axis,Exp05ax-kappa1,ATM,5.6e-05,-0.00018853,-0.00015569803938807832,-3.28319606119217e-05,1.1045932371308298e-08,3.28319606119217e-05,0.00018858,0.00018854,0.00015573699345570698,1.000250189840423,1.0002
heston,Exp05_axis,exp05_axis,Exp05ax-kappa1,OTM_K110,5.5e-05,-0.00019903,-0.00016778925366290863,-3.1240746337091364e-05,3.985988779745616e-09,3.1240746337091364e-05,0.00019997,0.00019903,0.0001687252676741289,1.005578509891347,1.0047
heston,Exp05_axis,exp05_axis,Exp05ax-kappa1,OTM_K125,4.9e-05,-0.00018862,-0.00016060217644470927,-2.801782355529072e-05,1.3510251735702588e-09,2.801782355529072e-05,0.00018993,0.00018862,0.0001619108254195357,1.0081483887939524,1.0069
heston,Exp05_axis,exp05_axis,Exp05ax-kappa2,ATM,0.000263,-0.00093332,-0.0007673193820574209,-0.00016600061794257907,2.531187275370059e-08,0.00016600061794257907,0.00093545,0.00093334,0.0007694240701846672,1.0027429101577012,1.0023
heston,Exp05_axis,exp05_axis,Exp05ax-kappa2,OTM_K110,0.000259,-0.00098472,-0.0008268680110667306,-0.00015785198893326934,8.743679955427544e-09,0.00015785198893326934,0.00099066,0.00098473,0.0008327992673867752,1.0071731597312523,1.006
heston,Exp05_axis,exp05_axis,Exp05ax-kappa2,OTM_K125,0.000227,-0.00093396,-0.0007921926320595614,-0.00014176736794043853,1.9423201670730426e-09,0.00014176736794043853,0.00094117,0.00093396,0.0007994006897393943,1.0090988698810455,1.0077
heston,Exp05_axis,exp05_axis,Exp05ax-kappa3,ATM,0.000448,-0.00187778,-0.0015075083446783948,-0.00037027165532160507,2.6941705619769183e-09,0.00037027165532160507,0.00183305,0.00187779,0.0014627756505078329,0.9703267352857639,0.9762
heston,Exp05_axis,exp05_axis,Exp05ax-kappa3,OTM_K110,0.000442,-0.00197955,-0.001624421655754202,-0.000355128344245798,6.812348313182454e-10,0.000355128344245798,0.00193998,0.00197955,0.0015848509745193706,0.975640141773129,0.98
heston,Exp05_axis,exp05_axis,Exp05ax-kappa3,OTM_K125,0.000389,-0.00187843,-0.0015580521387136526,-0.0003203778612863473,1.0269473348804211e-10,0.0003203778612863473,0.00184361,0.00187844,0.0015232320360189192,0.9776515163841171,0.9815
heston,Exp05_axis,exp05_axis,Exp05ax-kappa4,ATM,0.000862,-0.00523638,-0.004221226897339685,-0.0010151531026603147,1.6781508947602038e-13,0.0010151531026603147,0.00499435,0.00523638,0.00397919689717187,0.9426635890337124,0.9538
heston,Exp05_axis,exp05_axis,Exp05ax-kappa4,OTM_K110,0.000846,-0.00552938,-0.004548231020344285,-0.0009811489796557153,7.83892451325727e-15,0.0009811489796557153,0.0052962,0.00552938,0.0043150510203364455,0.94873171592102,0.9578
heston,Exp05_axis,exp05_axis,Exp05ax-kappa4,OTM_K125,0.000758,-0.00527782,-0.004380089644403093,-0.0008977303555969072,3.4945137893548017e-16,0.0008977303555969072,0.00506659,0.00527782,0.004168859644402743,0.9517749596129247,0.96
heston,Exp05_axis,exp05_axis,Exp05ax-kappa5,ATM,0.001548,-0.01220663,-0.011339906600654292,-0.0008667233993457073,5.970298678489261e-19,0.0008667233993457073,0.01173492,0.01220663,0.010868196600654292,0.958402655629211,0.9614
heston,Exp05_axis,exp05_axis,Exp05ax-kappa5,OTM_K110,0.001493,-0.01305765,-0.012225171043523974,-0.0008324789564760262,3.6835158816100774e-22,0.0008324789564760262,0.01261225,0.01305765,0.011779771043523974,0.9635669719127617,0.9659
heston,Exp05_axis,exp05_axis,Exp05ax-kappa5,OTM_K125,0.001325,-0.01269403,-0.011895334758955326,-0.0007986952410446741,1.3093123328228596e-25,0.0007986952410446741,0.0123298,0.01269403,0.011531104758955326,0.9693804329696739,0.9713
heston,Exp05_axis,exp05_axis,Exp05ax-omega1,ATM,5.5e-05,-0.00045002,-0.00039392275931422754,-5.6097240685772435e-05,1.8215353860799493e-21,5.6097240685772435e-05,0.00044762,0.00045002,0.00039152275931422754,0.9939074350408742,0.9947
heston,Exp05_axis,exp05_axis,Exp05ax-omega1,OTM_K110,5.3e-05,-0.00046013,-0.00040800899185901843,-5.2121008140981566e-05,2.320942491774814e-23,5.2121008140981566e-05,0.00045859,0.00046013,0.0004064689918590184,0.9962255733801765,0.9967
heston,Exp05_axis,exp05_axis,Exp05ax-omega1,OTM_K125,4.4e-05,-0.00042078,-0.00037542868867616647,-4.535131132383353e-05,5.144823247200973e-27,4.535131132383353e-05,0.00041997,0.00042078,0.00037461868867616645,0.9978424664272295,0.9981
heston,Exp05_axis,exp05_axis,Exp05ax-omega2,ATM,0.000267,-0.00225788,-0.001958186665731241,-0.0002996933342687587,8.472837350210996e-22,0.0002996933342687587,0.00224185,0.00225788,0.0019421566657312414,0.9918138549911871,0.9929
heston,Exp05_axis,exp05_axis,Exp05ax-omega2,OTM_K110,0.000256,-0.00230676,-0.0020283791974654575,-0.0002783808025345427,5.677511263829698e-24,0.0002783808025345427,0.00229579,0.00230676,0.002017409197465457,0.9945917410247019,0.9952
heston,Exp05_axis,exp05_axis,Exp05ax-omega2,OTM_K125,0.000215,-0.00211151,-0.0018698587888196251,-0.0002416512111803749,1.962570304261629e-27,0.0002416512111803749,0.00210511,0.00211151,0.001863458788819625,0.9965772816437971,0.997
heston,Exp05_axis,exp05_axis,Exp05ax-omega3,ATM,0.000558,-0.00449751,-0.0038885297567582125,-0.0006089802432417872,5.128291632026429e-20,0.0006089802432417872,0.00445048,0.00449751,0.0038414997567582125,0.9879054545183145,0.9895
heston,Exp05_axis,exp05_axis,Exp05ax-omega3,OTM_K110,0.000536,-0.00459492,-0.004028330836813468,-0.0005665891631865322,6.163770685132907e-22,0.0005665891631865322,0.00455844,0.00459492,0.003991850836813468,0.9909441400228051,0.9921
heston,Exp05_axis,exp05_axis,Exp05ax-omega3,OTM_K125,0.000455,-0.00421449,-0.003721738075049558,-0.0004927519249504422,9.582982943434672e-25,0.0004927519249504422,0.00419007,0.00421449,0.0036973180750495575,0.9934385495412179,0.9942
heston,Exp05_axis,exp05_axis,Exp05ax-omega4,ATM,0.00139,-0.01276307,-0.01135289752360986,-0.0014101724763901403,6.2584269461016955e-24,0.0014101724763901403,0.01286473,0.01276307,0.01145455752360986,1.008954542202868,1.008
heston,Exp05_axis,exp05_axis,Exp05ax-omega4,OTM_K110,0.001341,-0.01309171,-0.01176566452915771,-0.0013260454708422902,2.1922311815680662e-26,0.0013260454708422902,0.01320947,0.01309171,0.011883424529157709,1.0100087844344166,1.009
heston,Exp05_axis,exp05_axis,Exp05ax-omega4,OTM_K125,0.001175,-0.01214192,-0.010956759217917207,-0.0011851607820827937,5.54865117561806e-29,0.0011851607820827937,0.01227478,0.01214192,0.011089619217917207,1.0121258482875792,1.0109
heston,Exp05_axis,exp05_axis,Exp05ax-omega5,ATM,0.001133,-0.03695259,-0.034719898127669464,-0.002232691872330536,8.76720989332655e-238,0.002232691872330536,0.0371178,0.03695259,0.03488510812766946,1.0047583664961373,1.0045
heston,Exp05_axis,exp05_axis,Exp05ax-omega5,OTM_K110,0.001145,-0.03832159,-0.036023381375696814,-0.0022982086243031885,4.7086152560241386e-250,0.0022982086243031885,0.03846817,0.03832159,0.036169961375696814,1.0040690239062036,1.0038
heston,Exp05_axis,exp05_axis,Exp05ax-omega5,OTM_K125,0.001084,-0.03657202,-0.03421979685862544,-0.0023522231413745584,5.13794269307107e-254,0.0023522231413745584,0.0367085,0.03657202,0.03435627685862544,1.0039883346053704,1.0037
heston,Exp05_axis,exp05_axis,Exp05ax-xi1,ATM,3.3e-05,6.831e-05,5.44157860871187e-05,1.3894213912881304e-05,4.636142786036765e-07,1.3894213912881304e-05,6.447e-05,6.876e-05,5.011217180851502e-05,0.9209123934787293,0.9376
heston,Exp05_axis,exp05_axis,Exp05ax-xi1,OTM_K110,3.1e-05,9.297e-05,8.012692438410198e-05,1.2843075615898023e-05,2.3774690330019316e-08,1.2843075615898023e-05,8.683e-05,9.3e-05,7.396314969377196e-05,0.9230748623174038,0.9337
heston,Exp05_axis,exp05_axis,Exp05ax-xi1,OTM_K125,2.7e-05,0.00010878,9.681231069907145e-05,1.1967689300928553e-05,3.3933938502523107e-10,1.1967689300928553e-05,0.00010203,0.00010878,9.006197135968642e-05,0.9302739569932631,0.938
heston,Exp05_axis,exp05_axis,Exp05ax-xi2,ATM,0.000159,0.00034387,0.0002752792604895014,6.859073951049862e-05,1.7270272949838468e-06,6.859073951049862e-05,0.00032818,0.0003456,0.00025786223319451755,0.9367296059135988,0.9496
heston,Exp05_axis,exp05_axis,Exp05ax-xi2,OTM_K110,0.000151,0.00046562,0.0004035748440857986,6.204515591420136e-05,8.564388409016208e-08,6.204515591420136e-05,0.00044077,0.00046571,0.00037863920020170846,0.9382130867433627,0.9465
heston,Exp05_axis,exp05_axis,Exp05ax-xi2,OTM_K125,0.000127,0.00054145,0.0004852426237113665,5.620737628863346e-05,5.469946826346602e-10,5.620737628863346e-05,0.00051573,0.00054145,0.00045952207671668397,0.9469944606309323,0.9525
heston,Exp05_axis,exp05_axis,Exp05ax-xi3,ATM,0.000315,0.0006978,0.0005584755915021394,0.00013932440849786067,2.9479080536516932e-06,0.00013932440849786067,0.00067691,0.00070074,0.0005346376834484876,0.9573161147660283,0.966
heston,Exp05_axis,exp05_axis,Exp05ax-xi3,OTM_K110,0.000299,0.00093901,0.0008143729678741043,0.00012463703212589573,1.3791669420255814e-07,0.00012463703212589573,0.00089813,0.00093914,0.0007733550511799018,0.949632516902816,0.9563
heston,Exp05_axis,exp05_axis,Exp05ax-xi3,OTM_K125,0.000252,0.00108429,0.0009732165860881372,0.00011107341391186274,9.023434707922431e-10,0.00011107341391186274,0.00104113,0.00108429,0.0009300556837446664,0.9556512877396008,0.9602
heston,Exp05_axis,exp05_axis,Exp05ax-xi4,ATM,0.000767,0.00217264,0.0017672984284977592,0.00040534157150224075,1.0458233898787563e-06,0.00040534157150224075,0.00213904,0.00217368,0.0017326526051078806,0.980396166922794,0.9841
heston,Exp05_axis,exp05_axis,Exp05ax-xi4,OTM_K110,0.000732,0.00286645,0.002525113621417167,0.00034133637858283286,1.5136161710320565e-08,0.00034133637858283286,0.00281156,0.00286647,0.0024702084852554567,0.9782563700516193,0.9808
heston,Exp05_axis,exp05_axis,Exp05ax-xi4,OTM_K125,0.00063,0.00323605,0.0029447232059637085,0.0002913267940362913,3.210283710445501e-11,0.0002913267940362913,0.0031626,0.00323605,0.002871273173860871,0.9750570675185752,0.9773
heston,Exp05_axis,exp05_axis,Exp05ax-xi5,ATM,0.001402,0.0091125,0.006769034853069126,0.002343465146930875,1.662761601062799e-14,0.002343465146930875,0.00900464,0.0091125,0.006661174853052497,0.9840656751873977,0.9882
heston,Exp05_axis,exp05_axis,Exp05ax-xi5,OTM_K110,0.001368,0.01122907,0.00910625190228313,0.0021228180977168713,3.632761686915668e-20,0.0021228180977168713,0.01113613,0.01122907,0.009013311902283128,0.9897938250558719,0.9917
heston,Exp05_axis,exp05_axis,Exp05ax-xi5,OTM_K125,0.001162,0.01151835,0.009753527740964447,0.0017648222590355526,4.221724543846005e-27,0.0017648222590355526,0.01144588,0.01151835,0.009681057740964448,0.9925698678545171,0.9937
heston,Exp05_axis,exp05_axis,Exp05ax-rho1,ATM,4.5e-05,-7.795e-05,-1.906725348162577e-05,-5.888274651837423e-05,1.5209759862003075e-06,5.888274651837423e-05,7.693e-05,7.95e-05,1.6526277495425466e-05,0.8667361301590224,0.9676
heston,Exp05_axis,exp05_axis,Exp05ax-rho1,OTM_K110,4.5e-05,-0.00010181,-4.7177649888264174e-05,-5.463235011173583e-05,3.6764068041943696e-07,5.463235011173583e-05,0.00010192,0.00010215,4.692000920784474e-05,0.9945389250836013,0.9977
heston,Exp05_axis,exp05_axis,Exp05ax-rho1,OTM_K125,4.1e-05,-0.00012769,-7.976021751919101e-05,-4.792978248080898e-05,2.0799981766755484e-08,4.792978248080898e-05,0.00012918,0.00012771,8.122941753742428e-05,1.0184202107758766,1.0115
heston,Exp05_axis,exp05_axis,Exp05ax-rho2,ATM,0.000223,-0.00038876,-9.525896603390225e-05,-0.0002935010339660977,7.3337508492230855e-06,0.0002935010339660977,0.00038803,0.00039615,8.719521518467919e-05,0.9153491667508421,0.9795
heston,Exp05_axis,exp05_axis,Exp05ax-rho2,OTM_K110,0.000221,-0.00050764,-0.00023564630538218178,-0.0002719936946178182,1.6326322207403708e-06,0.0002719936946178182,0.00051235,0.00050929,0.0002387236731614414,1.0130592659802944,1.006
heston,Exp05_axis,exp05_axis,Exp05ax-rho2,OTM_K125,0.000205,-0.00063633,-0.0003979711603198671,-0.00023835883968013286,1.0797684001242612e-07,0.00023835883968013286,0.00064553,0.00063644,0.0004070631834798546,1.0228459347473315,1.0143
heston,Exp05_axis,exp05_axis,Exp05ax-rho3,ATM,0.000418,-0.00075062,-0.00019032673699789465,-0.0005602932630021053,1.2062900040144494e-05,0.0005602932630021053,0.00074314,0.00076263,0.00017078383695775016,0.8973192082814898,0.9744
heston,Exp05_axis,exp05_axis,Exp05ax-rho3,OTM_K110,0.000413,-0.00098945,-0.0004706935796424129,-0.0005187564203575871,2.2759448075957938e-06,0.0005187564203575871,0.00099001,0.00099172,0.00046897763483481707,0.9963544333685209,0.9983
heston,Exp05_axis,exp05_axis,Exp05ax-rho3,OTM_K125,0.00038,-0.00124834,-0.0007938972661297526,-0.00045444273387024734,1.0234463176249613e-07,0.00045444273387024734,0.0012587,0.00124844,0.0008041549214979902,1.0129206331925587,1.0082
heston,Exp05_axis,exp05_axis,Exp05ax-rho4,ATM,0.000951,-0.00183607,-0.0005686301859183877,-0.0012674398140816124,1.9407631719107078e-05,0.0012674398140816124,0.00178831,0.00185543,0.0005014625541992805,0.8818781813163409,0.9638
heston,Exp05_axis,exp05_axis,Exp05ax-rho4,OTM_K110,0.000937,-0.0025828,-0.0014049669649011218,-0.0011778330350988783,1.6494242929636066e-06,0.0011778330350988783,0.00256136,0.00258445,0.0013818775406081582,0.9835658596466796,0.9911
heston,Exp05_axis,exp05_axis,Exp05ax-rho4,OTM_K125,0.000861,-0.00339726,-0.0023579850443091023,-0.0010392749556908977,1.5630209709871597e-08,0.0010392749556908977,0.00340563,0.00339727,0.0023663394140993927,1.0035430122046165,1.0025
