seed,coupling,pair,payoff,kurt,kurt_nonfisher,skew,lilliefors_rej,ad_rej,ratio,sigma_delta,mu_delta,abs_s,atom
6,independent,C,OTM_put_0.90,-0.5133,2.4867,0.2426,True,True,1.1357,0.00380975,-0.00294389,0.7727,0.0
6,coupled,D,ATM_call,-0.4897,2.5103,-0.2083,False,False,1.0028,0.00129723,-0.00993003,7.6548,0.0
6,coupled,D,OTM_call_1.10,-0.4675,2.5325,-0.1872,False,False,1.0043,0.0012329,-0.01015348,8.2354,0.0
6,coupled,D,OTM_call_1.25,-0.4584,2.5416,-0.1802,False,False,1.0047,0.00106198,-0.00931862,8.7747,0.0
6,coupled,D,OTM_put_0.90,-0.2914,2.7086,0.0594,False,False,1.0168,0.00055862,-0.00917568,16.4258,0.0
6,independent,D,ATM_call,-0.246,2.754,0.1032,False,False,1.0888,0.00446863,-0.00939071,2.1015,0.0
6,independent,D,OTM_call_1.10,-0.2351,2.7649,0.1284,False,False,1.0871,0.00449474,-0.0096983,2.1577,0.0
6,independent,D,OTM_call_1.25,-0.2113,2.7887,0.1474,False,False,1.0884,0.00414029,-0.00898436,2.17,0.0
6,independent,D,OTM_put_0.90,-0.5207,2.4793,0.249,False,True,1.0724,0.00384779,-0.00920428,2.3921,0.0
7,coupled,A,ATM_call,-0.4079,2.5921,-0.449,True,True,1.0045,5.248e-05,-0.00033205,6.3275,0.0
7,coupled,A,OTM_call_1.10,-0.415,2.585,-0.4338,True,True,1.0049,4.988e-05,-0.00033986,6.814,0.0
7,coupled,A,OTM_call_1.25,-0.3981,2.6019,-0.4303,True,True,1.0037,4.192e-05,-0.00030858,7.3616,0.0
7,coupled,A,OTM_put_0.90,0.1422,3.1422,0.1166,False,False,1.0152,2.071e-05,-0.00032098,15.5012,0.0
7,independent,A,ATM_call,0.2091,3.2091,0.0126,False,False,1.0542,0.00480138,0.00049368,0.1028,0.0
7,independent,A,OTM_call_1.10,0.3967,3.3967,0.0238,False,False,1.045,0.0049217,0.00049524,0.1006,0.0
7,independent,A,OTM_call_1.25,0.603,3.603,0.048,False,False,1.0389,0.00455592,0.00043878,0.0963,0.0
7,independent,A,OTM_put_0.90,0.8404,3.8404,0.1752,False,False,0.971,0.00485026,0.00041284,0.0851,0.0
7,coupled,B,ATM_call,-0.2191,2.7809,-0.5462,True,True,1.0023,0.00024182,-0.00164115,6.7867,0.0
7,coupled,B,OTM_call_1.10,-0.203,2.797,-0.5369,True,True,1.003,0.00022998,-0.00168361,7.3208,0.0
7,coupled,B,OTM_call_1.25,-0.1495,2.8505,-0.5396,True,True,1.0022,0.00019277,-0.00153411,7.9582,0.0
7,coupled,B,OTM_put_0.90,0.1333,3.1333,-0.0607,False,False,1.0144,0.00010406,-0.00161972,15.5656,0.0
7,independent,B,ATM_call,0.2145,3.2145,0.0177,False,False,1.1148,0.00473129,-0.00087987,0.186,0.0
7,independent,B,OTM_call_1.10,0.4073,3.4073,0.031,False,False,1.106,0.0048547,-0.00091158,0.1878,0.0
7,independent,B,OTM_call_1.25,0.6186,3.6186,0.0559,False,False,1.1016,0.00450701,-0.00083912,0.1862,0.0
7,independent,B,OTM_put_0.90,0.8457,3.8457,0.1906,False,False,1.0121,0.00482274,-0.00092572,0.1919,0.0
7,coupled,C,ATM_call,0.4339,3.4339,-0.7406,True,True,1.0,0.00043411,-0.00323069,7.4421,0.0
7,coupled,C,OTM_call_1.10,0.408,3.408,-0.7165,True,True,1.0007,0.00041375,-0.00332087,8.0263,0.0
7,coupled,C,OTM_call_1.25,0.5091,3.5091,-0.7141,True,True,1.0,0.00034911,-0.00303704,8.6994,0.0
7,coupled,C,OTM_put_0.90,-0.0624,2.9376,-0.0074,False,False,1.0094,0.00020923,-0.00324358,15.5025,0.0
7,independent,C,ATM_call,0.2175,3.2175,0.023,True,False,1.1491,0.00467068,-0.00253673,0.5431,0.0
7,independent,C,OTM_call_1.10,0.4162,3.4162,0.0398,False,False,1.1496,0.00479465,-0.00261535,0.5455,0.0
7,independent,C,OTM_call_1.25,0.6374,3.6374,0.0672,False,False,1.1526,0.00446411,-0.00239813,0.5372,0.0
7,independent,C,OTM_put_0.90,0.8203,3.8203,0.2016,False,False,1.072,0.00478551,-0.00259625,0.5425,0.0
7,coupled,D,ATM_call,-0.1472,2.8528,-0.2567,False,False,0.9928,0.00084182,-0.00966095,11.4762,0.0
7,coupled,D,OTM_call_1.10,-0.1638,2.8362,-0.2345,False,False,0.9937,0.00081855,-0.00995834,12.1658,0.0
7,coupled,D,OTM_call_1.25,-0.124,2.876,-0.2139,False,False,0.9937,0.00072271,-0.00920384,12.7352,0.0
7,coupled,D,OTM_put_0.90,-0.2336,2.7664,-0.102,False,False,0.9996,0.0006089,-0.00974305,16.0011,0.0
7,independent,D,ATM_call,0.1518,3.1518,0.0014,False,False,1.1584,0.00462532,-0.0090813,1.9634,0.0
7,independent,D,OTM_call_1.10,0.3394,3.3394,0.0258,False,False,1.1587,0.00474407,-0.00937285,1.9757,0.0
7,independent,D,OTM_call_1.25,0.5497,3.5497,0.0561,False,False,1.164,0.00445366,-0.0086693,1.9466,0.0
7,independent,D,OTM_put_0.90,0.6931,3.6931,0.2376,False,False,1.1325,0.00460834,-0.00925592,2.0085,0.0
8,coupled,A,ATM_call,0.2731,3.2731,-0.5991,True,True,0.9788,5.092e-05,-0.00036547,7.1778,0.0
8,coupled,A,OTM_call_1.10,0.1902,3.1902,-0.5696,True,True,0.9819,4.883e-05,-0.00037186,7.6151,0.0
8,coupled,A,OTM_call_1.25,0.2713,3.2713,-0.5635,True,True,0.9838,4.096e-05,-0.00033544,8.1884,0.0
8,coupled,A,OTM_put_0.90,-0.3363,2.6637,0.0994,False,False,1.0054,2.291e-05,-0.00031046,13.5524,0.0
8,independent,A,ATM_call,-0.0565,2.9435,0.1263,False,False,1.0097,0.00502785,6.273e-05,0.0125,0.0
8,independent,A,OTM_call_1.10,-0.0526,2.9474,0.1462,False,False,1.0087,0.00507414,7.122e-05,0.014,0.0
8,independent,A,OTM_call_1.25,-0.0501,2.9499,0.1786,False,False,1.0007,0.00461621,6.319e-05,0.0137,0.0
8,independent,A,OTM_put_0.90,0.4492,3.4492,0.0953,False,False,1.0079,0.00419616,9.428e-05,0.0225,0.0
8,coupled,B,ATM_call,1.0699,4.0699,-0.739,True,True,0.9956,0.00024207,-0.00179663,7.4218,0.0
8,coupled,B,OTM_call_1.10,0.9473,3.9473,-0.7085,True,True,0.9976,0.00023259,-0.00182815,7.8598,0.0
8,coupled,B,OTM_call_1.25,1.0425,4.0425,-0.6986,True,True,0.9983,0.0001954,-0.00165089,8.4487,0.0
8,coupled,B,OTM_put_0.90,-0.2757,2.7243,0.1029,False,False,1.0115,0.00011453,-0.001548,13.516,0.0
8,independent,B,ATM_call,-0.0214,2.9786,0.1566,False,False,0.9917,0.00499463,-0.00143646,0.2876,0.0
8,independent,B,OTM_call_1.10,-0.0139,2.9861,0.1735,False,False,0.9941,0.00504204,-0.00145095,0.2878,0.0
8,independent,B,OTM_call_1.25,-0.0071,2.9929,0.2018,False,False,1.0107,0.00459602,-0.00130688,0.2843,0.0
8,independent,B,OTM_put_0.90,0.4463,3.4463,0.1055,False,False,1.0268,0.00417181,-0.00117944,0.2827,0.0
8,coupled,C,ATM_call,1.4264,4.4264,-0.7767,True,True,0.9933,0.0004264,-0.00355228,8.3308,0.0
8,coupled,C,OTM_call_1.10,1.2572,4.2572,-0.7395,True,True,0.9954,0.00041111,-0.00361592,8.7955,0.0
8,coupled,C,OTM_call_1.25,1.3145,4.3145,-0.7234,True,True,0.9962,0.0003478,-0.00327247,9.4092,0.0
8,coupled,C,OTM_put_0.90,-0.2298,2.7702,0.1989,False,False,1.012,0.00022107,-0.00306939,13.8841,0.0
8,independent,C,ATM_call,0.024,3.024,0.1876,False,False,0.97,0.00496949,-0.00324885,0.6538,0.0
8,independent,C,OTM_call_1.10,0.0314,3.0314,0.201,False,False,0.9987,0.00501663,-0.00329344,0.6565,0.0
8,independent,C,OTM_call_1.25,0.0394,3.0394,0.2244,False,False,1.0382,0.00458088,-0.00297402,0.6492,0.0
8,independent,C,OTM_put_0.90,0.4391,3.4391,0.1115,False,False,1.0962,0.00415192,-0.00273172,0.6579,0.0
8,coupled,D,ATM_call,0.9335,3.9335,-0.4577,False,False,0.9839,0.0008545,-0.0100335,11.7419,0.0
8,coupled,D,OTM_call_1.10,0.7942,3.7942,-0.4202,False,False,0.9866,0.00082781,-0.01023999,12.3699,0.0
8,coupled,D,OTM_call_1.25,0.8478,3.8478,-0.4091,False,False,0.9884,0.00070888,-0.00935077,13.1909,0.0
8,coupled,D,OTM_put_0.90,-0.1048,2.8952,0.4323,False,True,1.0077,0.00058565,-0.00890928,15.2126,0.0
8,independent,D,ATM_call,0.086,3.086,0.2736,False,False,0.978,0.004997,-0.00987978,1.9771,0.0
8,independent,D,OTM_call_1.10,0.1004,3.1004,0.2768,False,False,0.9977,0.00504143,-0.01006316,1.9961,0.0
8,independent,D,OTM_call_1.25,0.1196,3.1196,0.2856,False,False,1.0198,0.00462576,-0.00917636,1.9838,0.0
8,independent,D,OTM_put_0.90,0.3826,3.3826,0.1396,False,False,1.0838,0.0041285,-0.00864671,2.0944,0.0
9,coupled,A,ATM_call,-0.7282,2.2718,0.4827,True,True,0.9577,5.825e-05,-0.00041205,7.0734,0.0
9,coupled,A,OTM_call_1.10,-0.7137,2.2863,0.4882,True,True,0.9607,5.524e-05,-0.00041512,7.5149,0.0
9,coupled,A,OTM_call_1.25,-0.7144,2.2856,0.457,True,True,0.9622,4.692e-05,-0.0003725,7.9393,0.0
9,coupled,A,OTM_put_0.90,0.2134,3.2134,0.311,False,True,1.0054,2.832e-05,-0.00033187,11.7177,0.0
9,independent,A,ATM_call,0.3282,3.3282,-0.4148,False,False,1.0436,0.00387895,0.00021978,0.0567,0.0
9,independent,A,OTM_call_1.10,0.2886,3.2886,-0.3636,False,False,1.0345,0.00395272,0.00025281,0.064,0.0
9,independent,A,OTM_call_1.25,0.3222,3.3222,-0.3039,False,False,1.025,0.00367296,0.00027973,0.0762,0.0
9,independent,A,OTM_put_0.90,0.1163,3.1163,-0.0698,False,False,1.0276,0.00393987,0.00014867,0.0377,0.0
9,coupled,B,ATM_call,-0.9276,2.0724,0.3494,True,True,0.9652,0.00028662,-0.00202472,7.0642,0.0
9,coupled,B,OTM_call_1.10,-0.908,2.092,0.3547,True,True,0.9682,0.00027284,-0.00203986,7.4763,0.0
9,coupled,B,OTM_call_1.25,-0.8934,2.1066,0.3268,True,True,0.9693,0.00023198,-0.00183315,7.9021,0.0
9,coupled,B,OTM_put_0.90,0.043,3.043,0.1744,False,False,1.0138,0.00013316,-0.0016249,12.2027,0.0
9,independent,B,ATM_call,0.364,3.364,-0.3955,False,False,1.1659,0.00389867,-0.00136312,0.3496,0.0
9,independent,B,OTM_call_1.10,0.3359,3.3359,-0.3464,False,False,1.1674,0.00397323,-0.0013442,0.3383,0.0
9,independent,B,OTM_call_1.25,0.3765,3.3765,-0.29,False,False,1.1557,0.00369686,-0.00115551,0.3126,0.0
9,independent,B,OTM_put_0.90,0.1151,3.1151,-0.0798,False,False,1.1334,0.00393802,-0.00114643,0.2911,0.0
9,coupled,C,ATM_call,-0.9492,2.0508,0.1775,True,True,0.9795,0.00059659,-0.00398423,6.6783,0.0
9,coupled,C,OTM_call_1.10,-0.92,2.08,0.1839,True,True,0.9816,0.00056747,-0.00401868,7.0818,0.0
9,coupled,C,OTM_call_1.25,-0.8887,2.1113,0.1626,True,True,0.9821,0.00048295,-0.00362058,7.4967,0.0
9,coupled,C,OTM_put_0.90,-0.1836,2.8164,0.2595,False,False,1.0132,0.00026474,-0.00324432,12.2547,0.0
9,independent,C,ATM_call,0.4419,3.4419,-0.3795,False,False,1.2156,0.00396173,-0.00332032,0.8381,0.0
9,independent,C,OTM_call_1.10,0.4294,3.4294,-0.3313,False,False,1.2107,0.00403477,-0.00332083,0.8231,0.0
9,independent,C,OTM_call_1.25,0.4824,3.4824,-0.2785,False,False,1.2133,0.00375524,-0.00293879,0.7826,0.0
9,independent,C,OTM_put_0.90,0.1295,3.1295,-0.0815,False,False,1.192,0.00393963,-0.00276327,0.7014,0.0
9,coupled,D,ATM_call,-0.117,2.883,-0.4001,False,False,0.9873,0.00127865,-0.01117182,8.7372,0.0
9,coupled,D,OTM_call_1.10,-0.0865,2.9135,-0.3807,False,False,0.9887,0.00122662,-0.01134936,9.2525,0.0
9,coupled,D,OTM_call_1.25,-0.0402,2.9598,-0.3769,True,False,0.9885,0.00105536,-0.01036094,9.8175,0.0
9,coupled,D,OTM_put_0.90,-0.2601,2.7399,0.1278,False,False,1.0097,0.00077644,-0.0096999,12.4928,0.0
9,independent,D,ATM_call,0.7314,3.7314,-0.3253,False,False,1.1485,0.00392968,-0.01045574,2.6607,0.0
9,independent,D,OTM_call_1.10,0.7303,3.7303,-0.2846,False,False,1.1487,0.00402485,-0.01060422,2.6347,0.0
9,independent,D,OTM_call_1.25,0.7822,3.7822,-0.2471,False,False,1.1546,0.00378621,-0.00962918,2.5432,0.0
9,independent,D,OTM_put_0.90,0.1705,3.1705,-0.0776,False,False,1.1391,0.00397375,-0.00924622,2.3268,0.0
10,coupled,A,ATM_call,-0.4584,2.5416,-0.4394,True,True,1.0001,7.005e-05,-0.00034418,4.9131,0.0
10,coupled,A,OTM_call_1.10,-0.4511,2.5489,-0.4375,True,True,0.9992,6.69e-05,-0.00035327,5.2808,0.0
10,coupled,A,OTM_call_1.25,-0.438,2.562,-0.4439,True,True,0.997,5.725e-05,-0.00032249,5.6329,0.0
10,coupled,A,OTM_put_0.90,0.1084,3.1084,-0.204,False,False,1.0032,2.486e-05,-0.00032962,13.2601,0.0
10,independent,A,ATM_call,-0.2172,2.7828,-0.0024,False,False,1.0654,0.00387708,0.00030069,0.0776,0.0
10,independent,A,OTM_call_1.10,-0.2816,2.7184,-0.0216,False,False,1.0551,0.00393264,0.00031321,0.0796,0.0
10,independent,A,OTM_call_1.25,-0.3481,2.6519,-0.0415,False,False,1.0435,0.003668,0.00029999,0.0818,0.0
10,independent,A,OTM_put_0.90,-0.1589,2.8411,-0.0581,False,False,0.9904,0.00417509,0.00031201,0.0747,0.0
10,coupled,B,ATM_call,-0.3648,2.6352,-0.5451,True,True,1.0174,0.00033442,-0.00166208,4.97,0.0
10,coupled,B,OTM_call_1.10,-0.3409,2.6591,-0.5473,True,True,1.0151,0.00031991,-0.00171046,5.3467,0.0
10,coupled,B,OTM_call_1.25,-0.3231,2.6769,-0.5534,True,True,1.0122,0.00027487,-0.00156681,5.7002,0.0
10,coupled,B,OTM_put_0.90,0.291,3.291,-0.2442,False,False,1.0012,0.00011906,-0.00163842,13.7613,0.0
10,independent,B,ATM_call,-0.2301,2.7699,0.0063,False,False,1.1207,0.00383028,-0.00099459,0.2597,0.0
10,independent,B,OTM_call_1.10,-0.2916,2.7084,-0.0123,False,False,1.1097,0.00389291,-0.00102204,0.2625,0.0
10,independent,B,OTM_call_1.25,-0.3571,2.6429,-0.0301,False,False,1.0925,0.00364432,-0.00092417,0.2536,0.0
10,independent,B,OTM_put_0.90,-0.1648,2.8352,-0.0507,False,False,1.0485,0.00417255,-0.00098831,0.2369,0.0
10,coupled,C,ATM_call,-0.2779,2.7221,-0.5451,True,True,1.0096,0.00054753,-0.00321835,5.8779,0.0
10,coupled,C,OTM_call_1.10,-0.2664,2.7336,-0.5392,True,True,1.0077,0.00052364,-0.00332176,6.3435,0.0
10,coupled,C,OTM_call_1.25,-0.2501,2.7499,-0.5471,True,True,1.0053,0.00045154,-0.00305513,6.7661,0.0
10,coupled,C,OTM_put_0.90,0.2553,3.2553,-0.2084,False,False,0.9937,0.00021655,-0.00328407,15.1656,0.0
10,independent,C,ATM_call,-0.2599,2.7401,0.0208,False,False,1.1268,0.00379875,-0.00253489,0.6673,0.0
10,independent,C,OTM_call_1.10,-0.3179,2.6821,0.0033,False,False,1.1211,0.00386709,-0.00261724,0.6768,0.0
10,independent,C,OTM_call_1.25,-0.3819,2.6181,-0.0128,False,False,1.1111,0.00363228,-0.00239762,0.6601,0.0
10,independent,C,OTM_put_0.90,-0.1847,2.8153,-0.0466,False,False,1.0759,0.00417632,-0.00261022,0.625,0.0
10,coupled,D,ATM_call,0.8317,3.8317,-0.4,False,False,1.0109,0.00105233,-0.00910387,8.6511,0.0
10,coupled,D,OTM_call_1.10,0.7586,3.7586,-0.3704,False,False,1.009,0.00100865,-0.00944594,9.365,0.0
10,coupled,D,OTM_call_1.25,0.7782,3.7782,-0.38,False,False,1.0066,0.00088256,-0.00880084,9.9719,0.0
10,coupled,D,OTM_put_0.90,0.0132,3.0132,0.0316,False,False,0.9897,0.00053743,-0.00968624,18.0231,0.0
10,independent,D,ATM_call,-0.2157,2.7843,0.0709,False,False,1.0701,0.00388673,-0.00834876,2.148,0.0
10,independent,D,OTM_call_1.10,-0.2668,2.7332,0.0551,False,False,1.0616,0.00396286,-0.00867313,2.1886,0.0
10,independent,D,OTM_call_1.25,-0.3359,2.6641,0.0385,False,False,1.0511,0.00375115,-0.00807965,2.1539,0.0
10,independent,D,OTM_put_0.90,-0.2131,2.7869,-0.0128,False,False,1.0207,0.00416848,-0.00896926,2.1517,0.0
11,coupled,A,ATM_call,4.5789,7.5789,-1.9263,True,True,1.0025,3.928e-05,-0.00029373,7.4773,0.0
11,coupled,A,OTM_call_1.10,4.2581,7.2581,-1.8471,True,True,1.0026,3.774e-05,-0.00030366,8.0453,0.0
11,coupled,A,OTM_call_1.25,3.9155,6.9155,-1.754,True,True,0.9993,3.243e-05,-0.00027742,8.5545,0.0
11,coupled,A,OTM_put_0.90,0.3894,3.3894,-0.1021,False,False,1.0096,1.933e-05,-0.00031599,16.3476,0.0
11,independent,A,ATM_call,-0.194,2.806,-0.1869,False,False,1.0379,0.0040199,7.925e-05,0.0197,0.0
11,independent,A,OTM_call_1.10,-0.2345,2.7655,-0.1826,False,False,1.026,0.00410512,8.292e-05,0.0202,0.0
11,independent,A,OTM_call_1.25,-0.2483,2.7517,-0.1801,False,False,1.0133,0.00379661,8.16e-05,0.0215,0.0
11,independent,A,OTM_put_0.90,-0.2324,2.7676,-0.1025,False,False,1.0687,0.00423545,-0.00027053,0.0639,0.0
11,coupled,B,ATM_call,6.7687,9.7687,-2.0995,True,True,0.9956,0.00016103,-0.00145668,9.0458,0.0
11,coupled,B,OTM_call_1.10,6.2638,9.2638,-1.9969,True,True,0.9962,0.0001557,-0.00150686,9.6781,0.0
11,coupled,B,OTM_call_1.25,5.6661,8.6661,-1.8731,True,True,0.9933,0.00013511,-0.00137961,10.2111,0.0
11,coupled,B,OTM_put_0.90,0.4503,3.4503,-0.2547,False,False,1.0098,9.673e-05,-0.0015731,16.2621,0.0
11,independent,B,ATM_call,-0.1843,2.8157,-0.2012,False,False,1.1151,0.00403444,-0.00106621,0.2643,0.0
11,independent,B,OTM_call_1.10,-0.2255,2.7745,-0.1956,False,False,1.1098,0.00411796,-0.00110451,0.2682,0.0
11,independent,B,OTM_call_1.25,-0.2404,2.7596,-0.1923,False,False,1.1077,0.00381395,-0.00100705,0.264,0.0
11,independent,B,OTM_put_0.90,-0.2284,2.7716,-0.1087,False,False,1.1579,0.00422759,-0.00152702,0.3612,0.0
11,coupled,C,ATM_call,4.9376,7.9376,-1.5405,True,True,0.996,0.00026117,-0.00294915,11.2921,0.0
11,coupled,C,OTM_call_1.10,4.5208,7.5208,-1.4665,True,True,0.9964,0.0002545,-0.0030535,11.9982,0.0
11,coupled,C,OTM_call_1.25,3.9575,6.9575,-1.3603,True,True,0.9934,0.00022536,-0.00280326,12.4391,0.0
11,coupled,C,OTM_put_0.90,0.33,3.33,-0.4279,False,False,1.0106,0.00019181,-0.00318483,16.6039,0.0
11,independent,C,ATM_call,-0.1659,2.8341,-0.2175,False,False,1.1942,0.00406084,-0.00254851,0.6276,0.0
11,independent,C,OTM_call_1.10,-0.2097,2.7903,-0.2112,False,False,1.2019,0.00414293,-0.00264225,0.6378,0.0
11,independent,C,OTM_call_1.25,-0.227,2.773,-0.2077,False,False,1.189,0.00384354,-0.00242281,0.6304,0.0
11,independent,C,OTM_put_0.90,-0.2256,2.7744,-0.1115,False,False,1.1954,0.00420963,-0.00313887,0.7456,0.0
11,coupled,D,ATM_call,0.2158,3.2158,-0.3985,False,False,1.0012,0.00073998,-0.00915053,12.366,0.0
11,coupled,D,OTM_call_1.10,0.2417,3.2417,-0.404,False,False,1.0013,0.0007258,-0.00947093,13.049,0.0
11,coupled,D,OTM_call_1.25,0.2542,3.2542,-0.4387,False,False,0.9984,0.00065832,-0.00875985,13.3063,0.0
11,coupled,D,OTM_put_0.90,-0.0499,2.9501,-0.1369,False,False,1.0142,0.00055279,-0.00960021,17.3667,0.0
11,independent,D,ATM_call,-0.0678,2.9322,-0.2832,False,False,1.1182,0.00417951,-0.00876699,2.0976,0.0
11,independent,D,OTM_call_1.10,-0.1224,2.8776,-0.2749,False,False,1.1158,0.00426207,-0.00908015,2.1305,0.0
11,independent,D,OTM_call_1.25,-0.1516,2.8484,-0.2708,False,False,1.1122,0.00398155,-0.00839496,2.1085,0.0
11,independent,D,OTM_put_0.90,-0.2029,2.7971,-0.1191,False,False,1.1041,0.00414347,-0.0095901,2.3145,0.0
12,coupled,A,ATM_call,0.5751,3.5751,0.0883,False,False,0.9898,2.493e-05,-0.00036814,14.7694,0.0
12,coupled,A,OTM_call_1.10,0.5338,3.5338,0.1112,False,False,0.9894,2.422e-05,-0.00037543,15.4978,0.0
12,coupled,A,OTM_call_1.25,0.4581,3.4581,0.05,False,False,0.9886,2.088e-05,-0.00033917,16.2434,0.0
12,coupled,A,OTM_put_0.90,0.159,3.159,-0.1547,False,False,0.9913,2.567e-05,-0.00030899,12.038,0.0
12,independent,A,ATM_call,0.3347,3.3347,0.1064,False,False,0.9959,0.00384973,0.00051201,0.133,0.0
12,independent,A,OTM_call_1.10,0.2961,3.2961,0.1044,False,False,0.9966,0.00394688,0.00045372,0.115,0.0
12,independent,A,OTM_call_1.25,0.2108,3.2108,0.0899,True,False,0.99,0.00369061,0.00033119,0.0897,0.0
12,independent,A,OTM_put_0.90,-0.3385,2.6615,0.1384,False,False,1.0602,0.00370991,0.00034024,0.0917,0.0
12,coupled,B,ATM_call,0.4587,3.4587,0.0686,False,False,0.9887,0.00012784,-0.00184084,14.3992,0.0
12,coupled,B,OTM_call_1.10,0.42,3.42,0.0852,False,False,0.9883,0.00012488,-0.00187557,15.0193,0.0
12,coupled,B,OTM_call_1.25,0.3602,3.3602,0.0357,False,False,0.9876,0.00010837,-0.00169554,15.6466,0.0
12,coupled,B,OTM_put_0.90,0.1441,3.1441,-0.1829,False,False,0.991,0.00012914,-0.00153381,11.8769,0.0
12,independent,B,ATM_call,0.301,3.301,0.1066,False,False,1.0207,0.00384936,-0.00095545,0.2482,0.0
12,independent,B,OTM_call_1.10,0.2631,3.2631,0.1051,False,False,1.0127,0.00394856,-0.00104204,0.2639,0.0
12,independent,B,OTM_call_1.25,0.1803,3.1803,0.0908,False,False,0.994,0.00369765,-0.00101843,0.2754,0.0
12,independent,B,OTM_put_0.90,-0.3335,2.6665,0.136,False,False,1.165,0.00370041,-0.00090855,0.2455,0.0
12,coupled,C,ATM_call,0.3133,3.3133,0.2263,False,False,0.9871,0.00026822,-0.00373451,13.9232,0.0
12,coupled,C,OTM_call_1.10,0.2897,3.2897,0.2307,False,False,0.9867,0.00026207,-0.00380278,14.5103,0.0
12,coupled,C,OTM_call_1.25,0.2511,3.2511,0.1827,False,False,0.986,0.00022821,-0.00344241,15.0845,0.0
12,coupled,C,OTM_put_0.90,-0.2688,2.7312,-0.0725,False,False,0.9905,0.00023464,-0.00309037,13.1704,0.0
12,independent,C,ATM_call,0.2631,3.2631,0.0997,False,False,1.0779,0.00385101,-0.00285103,0.7403,0.0
12,independent,C,OTM_call_1.10,0.2244,3.2244,0.0992,False,False,1.0698,0.00395179,-0.0029713,0.7519,0.0
12,independent,C,OTM_call_1.25,0.1435,3.1435,0.0856,False,False,1.0675,0.00370709,-0.00276295,0.7453,0.0
12,independent,C,OTM_put_0.90,-0.3314,2.6686,0.1333,False,False,1.2105,0.00369053,-0.00249496,0.676,0.0
12,coupled,D,ATM_call,0.1769,3.1769,0.1316,False,False,0.9807,0.00092825,-0.01150714,12.3966,0.0
12,coupled,D,OTM_call_1.10,0.1911,3.1911,0.1529,False,False,0.9808,0.0009002,-0.01172629,13.0262,0.0
12,coupled,D,OTM_call_1.25,0.1771,3.1771,0.1539,False,False,0.9801,0.0007882,-0.01070754,13.5848,0.0
12,coupled,D,OTM_put_0.90,0.2989,3.2989,0.0069,True,True,0.9908,0.00063778,-0.00945291,14.8216,0.0
12,independent,D,ATM_call,0.1285,3.1285,0.0171,False,False,1.065,0.00393829,-0.01058924,2.6888,0.0
12,independent,D,OTM_call_1.10,0.0923,3.0923,0.0282,False,False,1.062,0.00403693,-0.010859,2.6899,0.0
12,independent,D,OTM_call_1.25,0.0282,3.0282,0.0239,False,False,1.0577,0.00379699,-0.00997984,2.6284,0.0
12,independent,D,OTM_put_0.90,-0.2833,2.7167,0.1551,False,False,1.1016,0.00365695,-0.00892099,2.4395,0.0
13,coupled,A,ATM_call,-0.1374,2.8626,-0.2475,False,False,1.0195,6.082e-05,-0.00037048,6.0912,0.0
13,coupled,A,OTM_call_1.10,-0.1366,2.8634,-0.2343,False,False,1.0175,5.815e-05,-0.00037859,6.5111,0.0
13,coupled,A,OTM_call_1.25,-0.1486,2.8514,-0.2272,False,False,1.0147,4.883e-05,-0.00034453,7.0563,0.0
13,coupled,A,OTM_put_0.90,0.0804,3.0804,-0.0105,False,False,0.9885,2.041e-05,-0.00032753,16.0504,0.0
13,independent,A,ATM_call,0.8264,3.8264,0.2808,False,False,0.9897,0.0056185,-0.00043974,0.0783,0.0
13,independent,A,OTM_call_1.10,0.7485,3.7485,0.2333,False,False,0.9942,0.0056248,-0.00042118,0.0749,0.0
13,independent,A,OTM_call_1.25,0.5943,3.5943,0.1784,False,False,0.994,0.00505479,-0.00036623,0.0725,0.0
13,independent,A,OTM_put_0.90,0.0871,3.0871,-0.0206,False,False,1.0138,0.00483275,-2.129e-05,0.0044,0.0
13,coupled,B,ATM_call,-0.2015,2.7985,-0.2154,False,False,1.0202,0.00028413,-0.00182472,6.4222,0.0
13,coupled,B,OTM_call_1.10,-0.1695,2.8305,-0.2078,False,False,1.0181,0.00027243,-0.0018678,6.8561,0.0
13,coupled,B,OTM_call_1.25,-0.1435,2.8565,-0.2094,False,False,1.0153,0.00022888,-0.00170439,7.4468,0.0
13,coupled,B,OTM_put_0.90,-0.2639,2.7361,0.0024,False,False,0.9889,0.00010305,-0.00165052,16.0166,0.0
13,independent,B,ATM_call,0.8494,3.8494,0.2927,False,False,1.021,0.00553526,-0.00189612,0.3426,0.0
13,independent,B,OTM_call_1.10,0.7686,3.7686,0.2447,False,False,1.0131,0.00555056,-0.00191069,0.3442,0.0
13,independent,B,OTM_call_1.25,0.6112,3.6112,0.1888,False,False,1.0029,0.00500271,-0.00172411,0.3446,0.0
13,independent,B,OTM_put_0.90,0.116,3.116,-0.0166,False,False,1.0118,0.00483888,-0.00133072,0.275,0.0
13,coupled,C,ATM_call,0.1567,3.1567,-0.3211,False,False,1.0213,0.00052145,-0.00359276,6.8899,0.0
13,coupled,C,OTM_call_1.10,0.1661,3.1661,-0.3083,False,False,1.0191,0.00050154,-0.00368414,7.3457,0.0
13,coupled,C,OTM_call_1.25,0.2115,3.2115,-0.3178,False,False,1.016,0.00042212,-0.00337283,7.9902,0.0
