cell_id,pair,config_id,block,family,knob,s_cal,bin,ratio_V1,V2_median,V2_q10,V2_q90,err_folded,err_naive,lillie_p,ex_kurt,se_floor_eval,se_floor_sigma,se_floor_pred,theta,k,s_target,bisect,anchor,y0,width,strike,instrument,mu_hat,sigma_hat,theory_mr,empirical_mr,n_cal,n_eval
P3-I-dig_K+0.395,P3,Exp05dg-all5_s4,Exp05_diag,I,dig_K+0.395,6.945554444278587,OUT,0.9896430717990723,0.9917825369746075,0.9629674568536447,1.011907092770758,0.010465316734951527,0.010465316734875486,0.5176615183881791,0.1290148262834312,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,,,,0.39521108268106186,,0.39521108268106186,digital,-0.005347902560344492,0.0007699748959206326,0.0053479025603448945,0.005292514717501845,150,50
P3-I-dig_K-0.344,P3,Exp05dg-all5_s4,Exp05_diag,I,dig_K-0.344,7.6327967703000645,OUT,1.039597424823571,0.9876199771214603,0.9718381777405823,1.0200480464915618,0.038089190948401117,0.03808919094840149,0.9869352271746132,-0.07234173604998739,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,,,,0.39521108268106186,,-0.3442809383829135,digital,0.006732463172880957,0.000882044075780664,0.00673246317288096,0.006999051377246574,150,50
P3-I-bfly_w1.00,P3,Exp05dg-all5_s4,Exp05_diag,I,bfly_w1.00,8.561945747560285,OUT,1.0428567731356595,0.9895576218954871,0.9692878147548187,1.0283418026122393,0.041095550453009784,0.041095550453009784,0.9791817145923548,0.015526737537482571,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,,,,0.39521108268106186,1.0,,butterfly,0.004003777913363111,0.0004676247702812158,0.004003777913363111,0.004175366915081678,150,50
P3-R-th0.05_k2,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.05_k2,0.04999999999999743,B1,0.9872525951648523,0.9609478237800295,0.8431818336886509,1.0713318954366902,0.012911999317681312,0.9366043815878015,0.3816295416280213,0.719910420279334,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.567650248244145,2.0,0.05,,,,,,,1.0787175843171015e-05,0.00021574351686343138,0.00017235354940863337,0.0001701564889395469,150,50
P3-R-th0.05_k1,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.05_k1,0.05000000000000206,B1,0.993096105163229,1.004564838185254,0.9129656753663535,1.2093712583677292,0.00695188995392974,0.9369774098658432,0.8660205985868177,-0.36778079153189935,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5681068513745091,1.0,0.05,,,,,,,9.221593390443123e-06,0.00018443186780885487,0.0001473392457074014,0.00014632203104970835,150,50
P3-R-th0.15_k2,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.15_k2,0.14999999999999952,B1,1.0297470233883737,0.9598170769844518,0.8709070532858754,1.0813327687384398,0.02888770029214678,0.8194609485132553,0.39916819835399847,0.7089352895951686,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5613382848314672,2.0,0.15,,,,,,,3.2429008795109474e-05,0.00021619339196739717,0.00017443433456044906,0.00017962323679035413,150,50
P3-R-th0.15_k1,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.15_k1,0.1499999999999997,B1,0.9999428105434084,1.025153356017848,0.9156775036189914,1.237178583420879,5.719272741264667e-05,0.8140798164518976,0.8891894146734011,-0.3680552135123163,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5627879245021017,1.0,0.15,,,,,,,2.745871136491429e-05,0.00018305807576609565,0.00014769930450506358,0.00014769085766209997,150,50
P3-R-th0.2000_k1_bisect,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.2000_k1_bisect,0.19999999999999699,B1,0.9997359578516286,1.0371973783084223,0.9195734130172698,1.2458710959985773,0.00026411188504091754,0.7541712218046708,0.8600474096377052,-0.36810373751066106,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5601577585899478,1.0,0.2,True,,,,,,3.647656238542422e-05,0.00018238281192712384,0.0001484211756936149,0.00014838198624752096,150,50
P3-R-th0.2000_k2_bisect,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.2000_k2_bisect,0.1999999999999996,B1,1.0468042841610339,0.9587406195442008,0.863534335398529,1.083578092511521,0.044711590188556916,0.7652246243589129,0.4246814363242466,0.7031526324754243,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5581718133490385,2.0,0.2,True,,,,,,4.32854588722323e-05,0.00021642729436116196,0.00017612621025991828,0.0001843696714531295,150,50
P3-R-th0.25_k1,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.25_k1,0.24999999999998135,B1,0.9995665945198473,1.0471023676830575,0.9160605435911244,1.2519719663694806,0.0004335934019092047,0.6959868457882529,0.831047387936739,-0.3680942399273124,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.557546659148414,1.0,0.25,,,,,,,4.54287921894467e-05,0.00018171516875780034,0.00014949514251064798,0.00014943035049662766,150,50
P3-R-th0.25_k2,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.25_k2,0.25000000000000133,B2,1.0610127089809023,0.9559721262473898,0.859585978033012,1.0869222016896145,0.057504220698265475,0.7135930694585433,0.5613820846624764,0.6971754410818938,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5549979537473158,2.0,0.25,,,,,,,5.4166803980892714e-05,0.0002166672159235697,0.00017824982109804818,0.0001891253255586013,150,50
P3-R-th0.3250_k2_bisect,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.3250_k2_bisect,0.32500000000000095,B2,1.0773587980417965,0.9640059952910744,0.8585187527716044,1.088232209484205,0.07180411779474344,0.6407293844408086,0.5735405761690594,0.6878487215398028,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.55022265619139,2.0,0.325,True,,,,,,7.053749897655665e-05,0.00021703845838940444,0.0001822376037884192,0.0001963352857755084,150,50
P3-R-th0.3250_k1_bisect,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.3250_k1_bisect,0.32500000000000184,B2,0.9986874911099918,1.050779293013011,0.9122229832247037,1.2585718384324858,0.001314233833598389,0.6124279496878589,0.7609277616686175,-0.3679730682459117,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5536650157295901,1.0,0.325,True,,,,,,5.873652793713019e-05,0.00018072777826809186,0.00015174913005735612,0.00015154995797510482,150,50
P3-R-th0.40_k1,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.40_k1,0.39999999999999836,B2,0.9936060528159981,1.04575031221112,0.8995805543867765,1.2606941091442145,0.006435092827666079,0.5323678969281641,0.6645127087484466,-0.36772621231327074,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5498243822651967,1.0,0.4,,,,,,,7.190279579300356e-05,0.00017975698948250965,0.0001547487789720539,0.0001537593234525178,150,50
P3-R-th0.40_k2,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.40_k2,0.40000000000000535,B2,1.0935779691074452,0.9592209267241687,0.844225941562862,1.0890967112250292,0.08557045930965633,0.5751175487903357,0.7053639003431849,0.6780943947344977,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.545429039910417,2.0,0.4,,,,,,,8.696937605782735e-05,0.00021742344014456547,0.00018717498540188218,0.00020469044040350603,150,50
P3-R-th0.60_k2,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.60_k2,0.5999999999999988,B3,1.1210719834308747,0.9452862763737796,0.8156292900854787,1.0723043785204267,0.10799661861172537,0.42902371738911976,0.6173426402251492,0.650043215657532,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5325485774334395,2.0,0.6,,,,,,,0.00013111093211376764,0.00021851822018961316,0.00020482706260174297,0.00022962588133125593,150,50
P3-R-th0.60_k1,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.60_k1,0.599999999999999,B3,0.9892664397472825,1.0168289174966798,0.877485739882039,1.243815674741607,0.010850019591748758,0.35294932899766784,0.74293292461178,-0.3664768586640257,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5397749604791537,1.0,0.6,,,,,,,0.00010634820825787358,0.00017724701376312294,0.00016614168444410967,0.00016435839266364083,150,50
P3-R-th0.80_k2,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.80_k2,0.8000000000000014,B3,1.1271390826519612,0.9404060161459433,0.82806282980306,1.1021937787014748,0.11279804294677206,0.3178088275237602,0.46092791729024707,0.6191357792327983,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5195102086895214,2.0,0.8,,,,,,,0.0001757714516062279,0.0002197143145077845,0.00022859395159435838,0.0002576571768998519,150,50
P3-R-th0.80_k1,P3,Exp05dg-all5_s4,Exp05_diag,R,th0.80_k1,0.8000000000000016,B3,0.9917159011292171,1.0163477608753129,0.8835880849697517,1.2468605613553632,0.008353298420797847,0.22465261325083188,0.6205305763071223,-0.3644163595102321,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5299897371566478,1.0,0.8,,,,,,,0.00013987776269301183,0.00017484720336626445,0.00018191356003480002,0.00018040657011753565,150,50
P3-R-th1.00_k2,P3,Exp05dg-all5_s4,Exp05_diag,R,th1.00_k2,0.9999999999999983,B3,1.1215073696183362,0.9451435593924422,0.8588756803421292,1.1000060414800992,0.10834290786665698,0.23569908814950172,0.26535102556313583,0.585527093779457,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.5062927711450984,2.0,1.0,,,,,,,0.0002210148037354895,0.00022101480373548987,0.00025784270849562457,0.00028917249778019535,150,50
P3-R-th1.00_k1,P3,Exp05dg-all5_s4,Exp05_diag,R,th1.00_k1,0.9999999999999984,B3,0.9927184675480234,1.010402629908079,0.8938658204909835,1.2126372725936867,0.007334942070697755,0.13654360902187787,0.7121413735259369,-0.36160975266009654,0.10684533932698201,0.05773502691896257,0.12144653090653211,1.520450289848282,1.0,1.0,,,,,,,0.00017255228636069945,0.00017255228636069972,0.00020130483623894533,0.0001998390285411316,150,50
P3-R-theta0,P3,Exp05dg-all5_s4,Exp05_diag,R,theta0,8.30259453981292,OUT,1.014855143071612,0.9894996107166412,0.9704365526343504,1.0086733266934582,0.014637697973969547,0.014637697973969547,0.741658297616491,0.2753198273834636,0.10684533932698201,0.05773502691896257,0.12144653090653211,0.0,0.0,,,theta0,,,,,0.0034287744136314185,0.0004129762566616529,0.0034287744136314185,0.0034797093481061954,150,50
P1-I2-spr_K-0.619_-0.184,P1,Exp01-C,Exp01,I2,spread_K1-0.6187_K2-0.1839_starg0.05,0.05743144761018354,B1,0.9885958352036622,0.9523900270076808,0.8546121279105908,1.0762519255284189,0.011535720048818877,0.9273098643315846,0.004337773327118388,0.8261720103489667,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,0.05,,,,0.43478262424468994,-0.6187291145324707,digital_spread,1.393692881805464e-05,0.00024267068649656313,0.0001939424269552663,0.00019173067555726674,150,50
P1-I2-spr_K-0.819_-0.084,P1,Exp01-C,Exp01,I2,spread_K1-0.8194_K2-0.0836_starg0.15,0.1381020142096502,B1,0.9156025385030275,0.949823211861297,0.8129394665368926,1.0706881537262327,0.09217696319951102,0.8127431883029747,0.2197711453468915,0.7289660585243674,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,0.15,,,,0.7357859462499619,-0.8193979859352112,digital_spread,3.4641778935196044e-05,0.0002508419528378998,0.00020204847329392093,0.00018499609504857517,150,50
P1-I2-spr_K+0.050_+1.154,P1,Exp01-C,Exp01,I2,spread_K1+0.0502_K2+1.1538_starg0.30,0.2977062751293179,B2,1.1956753798412274,1.0069475789952675,0.8952806720357117,1.2392832271872858,0.1636525959639739,0.701091501932658,0.9754943656213388,-0.18985088160674035,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,0.3,,,,1.1036789193749428,0.05016722530126572,digital_spread,8.667195701360172e-05,0.00029113244917646793,0.00024250854933778712,0.00028996150184420366,150,50
P1-I2-spr_K-0.585_-0.217,P1,Exp01-C,Exp01,I2,spread_K1-0.5853_K2-0.2174_starg0.60,0.5962602992325552,B3,1.0293442561585364,0.9753369798321188,0.8609573821492865,1.05747151103149,0.02850771836824326,0.38090626879264844,0.01520321658353323,0.6055783720880612,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,0.6,,,,0.3678929954767227,-0.5852842926979065,digital_spread,-0.00014024325877481185,0.00023520475697496297,0.00022007207726834914,0.0002265299286770528,150,50
P1-I2-spr_K-0.719_-0.117,P1,Exp01-C,Exp01,I2,spread_K1-0.7191_K2-0.1171_starg1.00,1.0240265364708787,OUT,0.8825513212823594,1.0347102440082638,0.9623247827931131,1.1298322513320616,0.1330785823842924,0.019329083582287025,0.007158370492571439,0.9111763480707853,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,1.0,,,,0.6020066663622856,-0.7190635204315186,digital_spread,0.0002522064172505149,0.0002462889468857892,0.00029140222774253486,0.00025717742111879715,150,50
P2-I2-spr_K-0.351_-0.217,P2,Exp05ax-kappa4,Exp05_axis,I2,spread_K1-0.3512_K2-0.2174_starg0.05,0.051610614953554575,B1,1.187173862878433,1.0228784905672352,0.8844651684413117,1.150279423667564,0.15766339601228202,0.9455864885005304,0.44383748398799655,0.24176626747763663,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,0.05,,,,0.13377927243709564,-0.3511705696582794,digital_spread,1.911510740740141e-05,0.000370371626546273,0.00029590728873595874,0.00035129339902255195,150,50
P2-I2-spr_K-0.552_-0.084,P2,Exp05ax-kappa4,Exp05_axis,I2,spread_K1-0.5518_K2-0.0836_starg0.15,0.13873855177568004,B1,1.1913918797092655,1.0026071442290654,0.8670168982536777,1.1791597105053924,0.16064561373036285,0.8554396008449634,0.48379474072219797,0.05804434265590608,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,0.15,,,,0.46822743117809296,-0.5518394708633423,digital_spread,-0.0001281106797092472,0.0009233964033038449,0.00074384313802716,0.0008862086744230169,150,50
P2-I2-spr_K-1.221_+0.084,P2,Exp05ax-kappa4,Exp05_axis,I2,spread_K1-1.2207_K2+0.0836_starg0.30,0.29971709717461403,B2,1.0012916262447589,1.1055734147704996,0.9006643009939982,1.2255996765523027,0.0012899600984411022,0.6408562107953861,0.6521774817887276,-0.3534133374619488,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,0.3,,,,1.3043478280305862,-1.220735788345337,digital_spread,-0.00026457711135707975,0.0008827561518885863,0.0007357382346097766,0.0007366885334228712,150,50
P2-I2-spr_K+0.117_+1.120,P2,Exp05ax-kappa4,Exp05_axis,I2,spread_K1+0.1171_K2+1.1204_starg0.60,0.6020276699787491,B3,0.8311437187746529,0.9896997479074676,0.9031854686647963,1.0966819205901583,0.20316135153411288,0.22800221854596214,0.46927438143988487,-0.1418597545685687,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,0.6,,,,1.0033445283770561,0.11705685406923294,digital_spread,-0.0005328931166455046,0.0008851638275435331,0.0008305158613782924,0.000690278041527288,150,50
P2-I2-spr_K+0.084_+1.488,P2,Exp05ax-kappa4,Exp05_axis,I2,spread_K1+0.0836_K2+1.4883_starg1.00,1.0062865887378794,OUT,1.0389733777754189,1.0567305253964152,0.9422421562475676,1.1892286066095326,0.03751143061900786,0.17284768539423362,0.8002433369423552,-0.1843615415641917,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,1.0,,,,1.4046823233366013,0.08361203968524933,digital_spread,0.0007920333859521857,0.0007870853043421579,0.0009216235838141098,0.0009575423679128325,150,50
P3-I2-spr_K-1.355_+0.050,P3,Exp05dg-all5_s4,Exp05_diag,I2,spread_K1-1.3545_K2+0.0502_starg0.05,0.05132187097263106,B1,0.9356195856507729,1.0049436900179467,0.8762076348442953,1.217742086392315,0.06881046029455137,0.9313419183869912,0.6182144302517202,0.2155828041765866,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,0.05,,,,1.4046823009848595,-1.3545150756835938,digital_spread,2.2515137919221217e-05,0.0004387045423817089,0.0003504964653495152,0.0003279313576823739,150,50
P3-I2-spr_K-1.120_+0.017,P3,Exp05dg-all5_s4,Exp05_diag,I2,spread_K1-1.1204_K2+0.0167_starg0.15,0.15509526700017007,B1,0.9971020665561471,0.9784882378835911,0.851339730379288,1.1496125293891408,0.0029063558697274925,0.8073642124588533,0.7836621701296542,0.4361855935147898,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,0.15,,,,1.1371237896382809,-1.120401382446289,digital_spread,-6.477688389716482e-05,0.00041765867618058126,0.0003372434032281023,0.00033626609429116884,150,50
P3-I2-spr_K-0.418_-0.318,P3,Exp05dg-all5_s4,Exp05_diag,I2,spread_K1-0.4181_K2-0.3177_starg0.30,0.30214962385045024,B2,1.050748167120634,1.0192775544033448,0.9083314203299155,1.1539326185942052,0.0482971740599836,0.6552207412166745,0.8422481704750593,0.5653344069053103,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,0.3,,,,0.10033446550369263,-0.41806021332740784,digital_spread,-3.6113787290332765e-05,0.000119522860330309,9.968579183356767e-05,0.0001047446630570903,150,50
P3-I2-spr_K+0.217_+0.585,P3,Exp05dg-all5_s4,Exp05_diag,I2,spread_K1+0.2174_K2+0.5853_starg0.60,0.5957597126836195,B3,0.8498447511144037,1.0076619399645395,0.8788736175272566,1.1570825579521853,0.17668550483920428,0.2505942997434608,0.9068346900283337,-0.10612477510946894,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,0.6,,,,0.3678929954767227,0.21739129722118378,digital_spread,-0.0002882113344840794,0.0004837711049406511,0.00045253738996338855,0.0003845865255433978,150,50
P3-I2-spr_K-0.485_-0.284,P3,Exp05dg-all5_s4,Exp05_diag,I2,spread_K1-0.4849_K2-0.2843_starg1.00,1.0173680593969119,OUT,1.0167838956393487,0.9945689016449433,0.8989303754931993,1.1316022031926039,0.016506846451177285,0.1510198071853128,0.45885800646661035,0.6101898868996227,0.10684533932698201,0.05773502691896257,0.12144653090653211,,,1.0,,,,0.20066890120506287,-0.48494982719421387,digital_spread,-0.00022015424591226445,0.00021639586959587686,0.0002550356244019904,0.00025931611570626954,150,50
