family,gamma1,gamma2,s,mu,sigma,E_true,m_folded,delta,delta_rel,ratio_true,W1,bound_ok,slack,C3,C4,E_edge,edge_valid,edge_capture,ratio_edge
t6,0.0,3.0,5.0,5.0,1.0,5.000967555733707,5.00000010692331,0.0009674488103970091,0.00019345232689778403,1.0001934897579416,0.08043768250226532,True,0.012027308349786972,-1.4867195146263237e-05,7.136253670787438e-05,5.000009027240399,True,0.009220453829370978,1.0000017840633795
t8,0.0,1.5,0.0,0.0,1.0,0.7654655446197434,0.7978845608028654,-0.03241901618312204,-0.04235202539289561,0.9593687886998331,0.05647937949972395,True,0.5739973857765291,0.0,-0.7978845608028655,0.7480167757526863,True,0.46177364641493335,0.9375
t8,0.0,1.5,0.05,0.05,1.0,0.7665814998538156,0.7988817087733653,-0.032300208919549656,-0.04213538798641656,0.9595682207205061,0.05647937949972395,True,0.571893834628752,-0.03984439140947664,-0.7948956086190542,0.7492007332346744,True,0.4618992507933425,0.9378118499984521
t8,0.0,1.5,0.1,0.1,1.0,0.7699251889901243,0.8018706624094294,-0.03194547341930509,-0.04149165902885514,0.9601613141409656,0.05647937949972395,True,0.5656130379311485,-0.07939050949540263,-0.7859660440044833,0.7527477846591492,True,0.4622898804625447,0.9387396496054891
t8,0.0,1.5,0.15,0.15,1.0,0.77548413950262,0.8068439695268507,-0.031359830024230706,-0.04043903469688532,0.9611327205647695,0.05647937949972395,True,0.5552438837325396,-0.11834379927236649,-0.771207091924923,0.758643526281543,True,0.4629877391534072,0.9402605149623001
t8,0.0,1.5,0.25,0.25,1.0,0.7931575828872599,0.8226893964471603,-0.02953181355990042,-0.037233223506983854,0.9641033254014996,0.05647937949972395,True,0.5228777975516669,-0.19333405840142454,-0.7250027190053427,0.7773767265093264,True,0.46563199222680307,0.9449212909106162
t8,0.0,1.5,0.4,0.4,1.0,0.8355207817537958,0.860877673894906,-0.025356892141110143,-0.03034860735346987,0.970545301719364,0.05647937949972395,True,0.4489584050978123,-0.2946161122426585,-0.6186938357095833,0.822209309163057,True,0.47503532701637896,0.9550826256686388
t8,0.0,1.5,0.6,0.6,1.0,0.9194260075049566,0.9373454644835111,-0.01791945697855446,-0.01948983042929407,0.9808827613110302,0.05647937949972395,True,0.31727432449292475,-0.39986952347015975,-0.42652749170150395,0.910687496252167,True,0.5123450859449818,0.9715601459211916
t8,0.0,1.5,0.8,0.8,1.0,1.0307645706588575,1.0404144677895306,-0.009649897130673102,-0.009361882825003342,0.9907249491145819,0.05647937949972395,True,0.170856996237366,-0.4635064844183726,-0.2085779179882679,1.0273783479152638,True,0.649092348059312,0.9874702627867494
t8,0.0,1.5,1.0,1.0,1.0,1.1647476617223125,1.1666309411753726,-0.001883279453060105,-0.0016168991060907557,0.9983857110362916,0.05647937949972395,True,0.03334454928049112,-0.48394144903828695,2.4399969891786277e-16,1.1666309411753726,True,0.0,1.0
t8,0.0,1.5,1.5,1.5,1.0,1.5688568910718061,1.5586135875252092,0.010243303546596971,0.0065291510047159156,1.006572060983288,0.05647937949972395,True,0.1813635991990145,-0.38855278699767537,0.3237939891647291,1.5788507118480049,True,0.024355694358110802,1.0129840548579643
t8,0.0,1.5,2.0,2.0,1.0,2.028601118998015,2.0169814052336594,0.011619713764355666,0.005727944077096329,1.005760942433185,0.05647937949972395,True,0.20573373622867897,-0.2159638660527523,0.3239457990791286,2.037228017676105,True,0.25756358090735443,1.0100380759038776
t8,0.0,1.5,3.0,3.0,1.0,3.005435076656956,3.000764308634096,0.004670768022860372,0.0015541071105271787,1.0015565261188362,0.05647937949972395,True,0.08269864265918858,-0.02659109047162794,0.07090957459100765,3.0051961570460337,True,0.9488478961590199,1.0014769065331743
t8,0.0,1.5,5.0,5.0,1.0,5.000353647998296,5.00000010692331,0.0003535410749861967,7.070321418720525e-05,1.0000707082134852,0.05647937949972395,True,0.006259648709276713,-1.4867195146263237e-05,7.136253670787438e-05,5.000004567081854,True,0.012615672857822169,1.0000008920316896
t12,0.0,0.75,0.0,0.0,1.0,0.7782167679320615,0.7978845608028654,-0.01966779287080389,-0.025272897836764285,0.9753500771452285,0.03536542380057767,True,0.5561305579627362,0.0,-0.7978845608028655,0.7729506682777758,True,0.7322475537098505,0.9687499999999999
t12,0.0,0.75,0.05,0.05,1.0,0.779286526291922,0.7988817087733653,-0.01959518248144332,-0.02514502922908606,0.9754717347183596,0.03536542380057767,True,0.5540774116532218,-0.03984439140947664,-0.7948956086190542,0.7740412210040198,True,0.7323165888927321,0.9689059249992261
t12,0.0,0.75,0.1,0.1,1.0,0.7824923302255499,0.8018706624094294,-0.01937833218387952,-0.024764884504738603,0.9758335937548179,0.03536542380057767,True,0.547945708021262,-0.07939050949540263,-0.7859660440044833,0.7773092235342893,True,0.732530816270542,0.9693698248027446
t12,0.0,0.75,0.15,0.15,1.0,0.7878238052116774,0.8068439695268507,-0.019020164315173282,-0.0241426625970801,0.9764264652974638,0.03536542380057767,True,0.5378180796708734,-0.11834379927236649,-0.771207091924923,0.7827437479041969,True,0.7329120178300504,0.9701302574811501
t12,0.0,0.75,0.25,0.25,1.0,0.8047885235164041,0.8226893964471603,-0.017900872930756262,-0.022242952536824276,0.9782410311740222,0.03536542380057767,True,0.5061687661852328,-0.19333405840142454,-0.7250027190053427,0.8000330614782434,True,0.7343446849460553,0.9724606454553081
t12,0.0,0.75,0.4,0.4,1.0,0.8455406166104911,0.860877673894906,-0.015337057284414923,-0.018138758781211965,0.9821843941950257,0.03536542380057767,True,0.4336737874512451,-0.2946161122426585,-0.6186938357095833,0.8415434915289816,True,0.7393812250038816,0.9775413128343194
t12,0.0,0.75,0.6,0.6,1.0,0.9266019701988635,0.9373454644835111,-0.010743494284647603,-0.011594508354371272,0.988538383454421,0.03536542380057767,True,0.3037852549209976,-0.39986952347015975,-0.42652749170150395,0.9240164803678391,True,0.7593436769711873,0.9857800729605958
t12,0.0,0.75,0.8,0.8,1.0,1.0348179463025757,1.0404144677895306,-0.005596521486954886,-0.0054082184281316,0.994620873065284,0.03536542380057767,True,0.15824839307774594,-0.4635064844183726,-0.2085779179882679,1.0338964078523973,True,0.8353372800718378,0.9937351313933748
t12,0.0,0.75,1.0,1.0,1.0,1.1659032440020443,1.1666309411753726,-0.0007276971733283233,-0.0006241488537508927,0.9993762404650479,0.03536542380057767,True,0.02057651500040661,-0.48394144903828695,2.4399969891786277e-16,1.1666309411753726,True,0.0,1.0
t12,0.0,0.75,1.5,1.5,1.0,1.5654787563352133,1.5586135875252092,0.006865168810004096,0.0043853477935883725,1.0044046637761606,0.03536542380057767,True,0.1941209258148904,-0.38855278699767537,0.3237939891647291,1.568732149686607,True,0.5261014781380607,1.006492027428982
t12,0.0,0.75,2.0,2.0,1.0,2.0244320761579284,2.0169814052336594,0.007450670924268987,0.0036803758505986797,1.0036939710524528,0.03536542380057767,True,0.2106767040678666,-0.2159638660527523,0.3239457990791286,2.027104711454882,True,0.6412893115104341,1.0050190379519388
t12,0.0,0.75,3.0,3.0,1.0,3.0032911228975503,3.000764308634096,0.002526814263454469,0.0008413484274600124,1.0008420568907008,0.03536542380057767,True,0.07144872001825679,-0.02659109047162794,0.07090957459100765,3.002980232840065,True,0.8769636288738227,1.0007384532665873
t12,0.0,0.75,5.0,5.0,1.0,5.00008533938146,5.00000010692331,8.523245814995306e-05,1.7046200687546028e-05,1.0000170464912654,0.03536542380057767,True,0.002410050523657541,-1.4867195146263237e-05,7.136253670787438e-05,5.000002337002583,True,0.026164671543732032,1.000000446015845
t20,0.0,0.375,0.0,0.0,1.0,0.7868850334462727,0.7978845608028654,-0.010999527356592709,-0.013978569789818908,0.9862141368601938,0.020223338167207505,True,0.5439026567052433,0.0,-0.7978845608028655,0.7854176145403207,True,0.8665925490814369,0.984375
t20,0.0,0.375,0.05,0.05,1.0,0.787923032259963,0.7988817087733653,-0.010958676513402321,-0.013908308381302244,0.9862824791291959,0.020223338167207505,True,0.5418826715350092,-0.03984439140947664,-0.7948956086190542,0.7864614648886925,True,0.8666292075066749,0.984452962499613
t20,0.0,0.375,0.1,0.1,1.0,0.7910340052991702,0.8018706624094294,-0.010836657110259162,-0.013699356838851349,0.9864857792930126,0.020223338167207505,True,0.5358490779643388,-0.07939050949540263,-0.7859660440044833,0.7895899429718594,True,0.8667428236754153,0.9846849124013723
t20,0.0,0.375,0.15,0.15,1.0,0.7962089112532891,0.8068439695268507,-0.010635058273561593,-0.013357120377893359,0.9868189406189672,0.020223338167207505,True,0.5258804548304753,-0.11834379927236649,-0.771207091924923,0.7947938587155238,True,0.866944543098266,0.9850651287405751
t20,0.0,0.375,0.25,0.25,1.0,0.8126848400384553,0.8226893964471603,-0.010004556408705012,-0.01231049961290235,0.9878392058389104,0.020223338167207505,True,0.4947035116550429,-0.19333405840142454,-0.7250027190053427,0.8113612289627018,True,0.8676991740881348,0.986230322727654
t20,0.0,0.375,0.4,0.4,1.0,0.8523201868307337,0.860877673894906,-0.008557487064172253,-0.01004022572314332,0.9900595783539661,0.020223338167207505,True,0.4231490861409007,-0.2946161122426585,-0.6186938357095833,0.8512105827119437,True,0.8703352852923828,0.9887706564171597
