source,cell,s,gamma1,gamma2,ratio_obs,ratio_pred_edge,ratio_pred_null,caveat
tree_percell,heston_RF/2-42/call_0.9,0.5714893913948412,-2.4357224932172485,6.347574347637698,0.6522997059580895,1.039496039229279,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/2-42/call_1.0,0.5779720343452827,-2.431041400610948,6.299257269873513,0.6516334604349753,1.0432273325155643,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/2-42/call_1.1,0.5837926029600945,-2.4251355566454214,6.243946941163417,0.6511478623450772,1.046636528732596,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/2-42/digital_1.0,0.22735889405023077,-2.5545051876097773,9.612198986875757,0.741440955135334,0.7311333022290973,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/2-43/call_0.9,2.213997645935291,-0.6157679745404276,0.9141361872391012,0.9957759690205225,1.0116281485481853,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/2-43/call_1.0,2.2163077042807595,-0.6158078183697518,0.917788073835291,0.9958080002582361,1.011595145814405,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/2-43/call_1.1,2.218935494439705,-0.6158591547754941,0.9219666677991278,0.9958441601729069,1.0115578253487305,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/2-43/digital_1.0,2.112374736281448,-0.6222888565315314,0.7768352932173421,0.9941418857167136,1.0133563851309904,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-12/call_0.9,0.11126066541093295,-9.560884250024078,91.67258207917531,0.14006077022973573,-2.550976348671132,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-12/call_1.0,0.11124030677514082,-9.560845803803756,91.66887883852402,0.13979167325928285,-2.5508916832575443,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-12/call_1.1,0.11122358326908138,-9.56059237207345,91.66177484475018,0.13955624283338455,-2.550661086218112,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-12/digital_1.0,0.11182280568549485,-9.453154970010537,90.41714202199944,0.15348225165787516,-2.5001427305632626,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-13/call_0.9,0.024178661450470186,-9.464378312610407,90.54696247085273,0.24597824577606198,-2.7302640017920026,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-13/call_1.0,0.03863747837701069,-9.494054983481801,90.90341347687634,0.22825924408716536,-2.7153009391281326,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-13/call_1.1,0.05135732715365771,-9.515441681634824,91.15650671255,0.2126082651135146,-2.6969622395401767,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-13/digital_1.0,0.5948618772529869,-3.8252012857996105,30.517667342809553,0.8082055493785095,0.683732196130461,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-19/call_0.9,0.03311119998859986,-5.987824020419966,110.39264955874317,0.1464232428091394,-3.5566093718788676,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-19/call_1.0,0.03315830343188186,-6.0044791565359255,110.49192279326908,0.14638043460115233,-3.5605692109296534,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-19/call_1.1,0.03321410183408048,-6.024151961921125,110.60934820507134,0.14633026664047644,-3.5652526752877103,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-19/digital_1.0,0.03290637123167836,-5.915435495145718,109.96460001989043,0.14660722061219592,-3.5395370595855593,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-20/call_0.9,0.17730975681399935,-7.035048476914937,56.742735624130965,0.2201129486276593,-1.017942859062004,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-20/call_1.0,0.17733044007019114,-7.030931086508574,56.66436030316001,0.2199190017089497,-1.0149403078274386,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-20/call_1.1,0.17735837613818242,-7.02613702418265,56.574009872373225,0.2197599521422209,-1.011469643813736,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-20/digital_1.0,0.17527432243304947,-7.228879238984644,60.91866815677571,0.22924144285544043,-1.1814202610380165,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-21/call_0.9,0.17730975681385308,-7.035048476914618,56.742735624126574,0.22011294862781106,-1.0179428590622308,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-21/call_1.0,0.17733044007006668,-7.030931086507767,56.66436030314458,0.21991900170861678,-1.0149403078271886,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-21/call_1.1,0.17735837613831784,-7.026137024182018,56.574009872363504,0.21975995214219524,-1.0114696438130153,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-21/digital_1.0,0.17527432243128988,-7.228879238997999,60.91866815704656,0.2292414428556649,-1.181420261053154,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-22/call_0.9,0.17701342931306674,-7.035550393930427,56.74620764762064,0.21885318681594643,-1.0188514534933164,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-22/call_1.0,0.17708175564358378,-7.031231240308741,56.66596545903235,0.21886655354769127,-1.015654453286847,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-22/call_1.1,0.17715197639185754,-7.026298402903187,56.57439671123942,0.21889036784490995,-1.012027280940488,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-22/digital_1.0,0.17298689777854007,-7.306322189207519,61.80913046034749,0.21766114461537692,-1.2205483574866998,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-23/call_0.9,0.17405510988550968,-7.029954409254502,56.69747914400608,0.22389856813680742,-1.0249238378649006,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-23/call_1.0,0.17461920515955343,-7.02735695593962,56.633611997610444,0.2230848865235062,-1.0210080704412208,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-23/call_1.1,0.17512385041096565,-7.023675276283071,56.55372036856739,0.22237816675737304,-1.0166521852450547,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-23/digital_1.0,0.14111127966899453,-6.7073582550921005,56.356675942617926,0.26145609104772527,-1.1015633108679643,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-24/call_0.9,0.17375940946930593,-7.030477804075399,56.70118675273165,0.2226383424356939,-1.0258327094446087,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-24/call_1.0,0.17437100495520505,-7.027672301972779,56.635383350621595,0.22203202107024111,-1.0217222733902918,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-24/call_1.1,0.17491781961924638,-7.023847138730561,56.55422161824695,0.22150822892355487,-1.0172097488110792,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-24/digital_1.0,0.13877289530116654,-6.778203691670529,57.171314062613945,0.25015768519123355,-1.1380514953650267,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-32/call_0.9,0.033111199984846316,-5.987824019908043,110.39264955588764,0.14642324280309618,-3.556609371768984,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-32/call_1.0,0.03315830344252812,-6.004479155887935,110.49192278994913,0.14638043462304645,-3.5605692107780977,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-32/call_1.1,0.03321410183460043,-6.024151961093159,110.60934819947046,0.14633026666384655,-3.5652526750585936,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-32/digital_1.0,0.03290637123728517,-5.915435495338178,109.96460002107892,0.1466072206479653,-3.5395370596250313,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-33/call_0.9,0.08242913947554802,-12.752476940319633,170.17972603872693,0.12845818820515129,-5.820996134519729,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-33/call_1.0,0.08183869019253116,-13.072028300124138,176.38914315731273,0.12366614028937954,-6.074535769693036,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-33/call_1.1,0.08120312298875865,-13.318907925251526,181.18311405420096,0.11922494672853222,-6.2712091116678135,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-33/digital_1.0,0.05833425042186133,-5.381086165425257,85.38963530506764,0.1713376535876949,-2.481616417078519,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-34/call_0.9,0.5712330949578749,-2.705584873567331,8.285643683090061,0.621909184971146,1.018328453371129,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-34/call_1.0,0.5720618251457431,-2.703030987174813,8.266449852532618,0.6218832374959834,1.019041639596388,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-34/call_1.1,0.5728441021097045,-2.7001744184143077,8.24509372814872,0.6219017270500018,1.0197477035414657,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-34/digital_1.0,0.5237792731404476,-2.8435816959144704,9.378922423367726,0.6197680354914711,0.9728312918945065,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-35/call_0.9,0.5712330949579068,-2.7055848735679295,8.285643683094165,0.6219091849709792,1.0183284533711054,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-35/call_1.0,0.5720618251459401,-2.7030309871745146,8.266449852530478,0.6218832374959621,1.0190416395965287,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-35/call_1.1,0.572844102109686,-2.7001744184145813,8.245093728150932,0.6219017270498879,1.0197477035414286,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-35/digital_1.0,0.5237792731420249,-2.8435816959114124,9.378922423357706,0.619768035490554,0.9728312918956463,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-36/call_0.9,0.5484586813493826,-2.9514564217160495,10.160086827192227,0.603226490732091,0.9803413651385202,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-36/call_1.0,0.5495416634536057,-2.94263367385114,10.079071476025755,0.603486469213929,0.9822995095291015,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-36/call_1.1,0.5506334182960086,-2.9325645412894263,9.986899914388848,0.6038273112436838,0.9844089994595429,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-36/digital_1.0,0.4856433364451239,-3.579065759973795,16.714190499116924,0.5814452821818623,0.8068330679182042,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-37/call_0.9,0.548458681349426,-2.9514564217158776,10.160086827190593,0.6032264907320458,0.9803413651385763,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-37/call_1.0,0.5495416634536197,-2.942633673850688,10.079071476022426,0.6034864692138586,0.9822995095291532,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-37/call_1.1,0.5506334182960594,-2.9325645412894894,9.98689991438996,0.6038273112436584,0.9844089994595596,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-37/digital_1.0,0.4856433364454098,-3.5790657599720332,16.714190499113503,0.5814452821818463,0.8068330679185167,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-38/call_0.9,0.5484601141979565,-2.9514593821514845,10.16010448224512,0.6032253213747487,0.9803422385603872,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-38/call_1.0,0.5495428597671824,-2.942636132448418,10.0790860854502,0.6034854933768122,0.982300234698744,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-38/call_1.1,0.5506344062233065,-2.93256656018964,9.98691185967893,0.6038265058775607,0.9844095944491889,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-38/digital_1.0,0.4856561363321405,-3.5791013011814052,16.714460654909068,0.5814345026088275,0.8068437234491713,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-39/call_0.9,0.5483154159651229,-2.9519438743890065,10.162210314729764,0.6031210065683015,0.9802227379535843,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-39/call_1.0,0.549421183483429,-2.9430313927771574,10.08078422386846,0.6033978050163286,0.9822013530377494,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-39/call_1.1,0.550533226741745,-2.9328865928006715,9.98827147951573,0.6037536226743642,0.9843286951824298,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-39/digital_1.0,0.4846269375987976,-3.5900812753769835,16.78600445928381,0.5806852954121144,0.8045084273355194,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-40/call_0.9,0.5253203105844185,-2.7448085862729807,8.331418423671357,0.6195724746113924,0.991535775134196,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-40/call_1.0,0.5321479834809145,-2.7385905965820307,8.263939823811757,0.6186961610712197,0.9970007603493687,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-40/call_1.1,0.5382735293999007,-2.731035087326669,8.18793660362436,0.6180317692128705,1.002040004837907,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-40/digital_1.0,0.16779177963152697,-2.899588034428229,12.472731809739576,0.7195909815341043,0.5877386585242963,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-41/call_0.9,0.591506205717443,-2.6017728478161897,7.634603124594847,0.6370727813863676,1.0356502336109104,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-41/call_1.0,0.5925545639520041,-2.5944443434303666,7.574330527537732,0.6373072370563586,1.0368683116154767,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-41/call_1.1,0.5936113926216016,-2.586083603636738,7.505866726011243,0.6376152518908053,1.038167398766808,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-41/digital_1.0,0.5301173318000897,-3.1320156064455764,12.63105660824922,0.617140581776837,0.9223235486806985,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-42/call_0.9,0.5716271108073259,-2.435568304599279,6.347190977191328,0.6523670262535808,1.039558976642384,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-42/call_1.0,0.5780863951868057,-2.43089958951292,6.298882215668836,0.6516886069025539,1.043278753880384,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-42/call_1.1,0.583886633878387,-2.42500873944908,6.243597442936101,0.6511926736288256,1.0466780618258043,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-42/digital_1.0,0.22874339839287258,-2.559583655499402,9.648976024413871,0.7394662566131416,0.730904999529864,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-44/call_0.9,0.6112676958473127,-3.02118203686109,9.964225840947345,0.6519296124366843,1.0335325378637694,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-44/call_1.0,0.6158104285933442,-3.0012568306619376,9.836209177506019,0.6546096759224651,1.0374657355898038,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-44/call_1.1,0.6207024293127302,-2.977928273537862,9.68664829648993,0.6576960661962508,1.0416721500406279,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/7-44/digital_1.0,0.42692235585581173,-3.796104547117352,15.418044129807775,0.5292897245911933,0.7862010235695669,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-13/call_0.9,1.0612006379298777,1.195079648941789,0.989916161711546,0.88323583653647,0.9225386482405364,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-13/call_1.0,1.0612611422724287,1.195012087321094,0.9905602155606972,0.8832616317694906,0.9225496036678202,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-13/call_1.1,1.061327290786046,1.1949228476566094,0.9912209353776138,0.8832903663881921,0.9225625192214604,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-13/digital_1.0,1.060925924999526,1.1954755002339479,0.9876539526724519,0.8831203500756251,0.9224843128995023,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-19/call_0.9,0.11093501337987545,9.562620371352862,91.69884552160896,0.13858517260808495,-2.902347314724743,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-19/call_1.0,0.11096717710902923,9.562081065738042,91.68801575953026,0.13855895556763595,-2.901893182551878,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-19/call_1.1,0.11099700498303268,9.561456380616633,91.67554664771573,0.1385377232976142,-2.9013711355987795,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-19/digital_1.0,0.10919352156304532,9.593855948614342,92.33888721849222,0.13989599662135296,-2.929142706367576,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-20/call_0.9,0.061509174519832774,-0.376179219455195,34.73978326772566,0.25652001279472725,-0.43273074702761555,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-20/call_1.0,0.06155863701282755,-0.3761017864701759,34.71027697411936,0.2565168992188078,-0.4314908202802944,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-20/call_1.1,0.061610684459368584,-0.37574997238740704,34.67680591237489,0.25652492325751947,-0.43008869415114276,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-20/digital_1.0,0.05862434737999299,-0.39573088259856315,36.55811379934625,0.25626986717506695,-0.5089610569431058,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-21/call_0.9,0.06150917451971014,-0.37617921945713917,34.73978326772123,0.2565200127946369,-0.43273074702746317,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-21/call_1.0,0.06155863701271633,-0.3761017864686008,34.710276974112254,0.2565168992188723,-0.4314908202800628,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-21/call_1.1,0.061610684459464146,-0.37574997238808244,34.676805912370085,0.25652492325760884,-0.43008869415089673,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-21/digital_1.0,0.05862434737877963,-0.39573088263829503,36.55811379937702,0.25626986717509254,-0.5089610569445026,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-22/call_0.9,0.061283563786097776,-0.3758216668055947,34.733661314109284,0.25747159571464556,-0.43257489838508817,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-22/call_1.0,0.06137020698969269,-0.3758092652831392,34.70563085559836,0.257311873654838,-0.43137992518241536,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-22/call_1.1,0.06145495177145713,-0.37551299989463593,34.673307537528686,0.2571817688565536,-0.43001112110549755,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-22/digital_1.0,0.05634239800268201,-0.38773533632972546,36.20155824658325,0.26503719027912237,-0.4952173696279088,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-23/call_0.9,0.059108430007767124,-0.38041838632951946,34.72217028260937,0.25935751935502055,-0.4329424918178647,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-23/call_1.0,0.05955587219919034,-0.3796725639092791,34.6980640058092,0.25888961897808316,-0.43177173989958695,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-23/call_1.1,0.059957959794946905,-0.378720222835885,34.66852377060185,0.25848702752644065,-0.43039590324081556,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-23/digital_1.0,0.03489930391745324,-0.38689706698124837,34.89981085019606,0.28095439742360256,-0.4483724915782916,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-32/call_0.9,0.1109350133799679,9.562620371352233,91.69884552159581,0.13858517260836958,-2.9023473147241847,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-32/call_1.0,0.1109671771089441,9.562081065737367,91.68801575951362,0.13855895556768305,-2.9018931825511993,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-32/call_1.1,0.11099700498310304,9.561456380615887,91.67554664770088,0.1385377232976126,-2.901371135598153,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-32/digital_1.0,0.10919352156279045,9.593855948605354,92.33888721828224,0.1398959966220409,-2.9291427063588995,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-33/call_0.9,0.10765799913367587,9.536263489927274,91.36942105479554,0.1423894275629323,-2.888796991311766,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-33/call_1.0,0.10768627133092248,9.535665578304064,91.35789877459707,0.1423672239711049,-2.888315237937385,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-33/call_1.1,0.10771226858716637,9.534983843952174,91.34475923742949,0.14234996716934623,-2.8877663219561276,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-33/digital_1.0,0.10613218791554174,9.570641617683918,92.04668775277962,0.14347612574414087,-2.9170818974614674,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-34/call_0.9,0.4581073591874647,-0.9854519897434038,8.75162579997261,0.6292979732111026,0.8262423567450576,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-34/call_1.0,0.4588575572528952,-0.9838269111014358,8.738421757926176,0.6293368139051508,0.826912430041633,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-34/call_1.1,0.45956793038161287,-0.982065094962595,8.72372407657578,0.6294129220793531,0.8275906569444716,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-34/digital_1.0,0.4159201789932823,-1.0857851082325682,9.506978932346646,0.6242547156779152,0.7867589280868247,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-35/call_0.9,0.4581073591874721,-0.9854519897430617,8.751625799977402,0.6292979732108824,0.8262423567449114,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-35/call_1.0,0.45885755725303884,-0.9838269111004028,8.738421757926474,0.6293368139050977,0.8269124300416401,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-35/call_1.1,0.45956793038158916,-0.9820650949626252,8.723724076577525,0.6294129220792196,0.8275906569444139,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-35/digital_1.0,0.4159201789944552,-1.0857851082242653,9.50697893235277,0.6242547156768509,0.7867589280868631,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-36/call_0.9,0.44987604517484686,-1.4419909973280796,9.42302487371538,0.614263180157212,0.8314633876840315,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-36/call_1.0,0.4507561353847537,-1.4330594755762622,9.372102393668788,0.6145420083841312,0.8328557215460579,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-36/call_1.1,0.45162743858295124,-1.4228826039524252,9.314386630270944,0.6148904989806746,0.8343443872418616,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-36/digital_1.0,0.39955906555869036,-2.0849698245458703,13.80602572832477,0.5925316259644057,0.7050985849660708,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-37/call_0.9,0.4498760451748846,-1.441990997327659,9.42302487371611,0.6142631801572122,0.8314633876840096,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-37/call_1.0,0.4507561353847609,-1.4330594755756842,9.372102393667445,0.6145420083841147,0.8328557215460634,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
tree_percell,heston_RF/12-37/call_1.1,0.45162743858299664,-1.4228826039524503,9.314386630271711,0.6148904989806677,0.8343443872418701,1.0,cross_class near-pair set (not b5-387); heston_RF; measured moments have sampling error
