block,config_id,payoff,n_cal,n_test,r_eff,sigma_delta,mu_delta,theory_mr,empirical_mr,ratio,in_range,exp,pair,proto_pair,axis,step,diag,scale,window,clipped,n_seeds,scenario
Exp05_axis,Exp05ax-kappa4,OTM_K110,150,50,2.168,0.000846,-0.00552938,0.00552938,0.0052962,0.9578,True,exp05_axis,,,kappa,0.3,,,,,,
Exp05_axis,Exp05ax-kappa4,OTM_K125,150,50,2.168,0.000758,-0.00527782,0.00527782,0.00506659,0.96,True,exp05_axis,,,kappa,0.3,,,,,,
Exp05_axis,Exp05ax-kappa5,ATM,150,50,4.105,0.001548,-0.01220663,0.01220663,0.01173492,0.9614,True,exp05_axis,,,kappa,1.0,,,,,,
Exp05_axis,Exp05ax-kappa5,OTM_K110,150,50,4.105,0.001493,-0.01305765,0.01305765,0.01261225,0.9659,True,exp05_axis,,,kappa,1.0,,,,,,
Exp05_axis,Exp05ax-kappa5,OTM_K125,150,50,4.105,0.001325,-0.01269403,0.01269403,0.0123298,0.9713,True,exp05_axis,,,kappa,1.0,,,,,,
Exp05_axis,Exp05ax-omega1,ATM,150,50,2.176,5.5e-05,-0.00045002,0.00045002,0.00044762,0.9947,True,exp05_axis,,,omega,0.002,,,,,,
Exp05_axis,Exp05ax-omega1,OTM_K110,150,50,2.176,5.3e-05,-0.00046013,0.00046013,0.00045859,0.9967,True,exp05_axis,,,omega,0.002,,,,,,
Exp05_axis,Exp05ax-omega1,OTM_K125,150,50,2.176,4.4e-05,-0.00042078,0.00042078,0.00041997,0.9981,True,exp05_axis,,,omega,0.002,,,,,,
Exp05_axis,Exp05ax-omega2,ATM,150,50,2.279,0.000267,-0.00225788,0.00225788,0.00224185,0.9929,True,exp05_axis,,,omega,0.01,,,,,,
Exp05_axis,Exp05ax-omega2,OTM_K110,150,50,2.279,0.000256,-0.00230676,0.00230676,0.00229579,0.9952,True,exp05_axis,,,omega,0.01,,,,,,
Exp05_axis,Exp05ax-omega2,OTM_K125,150,50,2.279,0.000215,-0.00211151,0.00211151,0.00210511,0.997,True,exp05_axis,,,omega,0.01,,,,,,
Exp05_axis,Exp05ax-omega3,ATM,150,50,2.209,0.000558,-0.00449751,0.00449751,0.00445048,0.9895,True,exp05_axis,,,omega,0.02,,,,,,
Exp05_axis,Exp05ax-omega3,OTM_K110,150,50,2.209,0.000536,-0.00459492,0.00459492,0.00455844,0.9921,True,exp05_axis,,,omega,0.02,,,,,,
Exp05_axis,Exp05ax-omega3,OTM_K125,150,50,2.209,0.000455,-0.00421449,0.00421449,0.00419007,0.9942,True,exp05_axis,,,omega,0.02,,,,,,
Exp05_axis,Exp05ax-omega4,ATM,150,50,2.537,0.00139,-0.01276307,0.01276307,0.01286473,1.008,True,exp05_axis,,,omega,0.06,,,,,,
Exp05_axis,Exp05ax-omega4,OTM_K110,150,50,2.537,0.001341,-0.01309171,0.01309171,0.01320947,1.009,True,exp05_axis,,,omega,0.06,,,,,,
Exp05_axis,Exp05ax-omega4,OTM_K125,150,50,2.537,0.001175,-0.01214192,0.01214192,0.01227478,1.0109,True,exp05_axis,,,omega,0.06,,,,,,
Exp05_axis,Exp05ax-omega5,ATM,150,50,6.634,0.001133,-0.03695259,0.03695259,0.0371178,1.0045,True,exp05_axis,,,omega,0.2,,,,,,
Exp05_axis,Exp05ax-omega5,OTM_K110,150,50,6.634,0.001145,-0.03832159,0.03832159,0.03846817,1.0038,True,exp05_axis,,,omega,0.2,,,,,,
Exp05_axis,Exp05ax-omega5,OTM_K125,150,50,6.634,0.001084,-0.03657202,0.03657202,0.0367085,1.0037,True,exp05_axis,,,omega,0.2,,,,,,
Exp05_axis,Exp05ax-xi1,ATM,150,50,3.983,3.3e-05,6.831e-05,6.876e-05,6.447e-05,0.9376,True,exp05_axis,,,xi,0.003,,,,,,
Exp05_axis,Exp05ax-xi1,OTM_K110,150,50,3.983,3.1e-05,9.297e-05,9.3e-05,8.683e-05,0.9337,True,exp05_axis,,,xi,0.003,,,,,,
Exp05_axis,Exp05ax-xi1,OTM_K125,150,50,3.983,2.7e-05,0.00010878,0.00010878,0.00010203,0.938,True,exp05_axis,,,xi,0.003,,,,,,
Exp05_axis,Exp05ax-xi2,ATM,150,50,3.987,0.000159,0.00034387,0.0003456,0.00032818,0.9496,True,exp05_axis,,,xi,0.015,,,,,,
Exp05_axis,Exp05ax-xi2,OTM_K110,150,50,3.987,0.000151,0.00046562,0.00046571,0.00044077,0.9465,True,exp05_axis,,,xi,0.015,,,,,,
Exp05_axis,Exp05ax-xi2,OTM_K125,150,50,3.987,0.000127,0.00054145,0.00054145,0.00051573,0.9525,True,exp05_axis,,,xi,0.015,,,,,,
Exp05_axis,Exp05ax-xi3,ATM,150,50,3.938,0.000315,0.0006978,0.00070074,0.00067691,0.966,True,exp05_axis,,,xi,0.03,,,,,,
Exp05_axis,Exp05ax-xi3,OTM_K110,150,50,3.938,0.000299,0.00093901,0.00093914,0.00089813,0.9563,True,exp05_axis,,,xi,0.03,,,,,,
Exp05_axis,Exp05ax-xi3,OTM_K125,150,50,3.938,0.000252,0.00108429,0.00108429,0.00104113,0.9602,True,exp05_axis,,,xi,0.03,,,,,,
Exp05_axis,Exp05ax-xi4,ATM,150,50,4.457,0.000767,0.00217264,0.00217368,0.00213904,0.9841,True,exp05_axis,,,xi,0.09,,,,,,
Exp05_axis,Exp05ax-xi4,OTM_K110,150,50,4.457,0.000732,0.00286645,0.00286647,0.00281156,0.9808,True,exp05_axis,,,xi,0.09,,,,,,
Exp05_axis,Exp05ax-xi4,OTM_K125,150,50,4.457,0.00063,0.00323605,0.00323605,0.0031626,0.9773,True,exp05_axis,,,xi,0.09,,,,,,
Exp05_axis,Exp05ax-xi5,ATM,150,50,3.988,0.001402,0.0091125,0.0091125,0.00900464,0.9882,True,exp05_axis,,,xi,0.3,,,,,,
Exp05_axis,Exp05ax-xi5,OTM_K110,150,50,3.988,0.001368,0.01122907,0.01122907,0.01113613,0.9917,True,exp05_axis,,,xi,0.3,,,,,,
Exp05_axis,Exp05ax-xi5,OTM_K125,150,50,3.988,0.001162,0.01151835,0.01151835,0.01144588,0.9937,True,exp05_axis,,,xi,0.3,,,,,,
Exp05_axis,Exp05ax-rho1,ATM,150,50,3.231,4.5e-05,-7.795e-05,7.95e-05,7.693e-05,0.9676,True,exp05_axis,,,rho,0.005,,,,,,
Exp05_axis,Exp05ax-rho1,OTM_K110,150,50,3.231,4.5e-05,-0.00010181,0.00010215,0.00010192,0.9977,True,exp05_axis,,,rho,0.005,,,,,,
Exp05_axis,Exp05ax-rho1,OTM_K125,150,50,3.231,4.1e-05,-0.00012769,0.00012771,0.00012918,1.0115,True,exp05_axis,,,rho,0.005,,,,,,
Exp05_axis,Exp05ax-rho2,ATM,150,50,3.426,0.000223,-0.00038876,0.00039615,0.00038803,0.9795,True,exp05_axis,,,rho,0.025,,,,,,
Exp05_axis,Exp05ax-rho2,OTM_K110,150,50,3.426,0.000221,-0.00050764,0.00050929,0.00051235,1.006,True,exp05_axis,,,rho,0.025,,,,,,
Exp05_axis,Exp05ax-rho2,OTM_K125,150,50,3.426,0.000205,-0.00063633,0.00063644,0.00064553,1.0143,True,exp05_axis,,,rho,0.025,,,,,,
Exp05_axis,Exp05ax-rho3,ATM,150,50,3.598,0.000418,-0.00075062,0.00076263,0.00074314,0.9744,True,exp05_axis,,,rho,0.05,,,,,,
Exp05_axis,Exp05ax-rho3,OTM_K110,150,50,3.598,0.000413,-0.00098945,0.00099172,0.00099001,0.9983,True,exp05_axis,,,rho,0.05,,,,,,
Exp05_axis,Exp05ax-rho3,OTM_K125,150,50,3.598,0.00038,-0.00124834,0.00124844,0.0012587,1.0082,True,exp05_axis,,,rho,0.05,,,,,,
Exp05_axis,Exp05ax-rho4,ATM,150,50,3.451,0.000951,-0.00183607,0.00185543,0.00178831,0.9638,True,exp05_axis,,,rho,0.15,,,,,,
Exp05_axis,Exp05ax-rho4,OTM_K110,150,50,3.451,0.000937,-0.0025828,0.00258445,0.00256136,0.9911,True,exp05_axis,,,rho,0.15,,,,,,
Exp05_axis,Exp05ax-rho4,OTM_K125,150,50,3.451,0.000861,-0.00339726,0.00339727,0.00340563,1.0025,True,exp05_axis,,,rho,0.15,,,,,,
Exp05_axis,Exp05ax-rho5,ATM,150,50,5.212,0.001456,-0.00408201,0.0040842,0.00420017,1.0284,True,exp05_axis,,,rho,0.5,,,,,,
Exp05_axis,Exp05ax-rho5,OTM_K110,150,50,5.212,0.001398,-0.00663911,0.00663911,0.0067405,1.0153,True,exp05_axis,,,rho,0.5,,,,,,
Exp05_axis,Exp05ax-rho5,OTM_K125,150,50,5.212,0.001242,-0.00941198,0.00941198,0.00950319,1.0097,True,exp05_axis,,,rho,0.5,,,,,,
Exp05_diag,Exp05dg-vkappa_s1,ATM,150,50,2.137,7.9e-05,-0.00054953,0.00054953,0.00054452,0.9909,True,exp05_diag,,,,,vkappa,1.0,,,,
Exp05_diag,Exp05dg-vkappa_s1,OTM_K110,150,50,2.137,7.7e-05,-0.00056551,0.00056551,0.0005619,0.9936,True,exp05_diag,,,,,vkappa,1.0,,,,
Exp05_diag,Exp05dg-vkappa_s1,OTM_K125,150,50,2.137,6.5e-05,-0.00052,0.00052,0.00051749,0.9952,True,exp05_diag,,,,,vkappa,1.0,,,,
Exp05_diag,Exp05dg-vkappa_s2,ATM,150,50,2.298,0.000157,-0.00109583,0.00109583,0.00108612,0.9911,True,exp05_diag,,,,,vkappa,2.0,,,,
Exp05_diag,Exp05dg-vkappa_s2,OTM_K110,150,50,2.298,0.000152,-0.00112745,0.00112745,0.00112025,0.9936,True,exp05_diag,,,,,vkappa,2.0,,,,
Exp05_diag,Exp05dg-vkappa_s2,OTM_K125,150,50,2.298,0.000129,-0.00103729,0.00103729,0.00103184,0.9947,True,exp05_diag,,,,,vkappa,2.0,,,,
Exp05_diag,Exp05dg-vkappa_s4,ATM,150,50,2.303,0.000292,-0.00218012,0.00218012,0.00215528,0.9886,True,exp05_diag,,,,,vkappa,4.0,,,,
Exp05_diag,Exp05dg-vkappa_s4,OTM_K110,150,50,2.303,0.000283,-0.00224196,0.00224196,0.00222195,0.9911,True,exp05_diag,,,,,vkappa,4.0,,,,
Exp05_diag,Exp05dg-vkappa_s4,OTM_K125,150,50,2.303,0.000242,-0.00206439,0.00206439,0.00204844,0.9923,True,exp05_diag,,,,,vkappa,4.0,,,,
Exp05_diag,Exp05dg-vkappa_s8,ATM,150,50,2.254,0.000507,-0.00431672,0.00431672,0.00417773,0.9678,True,exp05_diag,,,,,vkappa,8.0,,,,
Exp05_diag,Exp05dg-vkappa_s8,OTM_K110,150,50,2.254,0.000494,-0.004438,0.004438,0.00430936,0.971,True,exp05_diag,,,,,vkappa,8.0,,,,
Exp05_diag,Exp05dg-vkappa_s8,OTM_K125,150,50,2.254,0.000427,-0.00409482,0.00409482,0.00398437,0.973,True,exp05_diag,,,,,vkappa,8.0,,,,
Exp05_diag,Exp05dg-vkappa_s16,ATM,150,50,2.316,0.000883,-0.00828652,0.00828652,0.00799231,0.9645,True,exp05_diag,,,,,vkappa,16.0,,,,
Exp05_diag,Exp05dg-vkappa_s16,OTM_K110,150,50,2.316,0.000858,-0.00852803,0.00852803,0.00825135,0.9676,True,exp05_diag,,,,,vkappa,16.0,,,,
Exp05_diag,Exp05dg-vkappa_s16,OTM_K125,150,50,2.316,0.000754,-0.00790875,0.00790875,0.00766925,0.9697,True,exp05_diag,,,,,vkappa,16.0,,,,
Exp05_diag,Exp05dg-vomega_s1,ATM,150,50,2.245,9.5e-05,-0.00081299,0.00081299,0.00080701,0.9926,True,exp05_diag,,,,,vomega,1.0,,,,
Exp05_diag,Exp05dg-vomega_s1,OTM_K110,150,50,2.245,9e-05,-0.00082862,0.00082862,0.00082397,0.9944,True,exp05_diag,,,,,vomega,1.0,,,,
Exp05_diag,Exp05dg-vomega_s1,OTM_K125,150,50,2.245,7.4e-05,-0.00075412,0.00075412,0.00075073,0.9955,True,exp05_diag,,,,,vomega,1.0,,,,
Exp05_diag,Exp05dg-vomega_s2,ATM,150,50,2.305,0.000185,-0.00162839,0.00162839,0.00161809,0.9937,True,exp05_diag,,,,,vomega,2.0,,,,
Exp05_diag,Exp05dg-vomega_s2,OTM_K110,150,50,2.305,0.000176,-0.00165922,0.00165922,0.00165156,0.9954,True,exp05_diag,,,,,vomega,2.0,,,,
Exp05_diag,Exp05dg-vomega_s2,OTM_K125,150,50,2.305,0.000145,-0.00151092,0.00151092,0.00150545,0.9964,True,exp05_diag,,,,,vomega,2.0,,,,
Exp05_diag,Exp05dg-vomega_s4,ATM,150,50,2.309,0.000354,-0.00326052,0.00326052,0.00320631,0.9834,True,exp05_diag,,,,,vomega,4.0,,,,
Exp05_diag,Exp05dg-vomega_s4,OTM_K110,150,50,2.309,0.000337,-0.00332116,0.00332116,0.00327398,0.9858,True,exp05_diag,,,,,vomega,4.0,,,,
Exp05_diag,Exp05dg-vomega_s4,OTM_K125,150,50,2.309,0.000282,-0.00302828,0.00302828,0.00299063,0.9876,True,exp05_diag,,,,,vomega,4.0,,,,
Exp05_diag,Exp05dg-vomega_s8,ATM,150,50,2.196,0.00068,-0.00647508,0.00647508,0.00631025,0.9745,True,exp05_diag,,,,,vomega,8.0,,,,
Exp05_diag,Exp05dg-vomega_s8,OTM_K110,150,50,2.196,0.000648,-0.00659853,0.00659853,0.00644672,0.977,True,exp05_diag,,,,,vomega,8.0,,,,
Exp05_diag,Exp05dg-vomega_s8,OTM_K125,150,50,2.196,0.000551,-0.00603644,0.00603644,0.00591233,0.9794,True,exp05_diag,,,,,vomega,8.0,,,,
Exp05_diag,Exp05dg-vomega_s16,ATM,150,50,2.832,0.001178,-0.01242012,0.01242012,0.01230076,0.9904,True,exp05_diag,,,,,vomega,16.0,,,,
Exp05_diag,Exp05dg-vomega_s16,OTM_K110,150,50,2.832,0.001127,-0.01269183,0.01269183,0.01258865,0.9919,True,exp05_diag,,,,,vomega,16.0,,,,
Exp05_diag,Exp05dg-vomega_s16,OTM_K125,150,50,2.832,0.000975,-0.01170445,0.01170445,0.01163176,0.9938,True,exp05_diag,,,,,vomega,16.0,,,,
Exp05_diag,Exp05dg-vxi_s1,ATM,150,50,3.237,3.5e-05,-0.00029402,0.00029402,0.00029273,0.9956,True,exp05_diag,,,,,vxi,1.0,,,,
Exp05_diag,Exp05dg-vxi_s1,OTM_K110,150,50,3.237,3.4e-05,-0.00027504,0.00027504,0.00027484,0.9993,True,exp05_diag,,,,,vxi,1.0,,,,
Exp05_diag,Exp05dg-vxi_s1,OTM_K125,150,50,3.237,2.9e-05,-0.00022384,0.00022384,0.00022486,1.0046,True,exp05_diag,,,,,vxi,1.0,,,,
Exp05_diag,Exp05dg-vxi_s2,ATM,150,50,3.331,7e-05,-0.00058676,0.00058676,0.00058468,0.9965,True,exp05_diag,,,,,vxi,2.0,,,,
Exp05_diag,Exp05dg-vxi_s2,OTM_K110,150,50,3.331,6.8e-05,-0.00054924,0.00054924,0.00054909,0.9997,True,exp05_diag,,,,,vxi,2.0,,,,
Exp05_diag,Exp05dg-vxi_s2,OTM_K125,150,50,3.331,5.8e-05,-0.00044754,0.00044754,0.00044941,1.0042,True,exp05_diag,,,,,vxi,2.0,,,,
Exp05_diag,Exp05dg-vxi_s4,ATM,150,50,3.463,0.000135,-0.00116712,0.00116712,0.00116635,0.9993,True,exp05_diag,,,,,vxi,4.0,,,,
Exp05_diag,Exp05dg-vxi_s4,OTM_K110,150,50,3.463,0.00013,-0.00109315,0.00109315,0.00109605,1.0027,True,exp05_diag,,,,,vxi,4.0,,,,
Exp05_diag,Exp05dg-vxi_s4,OTM_K125,150,50,3.463,0.000112,-0.00089208,0.00089208,0.00089775,1.0064,True,exp05_diag,,,,,vxi,4.0,,,,
Exp05_diag,Exp05dg-vxi_s8,ATM,150,50,3.594,0.000258,-0.00230942,0.00230942,0.00231705,1.0033,True,exp05_diag,,,,,vxi,8.0,,,,
Exp05_diag,Exp05dg-vxi_s8,OTM_K110,150,50,3.594,0.000247,-0.00216542,0.00216542,0.00217927,1.0064,True,exp05_diag,,,,,vxi,8.0,,,,
Exp05_diag,Exp05dg-vxi_s8,OTM_K125,150,50,3.594,0.000211,-0.0017715,0.0017715,0.00178868,1.0097,True,exp05_diag,,,,,vxi,8.0,,,,
Exp05_diag,Exp05dg-vxi_s16,ATM,150,50,3.586,0.0004,-0.00456242,0.00456242,0.00450628,0.9877,True,exp05_diag,,,,,vxi,16.0,,,,
Exp05_diag,Exp05dg-vxi_s16,OTM_K110,150,50,3.586,0.000377,-0.00428864,0.00428864,0.00424608,0.9901,True,exp05_diag,,,,,vxi,16.0,,,,
Exp05_diag,Exp05dg-vxi_s16,OTM_K125,150,50,3.586,0.000318,-0.00352655,0.00352655,0.0035004,0.9926,True,exp05_diag,,,,,vxi,16.0,,,,
Exp05_diag,Exp05dg-kappaxi_s1,ATM,150,50,2.011,5.4e-05,-0.00011971,0.00012019,0.00012652,1.0527,True,exp05_diag,,,,,kappaxi,1.0,,,,
Exp05_diag,Exp05dg-kappaxi_s1,OTM_K110,150,50,2.011,5.4e-05,-0.00010566,0.00010669,0.00011375,1.0662,True,exp05_diag,,,,,kappaxi,1.0,,,,
Exp05_diag,Exp05dg-kappaxi_s1,OTM_K125,150,50,2.011,4.8e-05,-7.953e-05,8.153e-05,8.824e-05,1.0823,True,exp05_diag,,,,,kappaxi,1.0,,,,
Exp05_diag,Exp05dg-kappaxi_s2,ATM,150,50,2.061,0.000105,-0.00023799,0.00023881,0.00024883,1.042,True,exp05_diag,,,,,kappaxi,2.0,,,,
Exp05_diag,Exp05dg-kappaxi_s2,OTM_K110,150,50,2.061,0.000105,-0.0002102,0.00021194,0.00022339,1.054,True,exp05_diag,,,,,kappaxi,2.0,,,,
Exp05_diag,Exp05dg-kappaxi_s2,OTM_K125,150,50,2.061,9.3e-05,-0.00015851,0.00016193,0.00017297,1.0682,True,exp05_diag,,,,,kappaxi,2.0,,,,
Exp05_diag,Exp05dg-kappaxi_s4,ATM,150,50,2.146,0.000205,-0.00046678,0.0004684,0.00049002,1.0461,True,exp05_diag,,,,,kappaxi,4.0,,,,
Exp05_diag,Exp05dg-kappaxi_s4,OTM_K110,150,50,2.146,0.000205,-0.00041213,0.00041553,0.00044091,1.0611,True,exp05_diag,,,,,kappaxi,4.0,,,,
Exp05_diag,Exp05dg-kappaxi_s4,OTM_K125,150,50,2.146,0.000182,-0.00031111,0.00031764,0.0003414,1.0748,True,exp05_diag,,,,,kappaxi,4.0,,,,
Exp05_diag,Exp05dg-kappaxi_s8,ATM,150,50,2.258,0.000386,-0.00093116,0.00093319,0.00093796,1.0051,True,exp05_diag,,,,,kappaxi,8.0,,,,
Exp05_diag,Exp05dg-kappaxi_s8,OTM_K110,150,50,2.258,0.000382,-0.00082499,0.00082921,0.00084427,1.0182,True,exp05_diag,,,,,kappaxi,8.0,,,,
Exp05_diag,Exp05dg-kappaxi_s8,OTM_K125,150,50,2.258,0.000336,-0.00062681,0.00063497,0.00065471,1.0311,True,exp05_diag,,,,,kappaxi,8.0,,,,
Exp05_diag,Exp05dg-kappaxi_s16,ATM,150,50,2.485,0.000634,-0.00182766,0.00182839,0.00177213,0.9692,True,exp05_diag,,,,,kappaxi,16.0,,,,
Exp05_diag,Exp05dg-kappaxi_s16,OTM_K110,150,50,2.485,0.000621,-0.00162919,0.00163088,0.00158763,0.9735,True,exp05_diag,,,,,kappaxi,16.0,,,,
Exp05_diag,Exp05dg-kappaxi_s16,OTM_K125,150,50,2.485,0.000543,-0.00125193,0.00125585,0.00122497,0.9754,True,exp05_diag,,,,,kappaxi,16.0,,,,
Exp05_diag,Exp05dg-vrho_s1,ATM,150,50,2.785,7.8e-05,-0.00044085,0.00044085,0.00043462,0.9859,True,exp05_diag,,,,,vrho,1.0,,,,
Exp05_diag,Exp05dg-vrho_s1,OTM_K110,150,50,2.785,7.6e-05,-0.00047017,0.00047017,0.00046575,0.9906,True,exp05_diag,,,,,vrho,1.0,,,,
Exp05_diag,Exp05dg-vrho_s1,OTM_K125,150,50,2.785,6.6e-05,-0.00046061,0.00046061,0.00045825,0.9949,True,exp05_diag,,,,,vrho,1.0,,,,
Exp05_diag,Exp05dg-vrho_s2,ATM,150,50,2.866,0.000159,-0.00088462,0.00088462,0.00087533,0.9895,True,exp05_diag,,,,,vrho,2.0,,,,
Exp05_diag,Exp05dg-vrho_s2,OTM_K110,150,50,2.866,0.000153,-0.00094286,0.00094286,0.00093693,0.9937,True,exp05_diag,,,,,vrho,2.0,,,,
Exp05_diag,Exp05dg-vrho_s2,OTM_K125,150,50,2.866,0.000134,-0.00092352,0.00092352,0.00092081,0.9971,True,exp05_diag,,,,,vrho,2.0,,,,
Exp05_diag,Exp05dg-vrho_s4,ATM,150,50,2.807,0.000294,-0.00177318,0.00177318,0.00173628,0.9792,True,exp05_diag,,,,,vrho,4.0,,,,
Exp05_diag,Exp05dg-vrho_s4,OTM_K110,150,50,2.807,0.000284,-0.00188821,0.00188821,0.00185873,0.9844,True,exp05_diag,,,,,vrho,4.0,,,,
Exp05_diag,Exp05dg-vrho_s4,OTM_K125,150,50,2.807,0.000247,-0.00184929,0.00184929,0.00182824,0.9886,True,exp05_diag,,,,,vrho,4.0,,,,
Exp05_diag,Exp05dg-vrho_s8,ATM,150,50,2.684,0.00054,-0.00350418,0.00350418,0.00340014,0.9703,True,exp05_diag,,,,,vrho,8.0,,,,
Exp05_diag,Exp05dg-vrho_s8,OTM_K110,150,50,2.684,0.000521,-0.00373506,0.00373506,0.00364579,0.9761,True,exp05_diag,,,,,vrho,8.0,,,,
Exp05_diag,Exp05dg-vrho_s8,OTM_K125,150,50,2.684,0.000457,-0.00366608,0.00366608,0.00359835,0.9815,True,exp05_diag,,,,,vrho,8.0,,,,
Exp05_diag,Exp05dg-vrho_s16,ATM,150,50,2.733,0.000909,-0.00675039,0.00675039,0.00661382,0.9798,True,exp05_diag,,,,,vrho,16.0,,,,
Exp05_diag,Exp05dg-vrho_s16,OTM_K110,150,50,2.733,0.000879,-0.00722432,0.00722432,0.00711248,0.9845,True,exp05_diag,,,,,vrho,16.0,,,,
Exp05_diag,Exp05dg-vrho_s16,OTM_K125,150,50,2.733,0.000781,-0.00713342,0.00713342,0.00706098,0.9898,True,exp05_diag,,,,,vrho,16.0,,,,
Exp05_diag,Exp05dg-all5_s1,ATM,150,50,2.641,0.00014,-0.00101419,0.00101419,0.00101727,1.003,True,exp05_diag,,,,,all5,1.0,,,,
Exp05_diag,Exp05dg-all5_s1,OTM_K110,150,50,2.641,0.000135,-0.00103971,0.00103971,0.0010464,1.0064,True,exp05_diag,,,,,all5,1.0,,,,
Exp05_diag,Exp05dg-all5_s1,OTM_K125,150,50,2.641,0.000116,-0.00096499,0.00096499,0.00097356,1.0089,True,exp05_diag,,,,,all5,1.0,,,,
Exp05_diag,Exp05dg-all5_s2,ATM,150,50,2.662,0.000275,-0.00203352,0.00203352,0.0020318,0.9992,True,exp05_diag,,,,,all5,2.0,,,,
Exp05_diag,Exp05dg-all5_s2,OTM_K110,150,50,2.662,0.000267,-0.0020845,0.0020845,0.00208984,1.0026,True,exp05_diag,,,,,all5,2.0,,,,
Exp05_diag,Exp05dg-all5_s2,OTM_K125,150,50,2.662,0.000232,-0.00193675,0.00193675,0.00194597,1.0048,True,exp05_diag,,,,,all5,2.0,,,,
Exp05_diag,Exp05dg-all5_s4,ATM,150,50,2.624,0.000519,-0.00406479,0.00406479,0.00398403,0.9801,True,exp05_diag,,,,,all5,4.0,,,,
Exp05_diag,Exp05dg-all5_s4,OTM_K110,150,50,2.624,0.000505,-0.00416872,0.00416872,0.00410371,0.9844,True,exp05_diag,,,,,all5,4.0,,,,
Exp05_diag,Exp05dg-all5_s4,OTM_K125,150,50,2.624,0.000441,-0.00388181,0.00388181,0.0038351,0.988,True,exp05_diag,,,,,all5,4.0,,,,
Exp05_diag,Exp05dg-all5_s8,ATM,150,50,2.523,0.000887,-0.00798966,0.00798966,0.00779217,0.9753,True,exp05_diag,,,,,all5,8.0,,,,
Exp05_diag,Exp05dg-all5_s8,OTM_K110,150,50,2.523,0.000853,-0.00821807,0.00821807,0.00804496,0.9789,True,exp05_diag,,,,,all5,8.0,,,,
Exp05_diag,Exp05dg-all5_s8,OTM_K125,150,50,2.523,0.000744,-0.00769846,0.00769846,0.00756544,0.9827,True,exp05_diag,,,,,all5,8.0,,,,
Exp05_diag,Exp05dg-all5_s16,ATM,150,50,3.296,0.001547,-0.01504841,0.01504841,0.01501762,0.998,True,exp05_diag,,,,,all5,16.0,,,,
Exp05_diag,Exp05dg-all5_s16,OTM_K110,150,50,3.296,0.001468,-0.01559284,0.01559284,0.01557025,0.9986,True,exp05_diag,,,,,all5,16.0,,,,
Exp05_diag,Exp05dg-all5_s16,OTM_K125,150,50,3.296,0.001273,-0.01479719,0.01479719,0.01479414,0.9998,True,exp05_diag,,,,,all5,16.0,,,,
Exp06,Exp06-G1,ATM,150,50,1.754,2.8e-05,-9.425e-05,9.426e-05,9.473e-05,1.005,True,exp06,G1,,,,,,,,,
Exp06,Exp06-G1,OTM_K110,150,50,1.754,2.7e-05,-9.949e-05,9.949e-05,0.00010043,1.0094,True,exp06,G1,,,,,,,,,
Exp06,Exp06-G1,OTM_K125,150,50,1.754,2.4e-05,-9.426e-05,9.426e-05,9.533e-05,1.0114,True,exp06,G1,,,,,,,,,
Exp06,Exp06-G2,ATM,150,50,3.231,4.5e-05,-7.795e-05,7.95e-05,7.693e-05,0.9676,True,exp06,G2,,,,,,,,,
Exp06,Exp06-G2,OTM_K110,150,50,3.231,4.5e-05,-0.00010181,0.00010215,0.00010192,0.9977,True,exp06,G2,,,,,,,,,
Exp06,Exp06-G2,OTM_K125,150,50,3.231,4.1e-05,-0.00012769,0.00012771,0.00012918,1.0115,True,exp06,G2,,,,,,,,,
Exp06,Exp06-G3,ATM,150,50,2.266,0.000141,-0.0011264,0.0011264,0.00112935,1.0026,True,exp06,G3,,,,,,,,,
Exp06,Exp06-G3,OTM_K110,150,50,2.266,0.000134,-0.00115133,0.00115133,0.00115633,1.0043,True,exp06,G3,,,,,,,,,
Exp06,Exp06-G3,OTM_K125,150,50,2.266,0.000112,-0.00105321,0.00105321,0.00105889,1.0054,True,exp06,G3,,,,,,,,,
Exp06,Exp06-H1,ATM,150,50,1.753,1.1e-05,-3.761e-05,3.762e-05,3.779e-05,1.0047,True,exp06,H1,,,,,,,,,
Exp06,Exp06-H1,OTM_K110,150,50,1.753,1.1e-05,-3.972e-05,3.972e-05,4.006e-05,1.0087,True,exp06,H1,,,,,,,,,
Exp06,Exp06-H1,OTM_K125,150,50,1.753,1e-05,-3.764e-05,3.764e-05,3.802e-05,1.01,True,exp06,H1,,,,,,,,,
Exp06,Exp06-H2,ATM,150,50,1.859,0.000109,-0.00037523,0.00037525,0.00037465,0.9984,True,exp06,H2,,,,,,,,,
Exp06,Exp06-H2,OTM_K110,150,50,1.859,0.000108,-0.00039616,0.00039616,0.00039727,1.0028,True,exp06,H2,,,,,,,,,
Exp06,Exp06-H2,OTM_K125,150,50,1.859,9.5e-05,-0.00037566,0.00037566,0.00037748,1.0049,True,exp06,H2,,,,,,,,,
Exp06,Exp06-H3,ATM,150,50,3.983,3.3e-05,6.831e-05,6.876e-05,6.447e-05,0.9376,True,exp06,H3,,,,,,,,,
Exp06,Exp06-H3,OTM_K110,150,50,3.983,3.1e-05,9.297e-05,9.3e-05,8.683e-05,0.9337,True,exp06,H3,,,,,,,,,
Exp06,Exp06-H3,OTM_K125,150,50,3.983,2.7e-05,0.00010878,0.00010878,0.00010203,0.938,True,exp06,H3,,,,,,,,,
