config_id,block,payoff,ratio_b5,ratio_V1,V2_median,V2_q10,V2_q90,n_cal,n_test
Exp02-F2,Exp02,OTM_K125,0.9789,0.9788970374309938,1.0000811911120167,1.0000033901594754,1.0003766741814573,150,50
Exp02-F3,Exp02,ATM,0.9759,0.9758690392321833,1.000066998505976,1.0000006624602098,1.0005348479650802,150,50
Exp02-F3,Exp02,OTM_K110,0.9779,0.9778772729290239,1.0000295441591436,1.000000452514007,1.0001283389817661,150,50
Exp02-F3,Exp02,OTM_K125,0.9793,0.979255373395141,1.00007742336621,1.000004078230234,1.0003837507218416,150,50
Exp02-F4,Exp02,ATM,0.9771,0.977095764021754,1.0000683924678875,1.000005901642604,1.0004416232875046,150,50
Exp02-F4,Exp02,OTM_K110,0.979,0.9790459048627264,1.0001121063691352,1.0000102366367054,1.0005745674513353,150,50
Exp02-F4,Exp02,OTM_K125,0.9804,0.9804154388447823,1.0000846915897426,1.0000038494915653,1.0002714462513855,150,50
Exp02-F5,Exp02,ATM,0.9781,0.9781375667150453,1.0000632878398368,1.0000089779148313,1.000440622039511,150,50
Exp02-F5,Exp02,OTM_K110,0.9801,0.9800539589083964,1.0000590014597737,1.0000048349342696,1.0004591480411031,150,50
Exp02-F5,Exp02,OTM_K125,0.9814,0.9813925408233897,1.0000677712849873,1.0000120776027277,1.0003381347221258,150,50
Exp02-G1,Exp02,ATM,1.005,1.0049067971731664,1.000405155971338,0.9999084201026336,1.0023662879878992,150,50
Exp02-G1,Exp02,OTM_K110,1.0094,1.0093549065178378,1.0009023960294163,0.9999589090897105,1.0031713640680695,150,50
Exp02-G1,Exp02,OTM_K125,1.0114,1.0114213316126577,1.0012081944249487,1.0000589970005738,1.0036711320960898,150,50
Exp02-G2,Exp02,ATM,0.9676,0.9581077432107308,1.0057328127808018,0.996809028248029,1.0094587578900573,150,50
Exp02-G2,Exp02,OTM_K110,0.9977,0.9954457404572045,1.0055427845945946,1.0032874191950005,1.0092237228082466,150,50
Exp02-G2,Exp02,OTM_K125,1.0115,1.011383226461551,1.000015462973068,0.9996764991897787,1.0042349174228533,150,50
Exp02-G3,Exp02,ATM,1.0026,1.0026165139310423,1.0000997354480825,1.0000035542906633,1.0003527987073706,150,50
Exp02-G3,Exp02,OTM_K110,1.0043,1.0043381575781578,1.000045360414243,1.0000008977506407,1.0001524893324738,150,50
Exp02-G3,Exp02,OTM_K125,1.0054,1.0053922265920558,1.0000528975117295,1.0000012354079633,1.0005325954390232,150,50
Exp03-AA-A,Exp03,ATM,0.9801,0.9800981073404171,1.0000714644978614,1.0000018633608432,1.0004186744372434,150,50
Exp03-AA-A,Exp03,OTM_K110,0.9819,0.9819250082383257,1.0000875570016012,1.000010640025375,1.0002764292004545,150,50
Exp03-AA-A,Exp03,OTM_K125,0.9831,0.9831376782548945,1.0001333653905604,1.0000104605864677,1.000438288477891,150,50
Exp03-AA-B,Exp03,ATM,0.9858,0.9858230474080473,1.0000824388223961,1.0000001690905218,1.0004335956654675,150,50
Exp03-AA-B,Exp03,OTM_K110,0.9873,0.9872945382530055,1.0001170430220245,1.0000175580800232,1.0002850977348108,150,50
Exp03-AA-B,Exp03,OTM_K125,0.9879,0.9879304681157798,1.000063510739707,1.000013173401957,1.0006161516535574,150,50
Exp03-AA-C,Exp03,ATM,0.975,0.9750234854577433,1.0001214462829187,1.0000048643573045,1.0008467337861413,150,50
Exp03-AA-C,Exp03,OTM_K110,0.977,0.9770321439591878,1.0000680961715576,1.0000014365199539,1.0006517255687566,150,50
Exp03-AA-C,Exp03,OTM_K125,0.9783,0.9782799925677937,1.0000916515267144,1.0000001708671633,1.0003314259837612,150,50
Exp03-AA-D,Exp03,ATM,0.9693,0.9692644458104419,1.0000605345229312,1.0000019583816522,1.0002150292015284,150,50
Exp03-AA-D,Exp03,OTM_K110,0.9714,0.9714182067420337,1.0000655076568143,1.0000008780303082,1.0002033070220895,150,50
