config_key,block,config_id,payoff,model_class,pair,proto_pair,axis,step,diag,scale,window,scenario,clipped,n_cal,n_eval,n_seeds,lambda_1,lambda_2,lambda_status,lambda_source
Exp05_diag__Exp05dg-vxi_s1__ATM,Exp05_diag,Exp05dg-vxi_s1,ATM,heston,,,,,vxi,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.101,""xi"":0.303}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s1__OTM_K110,Exp05_diag,Exp05dg-vxi_s1,OTM_K110,heston,,,,,vxi,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.101,""xi"":0.303}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s1__OTM_K125,Exp05_diag,Exp05dg-vxi_s1,OTM_K125,heston,,,,,vxi,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.101,""xi"":0.303}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s2__ATM,Exp05_diag,Exp05dg-vxi_s2,ATM,heston,,,,,vxi,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.10200000000000001,""xi"":0.306}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s2__OTM_K110,Exp05_diag,Exp05dg-vxi_s2,OTM_K110,heston,,,,,vxi,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.10200000000000001,""xi"":0.306}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s2__OTM_K125,Exp05_diag,Exp05dg-vxi_s2,OTM_K125,heston,,,,,vxi,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.10200000000000001,""xi"":0.306}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s4__ATM,Exp05_diag,Exp05dg-vxi_s4,ATM,heston,,,,,vxi,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.10400000000000001,""xi"":0.312}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s4__OTM_K110,Exp05_diag,Exp05dg-vxi_s4,OTM_K110,heston,,,,,vxi,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.10400000000000001,""xi"":0.312}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s4__OTM_K125,Exp05_diag,Exp05dg-vxi_s4,OTM_K125,heston,,,,,vxi,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.10400000000000001,""xi"":0.312}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s8__ATM,Exp05_diag,Exp05dg-vxi_s8,ATM,heston,,,,,vxi,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.10800000000000001,""xi"":0.324}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s8__OTM_K110,Exp05_diag,Exp05dg-vxi_s8,OTM_K110,heston,,,,,vxi,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.10800000000000001,""xi"":0.324}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s8__OTM_K125,Exp05_diag,Exp05dg-vxi_s8,OTM_K125,heston,,,,,vxi,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.10800000000000001,""xi"":0.324}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s16__ATM,Exp05_diag,Exp05dg-vxi_s16,ATM,heston,,,,,vxi,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.116,""xi"":0.348}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s16__OTM_K110,Exp05_diag,Exp05dg-vxi_s16,OTM_K110,heston,,,,,vxi,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.116,""xi"":0.348}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vxi_s16__OTM_K125,Exp05_diag,Exp05dg-vxi_s16,OTM_K125,heston,,,,,vxi,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.116,""xi"":0.348}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s1__ATM,Exp05_diag,Exp05dg-kappaxi_s1,ATM,heston,,,,,kappaxi,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.01,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.303}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s1__OTM_K110,Exp05_diag,Exp05dg-kappaxi_s1,OTM_K110,heston,,,,,kappaxi,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.01,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.303}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s1__OTM_K125,Exp05_diag,Exp05dg-kappaxi_s1,OTM_K125,heston,,,,,kappaxi,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.01,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.303}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s2__ATM,Exp05_diag,Exp05dg-kappaxi_s2,ATM,heston,,,,,kappaxi,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.02,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.306}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s2__OTM_K110,Exp05_diag,Exp05dg-kappaxi_s2,OTM_K110,heston,,,,,kappaxi,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.02,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.306}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s2__OTM_K125,Exp05_diag,Exp05dg-kappaxi_s2,OTM_K125,heston,,,,,kappaxi,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.02,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.306}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s4__ATM,Exp05_diag,Exp05dg-kappaxi_s4,ATM,heston,,,,,kappaxi,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.04,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.312}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s4__OTM_K110,Exp05_diag,Exp05dg-kappaxi_s4,OTM_K110,heston,,,,,kappaxi,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.04,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.312}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s4__OTM_K125,Exp05_diag,Exp05dg-kappaxi_s4,OTM_K125,heston,,,,,kappaxi,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.04,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.312}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s8__ATM,Exp05_diag,Exp05dg-kappaxi_s8,ATM,heston,,,,,kappaxi,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.08,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.324}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s8__OTM_K110,Exp05_diag,Exp05dg-kappaxi_s8,OTM_K110,heston,,,,,kappaxi,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.08,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.324}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s8__OTM_K125,Exp05_diag,Exp05dg-kappaxi_s8,OTM_K125,heston,,,,,kappaxi,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.08,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.324}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s16__ATM,Exp05_diag,Exp05dg-kappaxi_s16,ATM,heston,,,,,kappaxi,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.16,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.348}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s16__OTM_K110,Exp05_diag,Exp05dg-kappaxi_s16,OTM_K110,heston,,,,,kappaxi,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.16,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.348}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-kappaxi_s16__OTM_K125,Exp05_diag,Exp05dg-kappaxi_s16,OTM_K125,heston,,,,,kappaxi,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.16,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.348}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s1__ATM,Exp05_diag,Exp05dg-vrho_s1,ATM,heston,,,,,vrho,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.495,""v"":0.101,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s1__OTM_K110,Exp05_diag,Exp05dg-vrho_s1,OTM_K110,heston,,,,,vrho,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.495,""v"":0.101,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s1__OTM_K125,Exp05_diag,Exp05dg-vrho_s1,OTM_K125,heston,,,,,vrho,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.495,""v"":0.101,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s2__ATM,Exp05_diag,Exp05dg-vrho_s2,ATM,heston,,,,,vrho,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.49,""v"":0.10200000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s2__OTM_K110,Exp05_diag,Exp05dg-vrho_s2,OTM_K110,heston,,,,,vrho,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.49,""v"":0.10200000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s2__OTM_K125,Exp05_diag,Exp05dg-vrho_s2,OTM_K125,heston,,,,,vrho,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.49,""v"":0.10200000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s4__ATM,Exp05_diag,Exp05dg-vrho_s4,ATM,heston,,,,,vrho,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.48,""v"":0.10400000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s4__OTM_K110,Exp05_diag,Exp05dg-vrho_s4,OTM_K110,heston,,,,,vrho,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.48,""v"":0.10400000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s4__OTM_K125,Exp05_diag,Exp05dg-vrho_s4,OTM_K125,heston,,,,,vrho,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.48,""v"":0.10400000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s8__ATM,Exp05_diag,Exp05dg-vrho_s8,ATM,heston,,,,,vrho,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.46,""v"":0.10800000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s8__OTM_K110,Exp05_diag,Exp05dg-vrho_s8,OTM_K110,heston,,,,,vrho,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.46,""v"":0.10800000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s8__OTM_K125,Exp05_diag,Exp05dg-vrho_s8,OTM_K125,heston,,,,,vrho,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.46,""v"":0.10800000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s16__ATM,Exp05_diag,Exp05dg-vrho_s16,ATM,heston,,,,,vrho,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.42,""v"":0.116,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s16__OTM_K110,Exp05_diag,Exp05dg-vrho_s16,OTM_K110,heston,,,,,vrho,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.42,""v"":0.116,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vrho_s16__OTM_K125,Exp05_diag,Exp05dg-vrho_s16,OTM_K125,heston,,,,,vrho,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.42,""v"":0.116,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s1__ATM,Exp05_diag,Exp05dg-all5_s1,ATM,heston,,,,,all5,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.01,""omega"":0.202,""rho"":-0.495,""v"":0.101,""xi"":0.303}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s1__OTM_K110,Exp05_diag,Exp05dg-all5_s1,OTM_K110,heston,,,,,all5,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.01,""omega"":0.202,""rho"":-0.495,""v"":0.101,""xi"":0.303}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s1__OTM_K125,Exp05_diag,Exp05dg-all5_s1,OTM_K125,heston,,,,,all5,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.01,""omega"":0.202,""rho"":-0.495,""v"":0.101,""xi"":0.303}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s2__ATM,Exp05_diag,Exp05dg-all5_s2,ATM,heston,,,,,all5,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.02,""omega"":0.20400000000000001,""rho"":-0.49,""v"":0.10200000000000001,""xi"":0.306}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s2__OTM_K110,Exp05_diag,Exp05dg-all5_s2,OTM_K110,heston,,,,,all5,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.02,""omega"":0.20400000000000001,""rho"":-0.49,""v"":0.10200000000000001,""xi"":0.306}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s2__OTM_K125,Exp05_diag,Exp05dg-all5_s2,OTM_K125,heston,,,,,all5,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.02,""omega"":0.20400000000000001,""rho"":-0.49,""v"":0.10200000000000001,""xi"":0.306}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s4__ATM,Exp05_diag,Exp05dg-all5_s4,ATM,heston,,,,,all5,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.04,""omega"":0.20800000000000002,""rho"":-0.48,""v"":0.10400000000000001,""xi"":0.312}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s4__OTM_K110,Exp05_diag,Exp05dg-all5_s4,OTM_K110,heston,,,,,all5,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.04,""omega"":0.20800000000000002,""rho"":-0.48,""v"":0.10400000000000001,""xi"":0.312}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s4__OTM_K125,Exp05_diag,Exp05dg-all5_s4,OTM_K125,heston,,,,,all5,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.04,""omega"":0.20800000000000002,""rho"":-0.48,""v"":0.10400000000000001,""xi"":0.312}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s8__ATM,Exp05_diag,Exp05dg-all5_s8,ATM,heston,,,,,all5,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.08,""omega"":0.21600000000000003,""rho"":-0.46,""v"":0.10800000000000001,""xi"":0.324}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
